GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
B_04013000216_AAAAAAAAAAAAAAAAAAAAGA==,8,04013000216_part1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000216_////////////////////Bw==,9,04013000216_part2_123,2702,1524,1101,3613,2124,1489,3663,2019,1574,2149,1312,753,2091,1270,817,2141,1118,940,2519,1141,1165,2578,1302,1061,6389,3077,2373,719,99,48,40,574,95,4,30,0,10961,3735,5544,1732,280,154,104,0,0,6764,2791,2738,959,94,52,50,800,90,4,50,79,0,10868,3362,5155,2031,372,114,199,1164,130,4,59,367,626,8955,3388,4641,709,227,177,35,0,0,5790,2406,2820,387,140,101,18,0,0,7228,2942,3244,554,134,77,22,21,234,10637,3967,5081,1148,288,361,84,7228,2942,3244,682,194,248,40
B_04013000220_AAAA/v+/BwAAAA==,4,04013000220_part1_25,722,377,327,917,515,402,927,502,413,619,346,255,602,317,283,613,294,305,649,259,361,666,306,298,1335,815,250,225,45,0,0,225,45,0,0,0,1807,949,464,243,151,0,0,0,0,1710,1410,70,165,65,0,0,165,55,0,0,0,0,2280,1535,70,183,492,0,0,164,467,0,0,0,44,1593,955,298,148,188,40,15,0,0,1136,722,190,89,133,18,8,0,0,1290,656,254,122,154,31,4,14,55,1746,843,366,248,248,73,12,1290,656,254,155,175,51,10
B_04013000220_////AQBA+P///w==,5,04013000220_part2_55,2086,1098,937,2639,1481,1158,2672,1445,1184,1787,999,734,1731,919,808,1777,851,884,1891,756,1038,1935,889,863,3200,2085,535,395,170,19,0,295,170,19,0,0,4847,2935,1093,525,327,16,10,0,0,2990,1860,585,355,170,19,0,295,170,19,0,0,0,4476,2751,967,464,314,17,11,356,310,15,0,0,77,4587,2751,863,421,543,108,49,0,0,3272,2079,545,256,368,58,27,0,0,4051,2245,761,334,454,52,3,23,179,5361,2819,1087,620,716,194,28,4051,2245,761,417,521,135,17
B_04013000228_AAAAAAAAAAAAAAAAAAAgAAEAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAA==,7,04013000228_part1_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000228_///////////////////f//7///////////v//////////////////w==,9,04013000228_part2_317,4265,1828,2366,5912,2649,3263,5965,2610,3259,3548,1616,1866,3480,1509,1969,3531,1276,2192,3197,1210,1821,3249,1348,1701,4158,2738,847,337,110,111,0,312,84,75,11,0,5962,3581,1552,467,265,220,1,0,0,5670,4103,928,286,145,128,66,263,64,94,66,13,0,7438,4846,1673,424,343,245,68,310,121,115,65,0,307,5767,3637,1519,364,231,83,23,0,0,4075,2722,926,231,151,61,17,0,0,7895,5190,1672,427,206,45,25,65,265,9993,6118,2522,749,398,275,61,7895,5190,1672,540,280,187,43
B_04013000231_PwAAAAAIADRcAwAAAAAA,1,04013000231_part1_16,10,5,5,12,7,5,12,7,5,8,4,4,8,4,4,9,4,5,9,4,5,9,4,4,20,11,7,0,0,1,0,0,0,1,0,0,39,12,23,0,1,1,0,0,0,20,9,8,1,0,1,0,0,0,1,0,0,0,38,11,23,1,0,2,0,0,0,1,0,0,0,31,14,12,1,0,4,0,0,0,22,11,5,1,0,3,0,0,0,59,35,14,6,1,3,0,0,0,66,36,15,11,2,3,0,59,35,14,6,1,3,0
B_04013000231_wP/////3/8uj/P////8H,4,04013000231_part2_99,1689,853,781,2058,1183,875,2096,1140,902,1483,784,647,1429,680,741,1469,630,802,1600,578,896,1626,697,720,3542,2105,1102,124,115,95,0,109,65,85,0,0,5461,2456,2428,219,280,170,0,0,0,3713,1991,1427,108,65,115,0,104,45,105,0,15,0,5443,2282,2554,207,328,197,67,167,93,180,0,0,168,4687,2306,1688,247,101,472,36,0,0,3329,1895,971,152,73,288,26,0,0,4137,2148,1358,198,103,177,3,23,127,5480,2548,2049,355,211,452,40,4137,2148,1358,241,159,306,24
B_04013000232_AwAA/P////////////9/AAAAAAAIAA==,4,04013000232_part1_96,2714,953,1700,3261,1244,2017,3310,1191,2067,2422,935,1426,2364,849,1511,2417,725,1642,2479,731,1565,2547,795,1542,4005,3468,384,86,35,16,0,86,35,11,11,0,5324,4342,660,147,130,71,19,0,0,3764,3351,280,90,11,20,0,90,11,10,0,11,0,5217,4294,661,127,94,35,21,109,91,25,0,0,37,5155,4264,585,133,133,92,15,0,0,3843,3260,368,82,94,53,9,0,0,4458,3701,443,54,72,28,9,18,133,5417,4327,668,119,152,164,35,4458,3701,443,80,108,100,22
B_04013000232_/P//AwAAAAAAAAAAAACA///////3Pw==,5,04013000232_part2_78,1669,588,1046,2011,769,1242,2038,732,1275,1486,572,875,1460,523,934,1488,448,1009,1535,452,963,1565,489,948,2799,2318,366,44,29,48,0,44,29,43,3,0,4334,3140,1045,42,64,70,2,0,0,3066,2505,468,40,15,42,0,40,15,42,0,0,0,4267,3272,855,42,56,76,0,42,56,42,0,0,0,3182,2601,410,80,63,48,20,0,0,2381,2041,235,41,45,30,9,0,0,3428,2683,435,59,91,35,5,21,99,4344,3302,642,118,143,118,24,3428,2683,435,79,126,79,11
B_04013000236_////////////////AwA=,4,04013000236_part1_98,4295,2429,1775,5474,3273,2201,5524,3219,2221,3649,2172,1400,3545,1986,1552,3640,1874,1687,3881,1729,1968,3957,2033,1596,7340,4525,1525,495,655,175,0,435,630,90,0,0,10178,5512,2110,834,1659,320,0,0,0,7337,4490,1620,440,574,222,0,430,527,85,0,3,0,10193,5268,2476,696,1626,290,6,502,1470,92,0,11,373,8889,5444,1675,586,1050,249,36,0,0,6905,4439,1191,389,775,163,22,0,0,9104,4885,1770,630,1209,213,21,37,339,11101,5586,2396,1086,1739,553,70,9104,4885,1770,812,1384,401,50
B_04013000236_AAAAAAAAAAAAAAAA/AE=,5,04013000236_part2_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000256_BwAAAAAA8P////////////////////////////8AAAAAAAD/x///fxY=,7,04013000256_part1_222,121,48,72,144,62,82,147,60,86,108,48,57,103,42,61,112,37,71,127,43,75,131,50,76,1118,392,533,49,0,138,5,49,0,133,0,0,2020,452,1209,92,1,219,5,0,0,1108,422,507,45,0,126,3,44,0,123,3,0,0,2157,421,1409,90,0,191,2,69,0,171,2,69,9,1997,721,949,210,12,136,1,0,0,1830,696,824,207,12,113,1,0,0,1285,326,855,5,9,73,0,0,17,1922,373,1391,27,20,207,1,1285,326,855,13,14,118,1
B_04013000256_+P//////DwAAAAAAAAAAAAAAAAAAAAAAAAAAAAD///////8AOAAAgCk=,9,04013000256_part2_104,315,126,183,367,158,209,378,153,222,277,123,145,261,106,155,281,91,179,325,111,189,335,126,193,5905,2664,2063,659,4,460,53,650,0,310,4,0,6252,2662,2344,720,54,562,47,0,0,5935,2543,2339,609,14,376,64,596,10,278,64,4,0,6313,2525,2646,672,84,463,58,597,73,277,52,39,106,5127,1863,2434,534,32,344,5,0,0,4694,1795,2109,526,31,288,5,0,0,4627,1664,2189,514,19,226,3,4,8,4657,1668,2210,520,24,243,5,4627,1664,2189,515,21,236,4
B_04013000267_AACAAQAAAAA=,7,04013000267_part1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000267_//9//v///wE=,9,04013000267_part2_55,952,569,356,1202,774,428,1210,730,455,782,491,259,749,458,289,786,412,334,1006,479,452,1016,558,375,1944,1045,723,137,20,14,0,137,10,14,0,0,3025,1234,1563,176,64,50,0,0,0,2069,915,935,165,20,4,35,165,10,0,35,0,0,3103,1101,1710,225,71,160,38,211,29,0,34,0,18,3468,1133,2000,314,54,100,20,0,0,2419,948,1248,177,43,58,12,0,0,2716,845,1570,156,32,30,5,13,65,3793,1027,2312,347,85,122,42,2716,845,1570,207,66,84,16
B_04013000269_//////////////////8fAQ==,8,04013000269_part1_118,4329,1681,2603,4585,1994,2591,4558,1965,2577,4213,1728,2434,4143,1516,2623,4211,1257,2911,4189,1473,2536,4270,1616,2500,5853,5496,170,110,59,16,0,110,59,0,0,0,5980,5592,202,104,62,18,0,0,0,6010,5657,199,64,70,16,0,64,70,0,0,0,0,6150,5772,221,60,68,20,0,60,68,0,0,0,27,5965,5660,109,98,85,21,3,0,0,5955,5654,105,98,85,21,3,0,0,6072,5725,110,71,75,1,1,3,86,6104,5729,125,89,99,53,6,6072,5725,110,81,86,45,5
B_04013000269_AAAAAAAAAAAAAAAAAADgAA==,9,04013000269_part2_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000279_AAAAAAAAGAEAADuJEACA,1,04013000279_part1_13,8,3,5,11,5,6,11,5,6,9,4,5,6,1,5,8,3,5,6,1,5,5,1,4,35,27,4,0,1,3,0,0,1,1,0,0,50,40,5,0,5,4,0,0,0,225,164,23,9,16,14,0,9,16,12,0,1,0,319,235,31,9,29,19,0,9,17,15,0,0,11,8,7,2,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,9,8,0,0,1,0,1,5,4,0,0,1,0,1
B_04013000279_////////5/7//8R27/9/,4,04013000279_part2_107,3216,1152,1983,4078,1579,2499,4105,1596,2438,2847,1055,1736,2774,966,1803,2833,908,1882,2608,682,1788,2674,798,1561,3565,2827,463,14,102,150,0,14,74,112,0,0,5764,3910,1264,14,234,345,2,0,0,4888,3682,863,45,154,139,0,41,139,57,0,3,0,7370,5051,1770,48,330,189,5,41,175,71,0,0,263,4319,3378,680,64,146,63,7,0,0,3060,2484,402,44,99,41,5,0,0,5382,3950,876,93,243,60,10,22,128,7673,5485,1348,207,418,235,45,5382,3950,876,122,288,152,24
B_04013000294_////4f//////EwAAAAAAAAA=,4,04013000294_part1_71,1094,414,651,1383,572,811,1415,526,861,920,396,483,898,357,537,921,283,603,1065,347,603,1097,360,639,2694,1688,888,38,22,60,0,8,12,60,7,0,3854,1967,1723,70,32,59,7,0,0,2231,1691,453,18,15,50,0,18,15,50,0,14,0,3289,1872,1250,93,13,70,10,74,13,52,0,0,28,3853,2561,1119,47,45,106,18,0,0,2945,2172,645,26,35,79,13,0,0,3076,1783,1111,42,23,24,9,14,70,4161,2136,1779,89,57,153,25,3076,1783,1111,65,36,99,21
B_04013000294_AAAAHgAAAAAA7P///////38=,5,04013000294_part2_64,780,292,464,982,406,576,1002,374,607,655,282,343,635,252,380,656,203,428,753,245,428,771,252,452,2445,2106,266,16,23,34,0,16,21,24,0,0,3031,2453,455,16,54,49,0,0,0,2284,1921,312,3,12,35,0,3,10,20,0,0,0,2897,2275,514,8,35,82,0,8,21,10,0,0,73,2738,1877,728,47,38,75,6,0,0,2116,1605,419,26,27,48,4,0,0,2324,1616,536,24,22,31,10,16,69,2805,1774,811,68,52,128,14,2324,1616,536,37,42,100,12
B_04013000298_AAAAAAAAAAAAAAIAAAAAAAAAAAA=,4,04013000298_part1_1,52,17,34,61,22,39,62,22,39,48,17,30,47,15,32,48,13,34,47,12,32,48,14,30,62,53,3,2,4,0,0,2,4,0,0,0,82,67,6,5,5,0,0,0,0,40,34,6,0,0,0,0,0,0,0,0,0,0,59,44,15,0,0,0,0,0,0,0,0,0,0,69,60,6,1,2,1,1,0,0,50,44,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000298_//////////////3//////////wE=,5,04013000298_part2_152,4208,1384,2746,4992,1816,3176,5027,1768,3192,3854,1339,2444,3749,1178,2569,3841,1062,2728,3744,976,2569,3871,1150,2422,5314,4565,393,119,177,59,0,87,146,58,0,0,6854,5826,599,259,206,61,0,0,0,6091,5097,435,229,318,12,0,200,269,11,0,0,0,7677,6351,685,373,364,11,0,201,291,11,0,0,140,5626,4887,463,83,148,60,21,0,0,4199,3726,295,51,96,35,16,0,0,5966,5044,443,76,139,43,1,27,193,7327,6011,656,175,249,223,18,5966,5044,443,121,177,172,4
B_04013000311_/7//////,1,04013000311_part1_47,929,694,215,1184,923,261,1200,899,277,779,607,154,762,565,197,774,528,223,885,520,313,903,634,194,2450,1230,1035,154,8,10,0,154,0,0,8,0,4352,1471,2580,263,43,107,0,0,0,2295,1311,861,77,37,10,0,77,16,0,0,0,0,3810,1545,2018,161,92,95,0,111,38,0,0,0,97,4053,739,2955,296,52,124,12,0,0,2709,633,1824,192,40,86,4,0,0,2967,730,1834,199,53,56,1,14,80,3983,818,2627,353,109,227,24,2967,730,1834,251,83,178,9
B_04013000311_AEAAAAAA,3,04013000311_part2_1,100,74,23,127,99,28,129,96,30,84,65,16,81,60,21,83,56,24,95,56,33,98,68,21,260,105,140,11,2,0,0,11,0,0,2,0,526,129,369,23,10,22,0,0,0,225,94,114,8,8,0,0,8,4,0,0,0,0,474,116,314,28,21,17,0,16,9,0,0,0,20,433,79,316,32,5,13,1,0,0,289,68,195,20,4,9,1,0,0,217,41,124,28,0,20,0,0,4,296,47,178,55,3,33,0,217,41,124,42,0,29,0
B_04013000341_//////98Zv///wE=,3,04013000341_part1_74,1754,1101,607,2150,1435,715,2175,1396,744,1501,1014,436,1461,934,523,1501,833,621,1702,845,735,1724,982,599,4463,1761,2039,458,180,25,0,445,180,0,0,0,7895,2287,4701,492,427,387,0,0,0,5450,2498,2509,323,70,50,0,323,70,0,0,0,0,8841,3174,4989,349,311,359,0,341,266,1,0,18,51,6305,2140,3449,378,241,227,18,0,0,4419,1809,2116,250,178,130,8,0,0,5481,1448,3112,324,330,100,19,9,139,7634,1703,4612,612,600,312,61,5481,1448,3112,429,377,243,52
B_04013000341_AAAAAACDmQAAAAA=,8,04013000341_part2_7,229,143,79,279,186,93,284,181,97,196,131,57,188,121,66,195,108,80,220,109,95,229,129,79,642,244,361,37,0,0,0,30,0,0,0,0,1192,264,869,68,0,0,0,0,0,580,307,246,26,0,0,0,22,0,0,0,0,0,913,344,505,50,14,0,0,44,0,0,0,15,6,818,278,438,50,41,30,5,0,0,589,244,277,30,30,16,3,0,0,648,208,324,33,73,3,0,1,6,908,245,487,56,103,22,5,648,208,324,37,75,9,0
B_04013000359_/w8Ahv+w//8DAA==,1,04013000359_part1_44,2940,1036,1862,3512,1351,2161,3519,1360,2120,2637,952,1657,2566,828,1737,2621,774,1819,2770,784,1860,2810,922,1710,4029,3601,233,100,83,17,0,80,45,0,0,0,5207,4538,373,167,101,27,0,0,0,4009,3609,192,115,86,14,0,96,43,0,0,0,0,6074,5467,295,179,105,22,0,148,49,0,0,8,109,4978,4302,314,113,232,31,5,0,0,3620,3185,204,66,145,23,1,0,0,3852,3250,280,73,120,11,4,0,114,4699,3852,405,124,229,90,13,3852,3250,280,85,165,59,5
B_04013000359_AAAAAAAAAAAABw==,4,04013000359_part2_3,6,2,4,7,3,4,7,3,4,5,2,3,6,2,4,6,2,4,6,2,4,6,2,4,7,6,1,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,8,6,1,0,0,0,0,0,0,0,0,0,0,10,7,1,1,0,0,0,0,0,0,0,0,1,10,9,1,0,1,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000359_APD/eQBPAAD8AA==,5,04013000359_part3_28,1012,354,644,1212,466,746,1217,470,733,909,327,573,885,285,599,905,267,628,955,268,644,969,319,592,1285,1115,86,27,40,18,0,6,36,0,0,0,1663,1395,153,41,46,28,0,0,0,1238,1050,88,41,48,16,0,19,33,0,0,0,0,1618,1328,147,51,57,23,0,13,40,0,0,10,76,1646,1425,93,47,80,10,2,0,0,1185,1049,57,26,45,7,0,0,0,1787,1474,135,31,76,1,5,0,65,2247,1833,182,51,131,46,12,1787,1474,135,42,95,31,7
B_04013000374_//8BAAAAAAAAAAAA,1,04013000374_part1_17,455,320,127,565,411,154,568,404,159,406,297,95,395,281,112,406,263,129,406,237,140,407,263,110,966,750,72,45,25,74,0,25,25,74,0,0,1196,771,195,51,26,177,0,0,0,981,637,167,106,61,9,0,36,61,9,0,0,0,1169,655,331,109,64,38,0,37,64,9,0,1,72,1186,580,499,43,37,52,5,0,0,911,513,321,28,27,35,1,0,0,1339,748,335,89,71,27,1,4,64,1529,806,427,134,121,61,5,1339,748,335,121,89,54,3
B_04013000374_AAD+////////////,3,04013000374_part2_79,2032,1423,562,2507,1823,684,2530,1786,707,1812,1321,431,1759,1249,504,1801,1175,566,1798,1054,622,1829,1175,492,3805,1917,1570,154,86,59,0,154,86,40,34,0,5724,2085,3157,264,172,107,23,0,0,3760,1665,1765,135,95,70,0,120,85,50,0,30,0,5627,1874,3335,266,149,263,15,150,83,43,0,22,120,5266,1949,2783,339,107,248,21,0,0,3776,1697,1698,223,72,161,15,0,0,4212,1852,1779,196,111,93,4,13,164,5346,2070,2551,345,224,378,27,4212,1852,1779,280,163,287,18
B_04013000378_///8//////8=,3,04013000378_part1_62,1587,1204,344,2083,1615,468,2112,1601,476,1269,971,249,1226,952,270,1255,905,308,1563,986,513,1599,1171,314,4520,905,2300,900,290,129,0,875,290,115,0,0,8092,1104,4679,1606,511,290,0,0,0,4745,895,2750,745,200,160,0,720,200,145,0,0,0,8474,971,5718,1215,359,358,0,1175,359,171,0,0,80,6829,1224,4367,891,399,175,24,0,0,4421,964,2631,555,268,96,18,0,0,5359,854,3388,681,239,59,15,32,91,7932,1037,5221,1245,387,267,34,5359,854,3388,776,265,174,26
B_04013000378_AAADAAAAAAA=,7,04013000378_part2_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_04013000380_BwAAAP9/AAAAAAA=,4,04013000380_part1_18,1088,549,519,1280,713,567,1295,719,559,986,504,465,964,462,501,985,424,545,1011,375,585,1036,478,478,2007,1423,372,140,46,6,15,140,39,6,3,0,2871,1836,545,152,316,6,37,0,0,2293,1470,520,195,71,13,25,195,68,10,25,1,0,2746,1580,768,206,211,17,34,196,135,11,31,5,21,2146,1352,314,150,318,34,12,0,0,1614,1059,212,98,229,23,10,0,0,1783,1022,288,126,226,37,16,1,67,2159,1182,376,218,331,75,27,1783,1022,288,160,258,59,23
B_04013000380_+P///wCA/////wE=,5,04013000380_part2_63,2138,1080,1021,2518,1403,1115,2541,1408,1100,1937,988,916,1898,914,983,1932,835,1072,1981,741,1148,2048,944,946,2845,1902,253,317,355,8,15,317,342,8,4,0,4060,2500,427,504,611,8,27,0,0,2459,1851,55,191,353,8,0,191,349,4,0,3,0,3691,2510,77,319,736,2,15,303,704,1,0,27,70,4220,2788,502,258,638,75,10,0,0,3071,2107,334,174,423,47,6,0,0,3388,2052,374,155,616,22,2,19,148,4559,2625,576,292,975,93,33,3388,2052,374,203,667,77,21
B_04013000391_/wMAAAAAAAAAAAA=,1,04013000391_part1_10,200,150,48,251,191,60,253,190,59,173,133,38,171,128,43,173,120,51,180,114,57,180,129,40,366,258,73,4,0,29,4,4,0,29,0,0,480,263,171,5,6,38,10,0,0,308,210,58,13,0,26,2,13,0,25,2,0,0,389,210,131,14,6,35,8,14,0,33,2,0,0,508,158,243,44,18,55,2,0,0,369,142,149,33,15,37,2,0,0,433,170,196,21,10,12,0,6,18,549,194,280,32,27,70,3,433,170,196,30,18,46,2
B_04013000391_APz//////////x8=,3,04013000391_part2_75,2676,1968,649,3339,2532,807,3361,2505,786,2320,1770,494,2265,1679,584,2311,1599,656,2428,1526,766,2474,1711,558,4938,2864,1186,339,120,408,4,272,120,344,11,0,6973,3205,2405,530,471,631,6,0,0,5318,2806,1091,416,195,787,4,348,149,747,4,10,0,7753,3161,2248,560,514,1422,6,393,439,1243,6,0,264,6730,2841,2607,650,224,570,31,0,0,5141,2508,1677,478,183,385,22,0,0,6155,3020,1902,475,228,216,1,43,270,7428,3314,2621,818,369,601,30,6155,3020,1902,621,316,445,20
B_04013000397_AAAAAAAAAAAAAAAAAP//////Aw==,3,04013000397_part1_42,369,235,125,457,307,150,463,300,155,328,210,102,309,197,111,327,184,126,361,191,150,372,228,116,1030,66,864,55,35,4,0,54,35,4,0,0,1746,135,1397,180,35,19,0,0,0,1040,55,895,55,30,4,0,55,30,4,0,0,0,1747,104,1432,184,28,16,0,179,28,4,0,0,0,1725,401,1201,102,25,49,11,0,0,1182,353,752,50,20,29,5,0,0,1154,138,889,66,18,24,1,0,18,1704,217,1288,130,72,68,4,1154,138,889,72,41,50,3
B_04013000397_/////////////////wAAAAAAAA==,8,04013000397_part2_104,1017,658,339,1267,857,410,1282,830,435,879,575,274,869,557,308,875,501,343,989,523,409,1014,629,317,2820,1382,1043,151,182,30,20,151,147,0,0,0,4380,1714,2065,334,234,289,20,0,0,2893,1525,1109,162,44,60,0,162,10,0,0,0,0,4487,1865,2062,349,144,372,0,266,27,0,0,0,267,4773,1460,2747,323,236,122,26,0,0,3363,1257,1735,185,165,84,19,0,0,3525,1049,1969,274,80,39,9,14,91,4900,1262,2919,512,154,187,33,3525,1049,1969,332,109,117,17
B_04013000406_BgDw//8B,3,04013000406_part1_23,701,469,216,870,634,236,883,617,251,601,411,167,588,380,206,601,347,234,664,375,253,667,421,207,1565,780,500,155,35,85,0,155,35,85,10,0,2240,1037,921,163,43,135,0,0,0,1525,805,375,275,35,24,0,275,35,24,0,10,0,2129,1079,658,331,46,84,0,319,34,27,0,0,12,1978,893,808,121,90,120,17,0,0,1498,783,521,78,72,71,11,0,0,1769,968,567,84,49,49,4,6,42,2183,1073,811,149,78,151,15,1769,968,567,114,63,97,12
B_04013000406_+f8PAAAA,8,04013000406_part2_18,450,301,139,561,408,153,567,397,160,390,263,110,376,243,132,386,222,150,420,240,161,427,269,134,790,370,380,35,0,20,0,15,0,0,0,0,1318,482,755,88,9,49,0,0,0,765,275,440,50,0,30,0,20,0,0,0,0,0,1235,318,791,107,8,75,0,22,0,0,0,32,72,1270,576,518,75,58,75,11,0,0,962,503,334,49,47,46,5,0,0,1022,306,539,69,37,41,5,4,21,1386,346,777,138,59,126,16,1022,306,539,76,45,85,12
B_04013000431_DAA4/v//////////////////////////////////////Aw==,3,04013000431_part1_246,1520,1132,347,2070,1581,489,2099,1571,489,1233,934,247,1208,909,290,1224,857,331,1307,845,393,1336,956,257,2836,1291,992,375,105,76,0,375,78,56,0,0,4431,1428,2255,563,221,160,0,0,0,3213,1266,1246,499,104,94,0,489,94,70,0,0,0,4850,1418,2454,713,240,231,0,633,181,107,0,0,57,4983,1254,2815,749,141,215,8,0,0,3585,1158,1686,562,120,173,8,0,0,4620,1638,1843,631,205,104,9,28,162,5939,1750,2690,1140,313,373,47,4620,1638,1843,788,269,259,28
