GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
19069069005,4,19069069005,76,20,56,80,21,59,79,23,56,68,20,46,55,44,0,82,19,59,82,23,55,100,100,0,0,0,0,0,0,0,0,0,0,112,111,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,0,0,0,0,143,138,3,0,2,0,0,0,0,122,118,2,0,2,0,0,0,0,95,93,2,0,0,0,0,0,0,125,116,2,1,1,5,0,95,93,2,0,0,1,0
19177177010,1,19177177010,66,18,48,69,15,54,74,22,51,62,18,43,50,36,0,75,19,52,75,20,51,99,98,0,0,0,0,0,0,0,0,0,0,130,128,1,0,0,1,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,124,119,1,0,0,1,0,0,0,0,0,0,1,160,159,0,0,0,0,0,0,0,122,121,0,0,0,0,0,0,0,143,137,1,0,1,0,0,0,4,188,179,4,3,3,2,3,143,137,1,2,2,2,1
19187187031,4,19187187031,827,367,435,909,380,512,906,410,451,662,328,323,595,463,0,897,348,511,908,376,471,1688,1509,116,71,0,1,0,68,0,0,0,0,2557,1897,388,251,21,1,0,0,0,1726,1503,125,86,0,10,0,83,0,0,0,1,0,2611,1840,443,254,7,123,0,239,6,0,0,58,25,2335,1946,131,220,15,25,5,0,0,1928,1626,86,184,15,19,3,0,0,1691,1432,120,73,24,2,4,1,35,2237,1801,202,180,47,43,9,1691,1432,120,90,31,27,8
19003003010,3,19003003010,17,5,12,20,6,14,20,6,14,16,6,11,14,12,0,18,4,13,19,6,12,28,27,0,0,0,0,0,0,0,0,0,0,33,32,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,34,32,1,0,0,1,0,0,0,28,26,1,0,0,1,0,0,0,33,29,1,1,1,1,0,0,0,36,30,2,2,1,3,0,33,29,1,1,1,2,0
19015015011,4,19015015011,93,33,60,98,33,65,98,33,65,87,34,52,76,51,0,96,26,66,97,30,60,111,107,0,0,0,0,0,0,0,0,0,0,143,140,0,2,0,0,0,0,0,114,113,0,0,0,0,0,0,0,0,0,0,0,143,140,0,0,0,0,0,0,0,0,0,0,0,143,138,5,0,0,0,0,0,0,120,118,2,0,0,0,0,0,0,137,131,3,0,0,0,0,0,3,177,169,5,3,0,5,0,137,131,3,1,0,5,0
19015015016,4,19015015016,404,167,224,443,192,240,438,183,240,374,168,194,322,229,0,418,140,255,423,172,216,565,561,2,5,0,0,2,5,0,0,0,0,744,718,6,14,0,0,2,0,0,550,542,2,4,0,0,0,4,0,0,0,0,0,746,711,7,28,0,1,0,23,0,1,0,0,1,660,563,68,11,14,3,0,0,0,527,465,36,7,14,3,0,0,0,543,476,33,8,6,2,0,0,18,684,580,55,22,9,10,1,543,476,33,10,9,7,1
19027027014,4,19027027014,206,54,150,232,54,174,232,59,164,194,53,140,163,134,0,218,48,163,222,59,152,279,279,0,0,0,0,0,0,0,0,0,0,373,372,0,0,0,0,0,0,0,356,325,0,35,0,0,0,0,0,0,0,0,0,469,427,1,35,0,1,0,0,0,0,0,0,40,405,392,6,5,2,0,1,0,0,299,295,2,0,1,0,1,0,0,275,271,0,0,0,0,0,0,4,360,352,0,1,2,2,0,275,271,0,1,0,0,0
19169169004,4,19169169004,297,86,206,338,93,238,336,96,230,266,83,173,216,136,0,293,71,214,296,75,199,404,390,0,0,8,2,0,0,0,0,0,0,525,512,3,0,10,2,0,0,0,435,411,0,0,12,16,0,0,0,0,0,0,0,552,513,7,0,11,25,0,0,0,0,0,0,34,561,545,8,3,0,4,0,0,0,412,401,5,2,0,3,0,0,0,424,403,7,0,0,0,0,0,14,598,558,12,18,3,9,0,424,403,7,5,2,7,0
19099099013,1,19099099013,279,91,185,313,97,215,311,98,206,252,99,150,231,166,0,293,80,196,299,93,190,395,379,9,0,0,1,0,0,0,1,1,0,507,494,12,0,1,2,1,0,0,404,402,0,1,0,1,0,1,0,1,0,0,0,498,491,0,0,1,1,0,0,0,1,0,0,1,490,476,6,2,0,4,2,0,0,384,376,3,1,0,3,1,0,0,375,358,4,0,0,1,0,0,12,486,459,10,4,3,10,0,375,358,4,1,3,8,0
19181181008,1,19181181008,597,200,378,671,210,447,664,204,431,542,225,303,480,345,0,597,162,405,603,183,375,882,839,4,4,0,32,0,4,0,0,0,0,1271,1203,9,17,0,42,0,0,0,747,704,10,0,0,32,0,0,0,0,0,0,0,1064,1013,9,0,0,42,0,0,0,0,0,0,42,1194,1128,31,13,7,13,0,0,0,845,819,13,5,2,10,0,0,0,853,810,14,2,2,0,0,5,20,1168,1068,37,9,13,26,1,853,810,14,2,3,13,0
19187187015,4,19187187015,64,20,43,70,22,48,69,23,44,61,21,39,51,36,0,71,18,50,73,23,48,93,90,1,0,0,4,0,0,0,2,0,0,118,110,1,0,0,3,0,0,0,97,92,1,0,0,4,0,0,0,3,0,0,0,132,126,1,0,0,2,0,0,0,1,0,0,0,122,121,0,1,0,0,0,0,0,101,100,0,1,0,0,0,0,0,88,85,0,0,1,0,0,0,2,104,100,1,1,2,0,0,88,85,0,0,1,0,0
19087087011,1,19087087011,1206,437,727,1368,454,878,1346,495,781,1011,452,530,830,631,0,1234,351,809,1265,407,766,1916,1859,30,8,4,14,1,4,4,0,1,0,2597,2487,61,22,9,16,1,0,0,2021,1974,28,8,4,8,2,4,4,0,2,6,0,2835,2730,42,19,7,37,5,13,7,0,2,0,40,2447,2357,20,41,14,18,1,0,0,1821,1777,14,12,11,9,0,0,0,1860,1749,25,17,9,3,0,5,52,2424,2242,44,53,15,47,0,1860,1749,25,23,9,36,0
19081081008,4,19081081008,175,39,135,188,42,142,183,45,134,165,35,127,129,105,0,182,32,145,184,34,144,284,276,6,1,0,0,0,1,0,0,0,0,353,331,17,7,0,0,0,0,0,289,281,5,1,0,0,0,0,0,0,0,0,0,395,373,16,5,0,0,0,0,0,0,0,0,2,404,383,7,5,1,7,0,0,0,305,292,4,3,1,4,0,0,0,216,207,0,0,0,0,0,0,9,285,273,0,2,1,1,1,216,207,0,1,1,0,1
19121121015,3,19121121015,819,256,538,929,276,637,916,285,599,738,251,472,638,432,0,820,216,558,834,260,512,1208,1191,6,10,1,1,0,10,0,0,0,0,1565,1540,7,18,2,1,0,0,0,1177,1169,6,4,0,1,0,4,0,0,0,1,0,1517,1504,7,5,1,1,1,4,0,0,0,0,2,1457,1408,17,18,7,4,1,0,0,1081,1058,11,4,3,4,1,0,0,1143,1064,17,4,6,0,0,6,46,1495,1367,22,11,21,39,1,1143,1064,17,7,12,26,0
19117117009,3,19117117009,225,58,165,255,60,192,251,62,184,199,58,137,168,119,0,236,53,178,237,59,165,288,279,5,0,0,5,0,0,0,0,0,0,366,358,5,0,0,4,0,0,0,275,263,0,0,0,13,0,0,0,0,0,0,0,363,343,0,0,0,14,0,0,0,0,0,0,15,429,414,4,5,6,6,0,0,0,346,335,4,5,2,3,0,0,0,305,291,2,0,0,0,0,0,12,374,351,3,6,0,1,1,305,291,2,1,0,1,0
19107107010,1,19107107010,143,32,110,168,31,135,167,35,129,128,35,91,99,74,0,144,28,115,146,34,107,212,211,0,0,0,1,0,0,0,0,0,0,289,282,0,3,0,1,0,0,0,229,224,1,0,0,1,0,0,0,0,0,0,0,314,308,0,5,0,0,0,0,0,0,0,0,7,296,292,2,0,2,0,0,0,0,231,228,2,0,1,0,0,0,0,223,218,2,0,0,0,0,0,3,307,293,4,3,0,4,0,223,218,2,0,0,3,0
19153153215,3,19153153215,2145,1419,649,2326,1652,627,2311,1595,662,1950,1368,547,1834,1522,0,2150,1167,885,2175,1366,610,2795,2625,110,28,0,39,0,28,0,35,0,0,3449,3261,116,37,0,35,0,0,0,2780,2585,85,39,0,64,0,39,0,35,0,0,0,3385,3182,95,44,0,64,0,40,0,33,0,0,35,3445,3120,96,125,82,21,2,0,0,2756,2551,66,64,63,13,2,0,0,2868,2558,89,82,51,7,0,6,75,3453,2978,140,169,107,50,2,2868,2558,89,110,68,33,0
19153153006,3,19153153006,930,322,588,1031,360,656,1028,355,654,845,328,512,720,494,0,907,258,618,923,295,574,1516,1437,17,9,58,5,0,9,58,5,0,0,2149,2021,17,13,101,5,0,0,0,1455,1356,20,22,62,3,0,22,62,3,0,0,0,2013,1842,22,32,111,6,0,32,104,5,0,0,10,1340,1313,7,2,14,4,2,0,0,964,947,3,0,9,4,1,0,0,1121,1092,7,0,0,3,0,1,18,1467,1418,18,2,2,14,0,1121,1092,7,0,1,8,0
19099099001,1,19099099001,228,87,140,252,86,166,251,93,155,220,95,120,201,141,0,246,76,160,246,81,143,305,294,0,8,0,0,0,4,0,0,0,0,386,365,0,10,0,0,0,0,0,330,327,0,4,0,0,0,3,0,0,0,0,0,428,403,3,7,0,0,0,2,0,0,0,2,2,381,368,6,3,3,1,0,0,0,307,300,3,1,2,1,0,0,0,346,338,1,0,1,0,0,0,6,464,449,1,2,1,5,0,346,338,1,0,1,2,0
19119119022,4,19119119022,126,17,109,139,18,121,140,20,119,107,14,93,70,45,0,134,13,119,136,16,117,170,168,0,0,0,3,0,0,0,0,0,0,230,223,1,0,0,1,0,0,0,165,158,0,0,0,4,0,0,0,0,0,0,0,210,203,1,0,0,4,0,0,0,0,0,0,4,243,227,6,0,8,2,0,0,0,184,173,3,0,6,2,0,0,0,163,157,3,0,0,0,0,0,3,222,213,4,1,0,1,0,163,157,3,0,0,0,0
19059059015,4,19059059015,273,89,181,288,98,188,287,96,188,252,90,160,200,149,0,284,73,202,287,90,185,350,350,0,0,2,0,0,0,0,0,0,0,383,380,0,0,2,0,0,0,0,372,372,0,0,0,0,0,0,0,0,0,0,0,418,418,0,0,0,0,0,0,0,0,0,0,0,341,335,1,2,1,0,0,0,0,314,308,1,2,1,0,0,0,0,314,308,0,0,2,0,0,0,4,345,336,0,1,5,2,0,314,308,0,1,2,2,0
19187187030,4,19187187030,708,318,372,765,321,425,756,330,405,659,344,305,583,459,0,740,276,432,747,317,371,1137,1054,23,9,52,4,0,5,52,0,0,0,1462,1344,48,14,52,6,1,0,0,1047,953,37,9,48,6,0,5,48,0,0,0,0,1568,1431,70,15,47,6,1,7,47,0,1,1,11,1508,1373,54,62,14,13,0,0,0,1146,1071,29,31,8,10,0,0,0,1088,975,51,30,5,1,1,4,21,1424,1225,77,89,10,19,2,1088,975,51,42,5,9,2
19087087006,1,19087087006,168,53,115,201,57,144,196,65,128,142,48,91,108,80,0,170,39,125,174,45,118,269,255,10,3,1,0,0,3,1,0,0,0,363,319,37,8,5,0,0,0,0,251,235,12,0,1,0,0,0,1,0,0,0,0,360,302,49,2,5,0,0,1,5,0,0,0,1,347,336,3,3,4,0,0,0,0,247,243,2,1,1,0,0,0,0,257,235,10,1,3,1,0,0,7,350,311,22,4,6,10,0,257,235,10,1,5,7,0
19079079019,4,19079079019,276,94,178,292,101,187,290,103,180,253,94,154,217,154,0,296,75,210,298,97,183,351,348,4,0,0,4,0,0,0,0,0,0,453,427,21,0,0,4,0,0,0,323,319,4,0,0,0,0,0,0,0,0,0,0,420,413,6,0,0,0,0,0,0,0,0,0,0,516,512,0,2,3,0,1,0,0,412,408,0,2,3,0,1,0,0,433,419,5,0,1,0,0,2,6,561,541,10,2,2,1,0,433,419,5,2,1,1,0
19153153272,3,19153153272,56,25,30,59,23,33,57,24,31,54,27,26,51,32,0,60,24,35,60,26,32,76,66,7,2,1,0,0,1,0,0,0,0,94,76,9,2,6,0,0,0,0,75,65,6,0,2,0,0,0,2,0,0,0,0,113,93,7,0,13,0,0,0,13,0,0,0,0,81,78,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,143,87,18,11,7,0,0,3,17,223,121,44,30,25,7,0,143,87,18,19,10,4,0
19119119008,4,19119119008,340,40,297,384,41,339,379,47,325,304,34,266,203,136,0,340,29,300,341,33,299,441,426,4,0,17,0,0,0,13,0,0,0,581,519,29,0,34,0,0,0,0,406,402,4,4,4,0,0,4,0,0,0,0,0,522,487,24,4,11,0,0,1,5,0,0,0,9,634,617,8,6,0,8,0,0,0,471,464,3,2,0,4,0,0,0,475,446,21,0,0,0,0,0,8,601,550,32,4,3,6,4,475,446,21,1,0,5,0
19029029017,3,19029029017,162,41,119,176,43,131,177,43,130,137,35,100,108,76,0,162,27,130,166,36,123,211,206,1,2,1,0,0,0,1,0,0,0,298,274,6,5,5,1,4,0,0,211,200,4,4,0,4,0,0,0,0,0,0,0,288,264,7,7,7,5,7,0,0,0,0,0,11,324,321,3,0,0,0,0,0,0,242,241,1,0,0,0,0,0,0,262,253,0,0,0,0,0,3,6,319,300,8,1,2,5,0,262,253,0,0,1,5,0
19185185007,3,19185185007,76,19,57,88,21,67,85,23,62,68,22,45,58,44,0,85,20,62,84,22,57,137,132,1,0,0,2,0,0,0,0,0,0,185,177,4,0,0,4,0,0,0,129,125,1,0,0,2,0,0,0,0,0,0,0,167,159,3,1,0,2,0,0,0,0,0,0,3,181,178,0,0,1,2,0,0,0,142,139,0,0,1,2,0,0,0,126,122,0,0,1,0,0,0,3,162,158,0,0,2,0,0,126,122,0,0,2,0,0
19177177019,1,19177177019,274,80,189,291,68,214,285,89,186,252,73,173,201,146,0,303,76,211,306,80,205,457,454,0,5,1,4,0,3,1,0,0,0,638,629,3,4,4,2,0,0,0,467,466,3,5,2,0,0,3,2,0,0,0,0,666,647,2,2,4,0,0,2,2,0,0,0,11,631,618,9,1,2,2,0,0,0,494,486,4,1,2,2,0,0,0,423,408,4,2,1,1,0,0,7,553,529,7,5,2,11,2,423,408,4,3,2,6,1
19117117013,3,19117117013,80,22,58,87,22,65,86,23,61,74,25,48,62,44,0,84,21,61,87,23,59,133,133,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,140,139,0,0,0,1,0,0,0,0,0,0,0,185,183,0,0,0,1,0,0,0,0,0,0,1,167,165,0,0,2,0,0,0,0,127,125,0,0,2,0,0,0,0,122,122,0,0,0,0,0,0,0,162,159,2,0,1,0,0,122,122,0,0,0,0,0
19075075006,2,19075075006,653,214,420,731,256,456,726,238,461,572,209,355,467,348,0,664,156,485,662,216,407,939,934,4,0,0,0,0,0,0,0,0,0,1264,1233,13,17,0,0,0,0,0,871,839,31,0,3,0,0,0,3,0,0,0,0,1173,1115,52,0,10,0,0,0,9,0,0,0,2,1209,1184,15,5,5,0,0,0,0,891,884,4,2,1,0,0,0,0,963,929,10,3,4,0,0,0,17,1304,1250,15,16,10,10,0,963,929,10,3,8,8,0
19075075004,2,19075075004,289,99,188,323,116,206,320,108,209,260,95,161,212,158,0,302,71,220,301,98,185,393,360,33,0,0,0,0,0,0,0,0,0,518,468,52,0,0,0,0,0,0,395,384,15,0,0,0,0,0,0,0,0,0,0,535,509,27,0,0,0,0,0,0,0,0,0,0,551,540,7,2,1,0,0,0,0,405,400,3,0,1,0,0,0,0,398,387,0,1,2,1,0,0,7,540,518,6,6,4,3,2,398,387,0,3,4,3,2
19075075002,2,19075075002,152,31,121,166,37,129,165,34,131,135,29,104,103,71,0,157,19,134,157,26,121,205,204,0,0,0,0,0,0,0,0,0,0,269,267,0,0,0,0,0,0,0,212,212,0,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,0,0,0,0,0,284,281,2,0,0,1,0,0,0,221,219,1,0,0,1,0,0,0,211,205,2,0,0,0,0,0,4,277,268,2,4,2,2,0,211,205,2,1,2,2,0
19027027005,4,19027027005,153,51,102,169,53,116,165,57,106,139,45,91,115,95,0,159,38,115,162,42,110,236,236,0,0,0,0,0,0,0,0,0,0,309,309,0,0,0,0,0,0,0,206,204,0,0,0,0,0,0,0,0,0,0,0,280,270,8,0,0,0,0,0,0,0,0,0,0,307,299,4,1,1,2,0,0,0,240,236,1,0,0,2,0,0,0,222,212,2,0,1,0,0,3,4,277,267,2,0,1,4,0,222,212,2,0,1,4,0
19169169005,4,19169169005,374,118,250,431,129,297,429,130,284,332,125,201,286,194,0,374,96,259,376,113,240,550,545,0,0,4,4,0,0,4,0,0,0,722,703,1,3,13,2,0,0,0,515,515,0,0,0,4,0,0,0,0,0,0,0,732,648,46,4,8,2,0,0,8,0,0,0,30,747,741,3,1,4,1,3,0,0,571,568,1,1,2,0,1,0,0,555,531,7,0,0,0,0,0,17,733,691,11,10,3,15,1,555,531,7,4,0,11,0
19121121006,3,19121121006,398,124,263,470,138,320,465,140,309,355,121,225,303,209,0,375,105,252,381,120,234,499,461,35,0,0,0,0,0,0,0,0,0,686,649,35,0,1,0,0,0,0,506,469,35,0,0,0,0,0,0,0,0,0,0,685,639,37,0,0,0,0,0,0,0,0,0,10,672,653,15,6,2,1,0,0,0,477,469,8,1,0,0,0,0,0,603,582,2,0,1,2,0,0,16,823,788,4,7,4,5,3,603,582,2,3,2,3,1
19187187040,4,19187187040,129,29,97,140,27,107,140,32,102,106,32,74,90,67,0,139,21,115,139,23,108,187,185,4,0,0,0,0,0,0,0,4,0,289,283,5,0,5,2,0,0,0,241,233,4,0,0,0,0,0,0,0,0,9,0,352,343,5,0,9,7,0,0,0,0,0,0,9,303,293,4,4,1,1,0,0,0,232,230,1,0,0,1,0,0,0,211,197,7,1,0,0,0,0,6,264,242,12,1,2,9,0,211,197,7,1,0,7,0
19181181011,1,19181181011,1558,552,959,1727,604,1091,1713,613,1051,1394,542,828,1186,857,0,1557,454,1051,1579,547,923,1954,1894,39,25,0,1,0,13,0,0,0,0,2693,2507,56,55,6,1,84,0,0,1884,1846,25,12,1,1,0,9,1,0,0,0,0,2710,2578,41,33,4,1,64,7,1,0,64,0,18,2340,2278,24,15,12,11,1,0,0,1789,1756,15,8,5,4,1,0,0,1943,1837,22,10,13,2,1,7,51,2455,2309,39,24,23,30,1,1943,1837,22,16,17,28,1
19009009004,4,19009009004,76,23,53,88,25,63,88,25,63,65,22,42,49,39,0,80,19,59,82,24,53,111,109,0,0,0,0,0,0,0,0,0,0,155,151,5,5,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,166,158,0,0,7,0,1,0,0,115,110,0,0,4,0,1,0,0,108,108,0,0,0,0,0,0,0,139,139,0,0,0,0,0,108,108,0,0,0,0,0
19153153052,3,19153153052,3121,1883,1129,3298,2111,1116,3279,2050,1140,2914,1894,965,2693,2189,0,3166,1562,1484,3189,1817,1092,3917,3609,129,68,93,14,0,64,79,10,0,0,5068,4469,344,69,176,13,0,0,0,3776,3411,169,79,113,18,0,75,93,14,0,0,0,4916,4244,363,104,181,14,0,102,137,13,0,0,56,4903,4356,183,218,136,19,7,0,0,3935,3595,109,127,91,13,5,0,0,4072,3329,216,163,177,4,2,14,167,5252,4090,353,323,303,69,12,4072,3329,216,193,190,49,7
19153153277,3,19153153277,952,559,359,1071,656,399,1065,633,384,782,497,271,727,601,0,987,494,446,1009,577,369,1728,1139,108,280,200,0,0,265,200,0,0,0,3196,1440,380,887,489,108,0,0,0,1499,1029,58,250,155,0,4,235,155,0,4,0,0,2853,1224,253,926,435,0,16,887,435,0,16,0,39,3241,2226,403,360,238,48,6,0,0,2330,1745,219,180,168,29,5,0,0,2186,1210,362,218,314,7,1,1,73,3148,1422,659,520,511,61,5,2186,1210,362,245,326,51,3
19197197016,4,19197197016,202,70,130,224,75,146,227,77,142,184,69,113,162,126,0,208,60,140,210,69,123,330,324,7,0,2,0,0,0,2,0,0,0,432,398,27,14,4,0,0,0,0,319,317,7,0,2,0,0,0,2,0,0,0,0,429,404,23,6,1,0,0,6,1,0,0,1,9,460,379,75,2,2,2,0,0,0,375,324,46,1,2,2,0,0,0,370,297,64,0,0,3,1,0,5,477,344,122,0,3,16,1,370,297,64,0,1,11,1
19197197013,4,19197197013,74,19,54,82,20,61,84,22,60,68,20,47,55,42,0,75,14,59,75,18,53,80,79,1,0,0,0,0,0,0,0,0,0,117,97,16,0,0,0,0,0,0,83,69,14,0,0,0,0,0,0,0,0,0,0,117,86,26,0,0,0,0,0,0,0,0,0,0,134,104,26,3,2,0,0,0,0,105,90,15,1,0,0,0,0,0,114,100,10,0,0,0,0,0,4,144,127,13,0,0,4,0,114,100,10,0,0,4,0
19195195013,2,19195195013,128,46,80,138,45,89,137,54,80,119,47,67,109,76,0,137,35,94,139,47,83,169,158,4,3,0,0,0,3,0,0,0,0,211,194,14,6,0,0,0,0,0,173,166,4,0,0,0,0,0,0,0,0,0,0,227,210,11,2,0,0,0,1,0,0,0,0,1,233,222,11,0,0,0,1,0,0,174,169,5,0,0,0,1,0,0,179,168,5,0,0,0,0,1,5,258,232,9,10,1,4,0,179,168,5,1,0,4,0
19115115012,1,19115115012,90,24,65,102,25,76,100,28,71,79,26,51,65,41,0,100,23,74,102,28,69,125,125,0,0,0,0,0,0,0,0,0,0,159,155,1,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,203,182,21,0,0,0,0,0,0,151,139,12,0,0,0,0,0,0,131,115,13,0,1,0,0,0,2,168,150,14,1,2,5,1,131,115,13,1,1,4,1
19181181005,1,19181181005,6215,2656,3357,7498,3377,3942,7423,3297,3943,5487,2586,2792,4828,3593,0,5701,1831,3639,5805,2295,3052,7710,7363,167,107,53,0,0,82,18,0,29,0,10556,9986,255,162,102,32,27,0,0,8144,7771,129,165,55,0,0,110,10,0,0,19,0,11170,10558,221,280,91,0,19,172,14,0,0,0,203,9035,8585,230,81,98,47,9,0,0,6315,6073,129,39,55,23,5,0,0,9049,8347,233,105,101,11,1,48,203,12802,11551,427,275,257,163,21,9049,8347,233,133,145,97,4
19049049022,3,19049049022,1692,741,903,2187,1076,1066,2168,995,1134,1634,740,869,1428,1057,0,1249,365,841,1270,510,629,1353,1254,60,28,11,17,0,6,11,0,0,0,2169,1960,100,70,40,17,31,0,0,2605,2276,62,28,218,16,0,28,218,0,0,0,0,4111,3187,94,31,334,19,77,30,334,0,0,0,462,1166,1077,32,16,31,2,1,0,0,794,743,14,7,16,2,1,0,0,2410,2097,68,41,134,2,0,8,60,3691,3125,133,114,257,41,0,2410,2097,68,63,153,24,0
19049049020,3,19049049020,3747,1618,2038,4597,2239,2266,4558,2040,2442,3546,1594,1912,3108,2295,0,3142,937,2118,3161,1322,1587,3492,3263,119,42,50,9,0,38,48,0,8,0,5497,4901,239,88,263,7,23,0,0,3720,3501,80,83,41,2,0,82,40,0,0,16,0,5899,5266,192,143,308,2,44,114,243,0,0,6,80,4627,4252,120,56,176,26,4,0,0,3050,2844,58,30,104,13,2,0,0,5114,4477,151,98,276,4,4,8,96,7493,6423,243,219,467,68,19,5114,4477,151,117,292,37,9
19049049033,3,19049049033,2047,1022,955,3052,1628,1375,3026,1534,1403,1777,966,774,1590,1203,0,1310,445,788,1337,586,608,2420,2117,34,166,80,18,0,158,80,0,0,0,3445,2816,162,263,145,19,0,0,0,2456,2187,47,117,95,2,0,101,92,0,0,0,0,3512,2889,170,176,256,2,1,161,229,0,0,12,47,2220,2049,61,38,62,6,4,0,0,1516,1418,37,18,40,5,3,0,0,3859,3148,242,110,241,6,6,7,99,5297,4179,392,213,427,61,11,3859,3148,242,127,273,47,10
19103103018,1,19103103018,879,540,313,978,637,319,952,601,318,803,513,270,719,580,0,894,440,405,910,559,297,1655,1426,129,57,46,0,0,57,34,0,0,0,2234,1732,243,169,88,0,0,0,0,1402,1167,149,40,39,0,0,39,39,0,0,0,0,1982,1373,310,196,98,0,0,195,97,0,0,0,2,2028,1472,385,54,104,24,2,0,0,1520,1181,229,27,77,16,2,0,0,1563,959,420,59,72,12,2,1,38,2057,1131,640,122,116,50,5,1563,959,420,65,73,37,5
19109109003,4,19109109003,49,11,38,53,11,42,51,12,39,44,11,31,36,24,0,54,12,40,54,14,37,59,59,1,0,0,0,0,0,0,0,0,0,69,67,1,0,0,1,0,0,0,56,56,1,0,0,0,0,0,0,0,0,0,0,63,62,1,0,0,1,0,0,0,0,0,0,0,104,102,2,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,83,82,0,0,1,0,0,69,69,0,0,0,0,0
19153153252,3,19153153252,641,419,196,729,507,205,707,483,184,538,373,157,495,421,0,661,356,266,667,422,197,1276,928,124,46,93,45,0,46,93,25,40,0,2009,1043,589,204,130,145,0,0,0,1065,689,130,103,93,19,0,103,93,15,0,30,0,1697,768,538,260,113,89,0,191,112,14,0,0,75,1970,1076,368,361,160,29,3,0,0,1310,828,200,177,94,16,3,0,0,1379,687,388,172,88,4,1,3,36,1997,832,659,376,142,55,2,1379,687,388,197,97,38,1
19121121002,3,19121121002,183,58,124,207,66,140,207,64,138,169,58,106,151,106,0,197,49,139,201,62,120,276,265,8,1,1,1,0,0,1,0,0,0,374,354,11,3,11,1,4,0,0,300,276,0,1,16,3,0,0,16,0,0,0,0,392,355,0,2,32,3,0,0,28,0,0,0,11,348,340,4,4,0,1,0,0,0,254,252,1,1,0,0,0,0,0,291,284,5,0,0,0,0,0,2,381,365,8,0,2,1,0,291,284,5,0,0,0,0
