GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
19053053001,3,19053053001,177,51,125,208,53,151,201,56,135,156,45,109,122,92,0,182,44,131,181,48,127,216,206,2,0,0,0,0,0,0,0,0,0,299,296,2,0,0,0,0,0,0,232,227,0,0,0,0,0,0,0,0,0,0,0,342,338,0,0,0,0,0,0,0,0,0,0,0,382,364,8,4,1,5,0,0,0,295,287,4,1,1,2,0,0,0,286,271,3,0,1,1,0,0,10,350,327,7,2,3,10,0,286,271,3,0,1,10,0
19193193003,4,19193193003,1046,256,764,1202,295,876,1188,313,822,902,250,640,727,499,0,1086,207,841,1094,231,811,1596,1521,30,30,0,19,0,30,0,15,0,0,2180,2000,71,71,3,66,0,0,0,1606,1541,10,20,10,24,0,20,10,20,0,0,0,2169,2028,48,45,9,63,0,36,9,27,0,0,21,1996,1919,32,17,15,19,1,0,0,1433,1407,12,2,8,5,1,0,0,1524,1438,30,5,5,2,0,1,43,2070,1916,63,18,13,36,2,1524,1438,30,8,8,27,1
19193193037,4,19193193037,1070,516,510,1128,559,543,1098,556,488,922,484,411,804,633,0,1204,475,659,1225,562,572,2359,1792,227,50,222,49,21,30,219,36,3,0,3080,2138,328,64,406,98,68,0,0,2306,1886,178,37,139,44,24,19,131,41,24,3,0,2989,2286,256,46,254,102,59,28,229,90,43,2,53,3181,2569,342,135,101,63,3,0,0,2540,2146,215,89,64,37,3,0,0,2417,1707,381,85,87,36,9,6,106,3019,1981,616,161,148,121,17,2417,1707,381,128,109,84,13
19193193033,4,19193193033,1375,584,749,1535,684,827,1507,679,771,1150,522,605,970,727,0,1437,500,879,1472,566,807,2497,1882,383,91,61,64,18,62,61,44,0,0,3492,2464,601,223,92,150,50,0,0,2433,2021,215,65,59,60,20,32,59,41,20,0,0,3424,2610,493,153,85,105,44,56,85,57,36,0,88,3428,2699,397,174,78,112,8,0,0,2529,2140,217,78,47,57,4,0,0,2598,1897,328,105,140,38,1,6,83,3542,2313,636,278,186,162,5,2598,1897,328,139,149,88,3
19163163107,1,19163163107,1779,859,868,1990,1040,908,1979,1014,905,1517,746,752,1306,984,0,1852,748,1040,1893,879,860,2419,2048,175,112,58,31,0,112,58,0,0,0,2983,2485,198,189,79,32,0,0,0,2546,2249,164,76,57,0,0,76,56,0,0,0,0,3100,2674,210,106,73,12,0,78,72,0,0,0,69,3183,2792,126,98,155,24,1,0,0,2425,2174,82,63,96,14,0,0,0,2558,2235,118,59,77,1,2,3,63,3255,2749,180,157,120,56,2,2558,2235,118,83,85,35,2
19163163204,1,19163163204,1118,620,464,1288,705,544,1273,722,478,873,513,339,777,594,0,1215,587,569,1236,641,485,2425,1993,223,137,0,61,0,134,0,36,15,0,3383,2510,440,375,15,82,15,0,0,2611,2195,204,82,15,72,0,62,0,28,0,40,0,3413,2681,350,295,55,88,0,200,0,25,0,0,155,3269,2774,257,170,24,59,2,0,0,2483,2185,158,92,14,35,1,0,0,2459,1908,179,166,5,16,1,6,178,3229,2372,330,374,39,121,2,2459,1908,179,228,27,105,2
19163163228,1,19163163228,892,534,323,990,635,333,982,619,321,725,440,278,658,527,0,962,493,412,968,570,319,1582,1214,50,288,23,0,0,288,23,0,0,0,2092,1435,300,332,29,12,0,0,0,1548,1214,102,193,25,5,0,193,25,4,0,0,0,2316,1468,499,264,24,73,0,210,24,61,0,0,55,2433,1765,185,468,33,23,1,0,0,1983,1545,118,298,21,17,0,0,0,2141,1495,143,381,30,10,1,2,79,2600,1698,211,614,53,48,3,2141,1495,143,420,46,41,3
19163163210,1,19163163210,715,481,210,816,547,253,808,536,229,583,411,155,536,440,0,760,479,244,772,514,194,2133,1372,402,197,141,10,0,197,141,5,0,0,2993,1861,646,275,191,32,0,0,0,1814,1224,205,273,96,12,0,273,96,12,0,0,0,2480,1452,493,437,99,30,0,272,98,10,0,1,153,3137,1799,556,707,87,64,1,0,0,2299,1463,331,431,58,50,1,0,0,2028,1129,353,405,33,14,1,4,89,2672,1330,531,729,51,110,3,2028,1129,353,467,39,80,2
19163163022,1,19163163022,1769,629,1088,1990,724,1240,1966,724,1185,1504,582,906,1237,818,0,1814,527,1216,1846,641,1073,2473,2324,130,12,7,16,0,4,0,6,0,0,3097,2904,162,12,11,13,0,0,0,2707,2620,77,4,0,8,0,4,0,8,0,0,0,3262,3113,110,5,5,8,0,5,5,8,0,23,0,2900,2781,72,20,19,10,0,0,0,2272,2200,49,9,9,8,0,0,0,2387,2288,34,4,11,3,0,5,42,2982,2833,61,25,25,32,2,2387,2288,34,11,14,24,0
19157157019,2,19157157019,4634,2833,1674,4796,2897,1806,4762,2873,1751,4247,2751,1404,3971,3339,0,4935,2694,2045,4987,3048,1625,7226,6526,205,267,210,29,0,258,172,0,0,0,9013,7893,290,387,424,26,0,0,0,7174,6518,211,170,226,29,0,161,188,0,0,20,0,9056,8010,279,315,439,45,0,222,398,0,0,0,149,9230,8334,282,256,330,81,26,0,0,7435,6736,227,174,269,65,26,0,0,7882,6949,263,261,189,21,14,21,164,9564,8339,357,385,274,170,25,7882,6949,263,290,235,106,14
19157157011,2,19157157011,150,33,117,168,33,135,170,38,131,134,34,99,110,74,0,152,31,117,154,34,113,225,218,5,1,0,0,0,1,0,0,0,0,306,297,9,3,0,0,0,0,0,238,230,8,1,0,0,0,0,0,0,0,0,0,312,298,14,8,0,0,0,0,0,0,0,0,0,289,281,5,3,1,1,0,0,0,227,221,3,2,1,1,0,0,0,183,175,2,1,1,0,0,0,4,246,235,2,4,3,2,1,183,175,2,2,2,2,0
19157157015,2,19157157015,823,218,591,928,220,695,917,242,643,686,209,463,574,417,0,860,169,660,873,207,610,1251,1214,27,4,4,6,0,3,4,0,0,0,1655,1593,46,11,13,4,0,0,0,1371,1250,23,3,4,88,0,2,4,0,0,0,0,1778,1638,37,10,12,89,0,9,5,0,0,0,90,1821,1778,21,13,2,8,0,0,0,1408,1380,14,9,1,5,0,0,0,1346,1294,20,0,3,4,0,0,25,1759,1673,37,11,9,21,1,1346,1294,20,5,6,14,1
19157157013,2,19157157013,133,26,107,160,27,133,152,29,121,111,21,87,95,66,0,135,17,114,135,26,103,170,170,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,0,0,157,157,0,0,0,0,0,0,0,0,0,0,0,212,210,0,0,0,0,0,0,0,0,0,0,0,285,281,2,1,1,0,0,0,0,215,214,1,0,0,0,0,0,0,223,215,6,0,0,1,0,0,1,272,262,7,0,1,3,0,223,215,6,0,0,2,0
19157157018,2,19157157018,220,65,155,252,74,178,242,76,166,206,61,143,174,117,0,228,56,162,230,62,153,343,339,0,0,1,0,0,0,1,0,0,0,491,472,0,5,9,0,0,0,0,275,273,0,0,1,0,0,0,1,0,0,0,0,386,368,0,6,7,0,0,0,1,0,0,0,13,434,428,4,1,1,0,0,0,0,343,340,2,0,1,0,0,0,0,327,305,8,0,1,1,0,1,11,413,385,8,0,5,7,0,327,305,8,0,2,4,0
19125125007,1,19125125007,4908,1933,2815,5547,2088,3341,5486,2190,3069,4190,1817,2256,3710,2753,0,5029,1689,3114,5093,1944,2788,7934,7585,190,58,65,52,4,43,31,39,0,0,10397,9926,225,78,123,135,7,0,0,7867,7561,114,60,85,41,10,26,0,27,10,0,0,10165,9747,191,83,115,124,11,37,2,27,11,0,151,10373,9945,183,130,49,65,12,0,0,7779,7522,109,70,36,42,8,0,0,8058,7557,143,63,33,23,1,16,222,10437,9632,222,199,83,212,5,8058,7557,143,94,41,150,4
19025025020,4,19025025020,226,50,173,252,53,193,250,59,178,207,52,145,183,125,0,249,48,193,253,56,179,507,435,18,34,6,21,0,28,6,15,2,0,575,492,21,45,11,20,2,0,0,509,437,15,42,6,12,0,32,6,9,0,12,0,569,498,18,51,4,21,1,32,4,8,0,0,26,468,458,5,3,0,2,0,0,0,358,354,1,1,0,2,0,0,0,331,321,3,0,1,0,0,0,6,479,454,10,3,2,5,0,331,321,3,1,1,3,0
19021021009,4,19021021009,107,32,75,121,31,90,119,35,84,93,27,64,70,56,0,110,20,86,112,25,82,157,146,10,0,0,0,0,0,0,0,0,0,217,181,27,1,0,0,0,0,0,159,147,12,0,0,0,0,0,0,0,0,0,0,214,177,27,0,1,0,0,0,1,0,0,0,0,246,231,11,1,3,0,0,0,0,182,173,7,0,2,0,0,0,0,194,177,17,0,0,0,0,0,0,246,212,33,1,2,2,0,194,177,17,0,0,1,0
19157157014,2,19157157014,224,40,181,261,44,215,261,47,202,191,36,149,163,114,0,230,29,196,230,44,176,285,285,0,0,0,0,0,0,0,0,0,0,348,347,1,0,1,0,0,0,0,260,260,0,0,0,0,0,0,0,0,0,0,0,339,339,1,0,2,0,0,0,1,0,0,0,0,473,473,0,0,0,0,0,0,0,368,368,0,0,0,0,0,0,0,312,308,3,0,0,0,0,0,1,410,400,9,0,1,0,0,312,308,3,0,1,0,0
19157157009,2,19157157009,294,86,201,307,86,210,309,93,200,280,82,194,237,159,0,309,76,220,312,84,207,389,370,13,6,2,0,0,5,2,0,0,0,515,486,18,18,7,0,0,0,0,421,399,16,4,2,0,0,4,2,0,0,0,0,541,501,20,20,8,0,0,6,8,0,0,0,2,515,465,12,10,15,1,0,0,0,415,377,6,6,10,0,0,0,0,364,348,5,0,0,0,0,0,11,441,421,6,3,2,3,0,364,348,5,2,2,3,0
19047047002,4,19047047002,52,11,41,69,15,54,75,18,52,42,10,32,31,22,0,55,10,42,56,11,43,87,86,4,0,0,0,0,0,0,0,0,0,123,120,4,0,0,0,0,0,0,75,69,4,0,0,0,0,0,0,0,0,0,0,101,100,3,0,0,0,0,0,0,0,0,0,0,145,130,15,0,0,0,0,0,0,94,87,7,0,0,0,0,0,0,70,62,6,0,0,0,0,1,1,109,93,11,3,3,1,0,70,62,6,0,1,0,0
19171171010,2,19171171010,431,159,259,486,174,306,481,171,292,388,168,204,343,258,0,461,145,287,465,157,273,687,652,4,4,1,25,0,4,1,25,0,0,874,826,3,8,2,30,0,0,0,815,733,55,4,0,29,0,4,0,29,0,0,0,979,875,60,5,0,36,0,2,0,34,0,2,8,881,837,29,5,0,14,0,0,0,650,630,13,1,0,7,0,0,0,645,611,10,3,3,9,0,0,9,830,770,24,14,3,20,0,645,611,10,5,3,15,0
19171171011,2,19171171011,117,41,75,130,44,86,128,44,82,118,45,70,102,75,0,125,43,75,126,46,72,187,168,1,0,3,11,0,0,2,11,0,0,236,219,1,0,3,16,0,0,0,183,164,1,0,1,15,0,0,0,14,0,0,0,214,189,1,0,1,20,0,0,0,20,0,0,1,239,239,0,0,0,0,0,0,0,196,196,0,0,0,0,0,0,0,160,151,7,0,0,0,0,1,1,200,188,7,2,0,3,0,160,151,7,0,0,2,0
19161161003,4,19161161003,122,31,89,131,35,93,128,33,86,113,35,77,92,72,0,131,23,102,134,29,95,193,192,3,0,0,0,0,0,0,0,0,0,244,224,25,1,1,0,0,0,0,206,206,3,0,0,0,0,0,0,0,0,0,0,255,236,23,2,2,0,0,0,0,0,0,0,2,275,253,12,7,1,1,0,0,0,209,200,5,2,1,0,0,0,0,174,161,6,0,4,0,0,0,3,236,208,15,4,9,4,1,174,161,6,2,5,3,1
19157157004,2,19157157004,133,41,91,150,44,105,145,46,97,120,42,76,104,73,0,143,33,104,145,41,96,253,239,11,0,0,1,0,0,0,1,1,0,293,276,18,0,0,2,1,0,0,247,231,12,0,0,1,0,0,0,1,0,1,0,310,276,34,0,0,2,1,0,0,1,0,0,2,290,288,0,0,2,0,2,0,0,230,229,0,0,1,0,1,0,0,199,193,3,0,0,1,0,1,1,255,246,5,1,0,2,0,199,193,3,1,0,1,0
19157157012,2,19157157012,134,33,101,155,32,123,149,35,114,116,29,86,95,65,0,132,26,102,134,30,98,202,195,2,3,0,0,0,2,0,0,0,0,268,260,3,3,0,0,0,0,0,193,191,2,1,0,1,0,0,0,0,0,0,0,249,244,2,1,0,1,0,0,0,0,0,0,1,257,250,7,0,0,0,0,0,0,197,192,5,0,0,0,0,0,0,178,174,1,0,1,0,0,0,2,228,224,1,0,1,2,0,178,174,1,0,1,2,0
19091091002,4,19091091002,230,51,177,257,58,196,254,58,193,203,46,152,162,114,0,251,46,193,250,53,182,322,315,3,0,3,7,0,0,0,3,0,0,411,395,13,0,2,6,0,0,0,353,339,8,0,3,8,0,0,0,0,0,0,0,440,419,10,0,2,10,0,0,0,0,0,0,12,468,437,23,1,3,4,1,0,0,357,345,10,0,1,1,1,0,0,372,347,14,0,0,2,0,7,2,484,449,23,0,0,3,0,372,347,14,0,0,2,0
19091091009,4,19091091009,207,60,146,237,65,171,236,66,168,178,58,114,151,112,0,223,48,167,226,59,154,364,350,3,9,1,3,0,8,1,0,0,0,491,442,15,28,3,4,0,0,0,340,325,5,9,1,1,0,8,1,0,0,0,0,457,426,11,23,1,3,0,7,1,0,0,0,17,439,427,9,0,3,0,0,0,0,354,346,7,0,1,0,0,0,0,294,288,4,0,0,0,0,0,2,363,350,8,4,1,1,0,294,288,4,1,1,0,0
19005005003,2,19005005003,379,115,256,439,129,306,429,135,282,322,101,207,250,161,0,395,94,283,401,115,262,519,506,8,0,0,0,0,0,0,0,0,0,677,667,12,1,0,1,0,0,0,584,574,8,1,1,0,0,1,1,0,0,0,0,731,716,9,1,1,0,0,1,1,0,0,0,1,744,728,2,4,2,8,0,0,0,562,554,2,1,2,3,0,0,0,562,551,3,0,0,1,0,2,5,696,679,4,2,1,7,0,562,551,3,1,0,3,0
19005005017,2,19005005017,484,201,270,571,234,330,557,217,309,400,175,209,334,268,0,498,180,302,516,220,258,1038,806,160,36,29,9,0,36,29,9,4,0,2003,1067,696,143,50,17,40,0,0,1088,835,194,34,29,4,0,34,29,0,0,0,0,2110,1183,733,150,51,24,0,121,41,0,0,0,37,1947,1208,628,76,27,19,14,0,0,1327,900,342,58,16,13,9,0,0,1456,792,564,63,14,0,1,3,19,2228,1053,1001,118,21,87,2,1456,792,564,64,18,57,1
19021021020,4,19021021020,110,34,76,120,36,84,113,35,78,103,36,66,80,66,0,119,28,87,122,33,83,149,145,0,0,0,0,0,0,0,0,0,0,184,178,0,0,4,0,0,0,0,132,130,0,0,0,0,0,0,0,0,0,0,0,154,148,0,0,4,0,0,0,4,0,0,0,0,226,194,11,4,15,2,0,0,0,168,150,4,1,11,2,0,0,0,156,149,6,0,0,0,0,0,1,215,201,10,2,0,2,2,156,149,6,1,0,1,0
19171171013,2,19171171013,208,62,145,228,59,166,225,65,156,179,61,116,151,111,0,229,46,173,226,65,153,327,318,7,0,2,0,0,0,0,0,0,0,398,386,6,0,3,0,0,0,0,311,305,3,0,1,1,0,0,0,0,0,0,0,364,351,6,0,1,0,0,0,0,0,0,0,5,439,419,19,0,1,1,5,0,0,330,323,7,0,0,0,3,0,0,329,306,5,0,3,0,0,0,15,424,394,6,6,8,10,0,329,306,5,3,5,9,0
19171171007,2,19171171007,959,313,622,1056,343,679,1046,337,667,842,304,528,721,522,0,1030,258,736,1021,322,630,1428,1403,19,0,4,4,0,0,0,4,0,0,1832,1783,33,0,9,4,4,0,0,1386,1320,52,0,10,11,0,0,0,11,0,0,0,1829,1690,100,0,20,12,6,0,0,10,0,0,22,1965,1914,15,8,11,16,2,0,0,1506,1484,4,3,6,7,2,0,0,1446,1376,9,11,8,6,1,5,30,1855,1745,26,33,14,26,2,1446,1376,9,16,14,18,2
19163163223,1,19163163223,1857,998,775,2043,1197,785,2026,1153,804,1556,858,663,1359,1008,0,1960,879,968,1992,1023,773,2573,2378,89,52,53,0,0,52,53,0,0,0,3177,2741,225,135,79,20,0,0,0,2684,2480,90,114,0,1,0,114,0,0,0,0,0,3519,2898,247,376,0,9,0,325,0,0,0,0,50,3331,2722,193,349,79,27,4,0,0,2650,2245,122,221,61,17,2,0,0,2906,2305,158,202,118,4,0,4,115,3623,2778,207,394,173,70,5,2906,2305,158,246,133,54,5
19163163005,1,19163163005,512,185,322,565,189,372,560,194,362,454,180,271,366,243,0,533,181,335,536,182,330,673,659,5,8,0,1,0,8,0,0,0,0,949,909,6,34,0,1,0,0,0,575,569,5,0,0,3,0,0,0,0,0,0,0,796,772,8,13,0,3,0,13,0,0,0,0,3,888,872,6,7,0,1,0,0,0,685,680,4,0,0,1,0,0,0,668,642,6,2,0,2,0,2,14,889,838,15,8,2,17,1,668,642,6,3,0,15,0
19163163007,1,19163163007,1875,671,1138,2197,816,1327,2181,828,1273,1557,612,918,1278,840,0,1893,534,1278,1919,632,1138,2940,2769,61,97,0,5,0,97,0,0,10,0,4171,3752,127,361,99,4,9,0,0,2829,2608,40,140,22,5,0,140,20,0,0,15,0,4166,3643,138,472,165,3,15,344,20,0,0,0,20,3638,3395,110,85,29,21,6,0,0,2563,2441,57,34,17,14,3,0,0,2673,2396,80,105,9,0,1,4,78,3767,3276,124,272,23,76,3,2673,2396,80,133,15,47,3
19163163215,1,19163163215,1259,713,507,1397,798,559,1388,793,539,1102,663,411,970,739,0,1332,655,607,1364,722,509,2381,1948,231,186,0,11,0,181,0,8,2,0,3203,2402,394,362,20,22,2,0,0,2511,1919,319,198,68,10,0,187,68,7,0,2,0,3376,2348,568,374,92,9,3,312,89,6,0,1,53,2754,2178,222,267,79,22,3,0,0,2097,1758,133,151,53,14,1,0,0,2175,1649,170,173,76,11,0,2,94,2781,1980,285,364,117,75,6,2175,1649,170,219,96,51,4
19163163203,1,19163163203,1571,767,755,1826,897,897,1795,910,823,1303,663,605,1108,807,0,1638,698,852,1671,785,772,2556,2261,155,41,21,77,0,3,21,67,0,0,3212,2724,299,71,42,76,0,0,0,2711,2211,246,22,89,159,0,2,89,84,0,0,0,3394,2604,479,33,127,156,0,8,127,81,0,0,100,3513,3119,199,119,24,80,4,0,0,2743,2509,119,51,17,53,3,0,0,2859,2434,176,84,26,12,1,7,119,3504,2880,274,184,42,118,2,2859,2434,176,110,33,97,2
19163163230,1,19163163230,1656,858,740,1878,963,885,1861,974,823,1349,764,559,1181,943,0,1724,791,861,1768,886,749,3010,2461,98,379,67,10,0,372,62,9,0,0,3984,3121,248,491,103,18,0,0,0,2599,2310,123,114,43,6,0,107,43,4,0,0,0,3322,2830,249,144,87,13,0,108,87,10,0,0,41,3425,2715,174,387,137,29,4,0,0,2634,2197,109,221,95,21,1,0,0,2716,2135,150,179,134,7,0,11,100,3458,2584,243,368,178,109,2,2716,2135,150,216,143,76,1
19163163227,1,19163163227,1390,770,568,1565,904,621,1540,875,613,1170,690,453,1035,821,0,1460,685,695,1473,788,580,2460,1800,128,521,10,1,0,484,10,0,0,0,3731,2488,372,738,93,3,0,0,0,2643,2274,90,273,4,3,0,247,4,0,0,1,0,3951,3008,183,521,153,4,0,466,153,0,0,15,125,3322,2616,170,409,115,29,9,0,0,2553,2102,97,259,86,17,4,0,0,2501,1886,143,242,81,8,0,11,130,3204,2300,231,496,122,81,4,2501,1886,143,305,110,55,3
19163163015,1,19163163015,178,67,110,195,78,117,190,76,114,165,67,95,135,96,0,192,58,127,196,69,113,218,208,4,1,0,0,0,1,0,0,0,0,291,278,11,1,0,0,0,0,0,222,215,4,0,0,0,0,0,0,0,0,0,0,297,274,22,0,0,0,0,0,0,0,0,0,0,257,248,5,2,2,0,1,0,0,191,185,2,1,1,0,0,0,0,217,206,6,0,0,0,1,2,2,257,241,10,1,2,3,1,217,206,6,0,1,3,1
19163163218,1,19163163218,1253,754,442,1339,839,455,1324,833,436,1021,662,322,936,731,0,1401,707,622,1430,811,493,2481,2174,121,172,14,3,0,152,12,0,4,0,3010,2565,204,222,31,2,0,0,0,2122,1853,86,137,35,8,0,122,34,0,0,5,0,2644,2144,187,182,56,6,0,141,46,0,0,0,120,3121,2566,213,283,58,24,8,0,0,2475,2131,137,161,35,17,4,0,0,2370,1895,184,177,19,2,0,2,91,3050,2282,295,369,64,86,5,2370,1895,184,229,29,54,3
19163163104,1,19163163104,1918,842,1002,2109,1016,1043,2080,979,1030,1674,774,872,1414,994,0,1988,695,1205,2002,832,993,2503,2271,121,51,30,31,0,41,30,0,0,0,3511,3152,182,90,43,59,0,0,0,2392,2184,88,41,65,13,0,37,65,0,0,4,0,3545,3051,166,70,241,25,1,60,67,0,0,0,200,3421,3129,146,53,73,13,0,0,0,2584,2405,92,32,40,10,0,0,0,2576,2248,135,31,54,6,0,7,95,3497,2930,233,130,126,92,5,2576,2248,135,67,69,61,2
19171171019,2,19171171019,1070,525,522,1206,580,604,1197,585,572,925,517,392,839,684,0,1164,472,635,1174,549,545,1875,1290,292,55,31,212,0,51,31,197,0,0,2854,1591,836,63,31,407,0,0,0,1731,1216,254,51,31,188,0,51,31,179,0,0,0,2815,1561,794,141,34,362,0,53,34,267,0,0,98,2889,1982,678,36,29,260,14,0,0,2059,1572,360,19,18,124,7,0,0,2289,1472,605,41,16,90,0,2,63,3154,1826,982,74,26,316,8,2289,1472,605,54,25,165,8
19171171017,2,19171171017,981,503,451,1063,555,485,1048,547,447,878,500,355,801,661,0,1051,435,564,1057,485,501,1555,1254,79,9,4,214,0,7,4,207,0,0,2340,1610,345,21,15,414,0,0,0,1506,1247,66,5,4,199,0,4,4,189,0,0,0,2155,1522,279,19,13,387,0,19,7,296,0,3,26,2341,1864,267,39,27,201,1,0,0,1697,1456,130,12,16,102,1,0,0,1773,1327,254,31,17,89,0,2,53,2369,1632,440,69,25,230,4,1773,1327,254,38,20,141,3
19013013021,2,19013013021,141,71,70,154,83,71,150,78,72,135,69,64,117,90,0,146,57,84,148,69,66,193,185,2,0,4,0,0,0,4,0,0,0,257,238,3,0,13,0,0,0,0,264,245,2,4,11,0,0,4,11,0,0,0,0,336,307,2,4,24,0,0,4,24,0,0,0,0,315,303,1,1,4,6,0,0,0,252,246,1,0,2,3,0,0,0,230,219,2,0,0,2,0,1,6,305,288,2,3,4,6,0,230,219,2,1,1,5,0
19013013055,2,19013013055,1237,685,509,1408,782,591,1391,784,551,996,609,363,908,750,0,1322,583,665,1336,694,522,2327,2093,82,99,8,15,10,87,6,5,10,0,2944,2493,97,235,27,41,55,0,0,2325,2063,80,96,39,19,15,92,35,5,15,10,0,3050,2477,112,253,38,65,92,160,35,31,92,1,135,3042,2746,83,151,43,21,5,0,0,2413,2264,43,70,24,13,1,0,0,2313,1975,99,126,23,2,5,10,73,2923,2356,156,289,40,63,12,2313,1975,99,165,25,39,6
19013013032,2,19013013032,970,622,304,985,678,276,974,654,289,832,605,199,763,637,0,1105,546,500,1130,639,370,1887,1631,35,153,30,16,27,65,29,10,3,0,2077,1701,64,189,86,16,29,0,0,2013,1830,58,84,22,15,0,75,8,12,0,3,0,2160,1881,89,117,66,34,0,85,49,12,0,0,44,2447,2303,53,55,36,20,0,0,0,2207,2097,46,42,29,15,0,0,0,1894,1625,75,82,49,4,4,5,50,2077,1759,84,109,89,19,10,1894,1625,75,91,70,17,8
19157157017,2,19157157017,460,107,343,509,104,391,505,117,368,408,103,303,335,227,0,463,93,357,469,104,344,599,590,11,0,0,0,0,0,0,0,0,0,660,650,8,0,0,0,0,0,0,562,551,10,0,0,1,0,0,0,0,0,0,0,649,634,14,0,0,1,0,0,0,0,0,0,1,837,828,2,2,3,2,0,0,0,692,685,2,2,1,2,0,0,0,643,632,3,1,0,1,0,0,6,725,710,4,3,4,5,0,643,632,3,1,4,2,0
19157157003,2,19157157003,304,90,210,345,100,238,341,111,223,276,96,174,239,169,0,329,76,239,332,94,222,559,524,33,0,0,3,0,0,0,3,3,0,652,600,42,0,0,6,2,0,0,541,507,32,0,0,3,0,0,0,3,0,3,0,684,600,74,0,0,5,1,0,0,1,0,0,5,640,628,4,2,1,7,0,0,0,529,521,2,1,0,5,0,0,0,534,509,3,3,0,3,0,2,14,648,613,7,13,0,12,0,534,509,3,7,0,12,0
19053053012,3,19053053012,70,33,36,89,41,48,89,41,46,55,25,28,48,35,0,72,28,40,73,33,34,128,125,4,0,2,2,0,0,0,0,0,0,178,173,4,0,2,1,0,0,0,138,138,2,0,0,2,0,0,0,0,0,0,0,201,200,2,0,0,0,0,0,0,0,0,0,0,227,224,0,0,1,2,0,0,0,140,137,0,0,1,2,0,0,0,147,138,2,0,0,1,0,0,6,221,212,2,0,2,3,0,147,138,2,0,2,3,0
19053053021,3,19053053021,900,399,470,955,428,502,937,421,485,761,348,396,666,494,0,996,385,557,1021,466,481,2016,1763,78,112,10,48,0,104,10,23,0,0,2498,2067,167,192,36,55,28,0,0,1888,1636,73,123,14,43,4,74,10,0,4,0,0,2278,1872,127,177,44,42,19,94,36,0,1,0,146,2354,2023,104,144,45,29,32,0,0,1965,1681,84,123,36,26,27,0,0,1615,1328,113,66,26,13,18,3,48,1969,1609,143,115,37,49,24,1615,1328,113,86,34,42,23
19159159013,3,19159159013,42,12,30,52,13,39,49,16,33,40,14,25,33,28,0,46,12,33,47,14,32,85,84,0,0,0,0,0,0,0,0,0,0,120,118,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,119,117,0,0,0,0,0,0,0,0,0,0,0,110,98,12,0,0,0,0,0,0,74,69,5,0,0,0,0,0,0,70,69,0,0,0,0,0,0,1,94,93,0,1,1,1,0,70,69,0,1,1,1,0
