GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
45061000005,5,45061000005,513,285,221,600,328,265,601,335,258,436,238,193,437,250,187,519,290,210,488,255,223,885,435,0,455,0,0,0,455,0,0,0,0,1115,507,0,608,0,0,0,0,0,795,375,0,390,30,0,0,390,30,0,0,0,0,1030,431,20,542,37,7,0,536,28,0,0,0,15,1090,459,14,609,7,8,0,0,0,859,379,9,464,6,6,0,0,0,786,354,10,399,6,0,0,0,17,958,405,14,521,11,9,3,786,354,10,412,7,6,0
45015000048,1,45015000048,655,345,301,820,461,352,817,465,339,646,320,315,647,323,324,511,264,230,487,224,254,2009,1451,89,405,30,32,0,390,9,19,3,0,2704,1938,121,516,103,59,0,0,0,2938,2067,77,692,63,41,0,684,48,9,0,0,0,3770,2594,103,818,213,65,0,810,151,10,0,1,107,1346,767,34,508,33,17,1,0,0,1013,603,23,358,22,13,1,0,0,1223,525,46,526,16,35,1,7,67,1636,708,69,736,32,89,4,1223,525,46,563,24,70,2
45047000016,3,45047000016,676,353,313,775,413,356,775,414,347,543,283,247,538,298,240,736,372,344,701,348,342,1296,990,9,282,12,0,0,281,12,0,0,0,1584,1244,9,320,13,0,0,0,0,1440,989,6,418,23,0,0,417,23,0,0,0,0,1745,1279,8,439,22,0,0,436,22,0,0,0,2,1746,857,28,839,6,12,7,0,0,1338,644,17,662,5,9,4,0,0,1139,617,14,475,2,0,0,4,27,1437,811,25,562,13,21,3,1139,617,14,482,2,19,0
45051000157,7,45051000157,1084,228,841,1326,310,1008,1328,323,988,860,168,679,864,179,684,1089,190,865,1062,218,824,2248,1825,25,382,0,9,0,357,0,5,10,0,3319,2328,358,609,16,18,0,0,0,2110,1690,26,338,34,9,0,330,34,0,0,12,0,3323,2158,555,563,42,22,0,521,42,0,0,0,48,2953,2202,242,429,31,67,3,0,0,2203,1722,149,279,22,49,3,0,0,2690,2000,297,273,14,8,0,7,91,3535,2450,497,467,24,99,1,2690,2000,297,296,22,74,0
45051000224,7,45051000224,1452,422,1009,2029,604,1398,2029,635,1369,1143,353,775,1140,376,764,1210,329,844,1177,250,905,2510,2120,66,256,63,9,0,249,58,0,6,0,3545,2802,204,417,116,28,4,0,0,2760,2479,48,157,59,4,0,157,54,0,0,14,0,3683,3047,233,270,139,22,14,251,114,0,0,8,32,2456,1969,150,255,73,30,6,0,0,1826,1505,97,167,44,22,2,0,0,2712,2272,142,137,70,3,0,7,81,3534,2877,221,256,128,56,4,2712,2272,142,174,83,44,2
45051000184,7,45051000184,2364,728,1600,3202,1051,2120,3198,1073,2078,1812,569,1215,1806,594,1212,2111,577,1469,2062,511,1508,4274,3581,125,340,215,13,0,338,206,11,9,0,5052,3957,224,549,327,25,0,0,0,4046,3395,117,348,173,17,0,346,173,13,0,4,0,4895,3862,189,578,279,29,0,538,279,13,0,0,15,3971,3230,306,328,83,47,10,0,0,3149,2690,167,200,68,35,5,0,0,5032,4065,378,258,85,10,2,39,195,6073,4645,606,480,146,136,11,5032,4065,378,324,108,105,9
45061000006,5,45061000006,617,492,119,699,545,149,700,554,140,513,419,91,507,417,90,645,516,121,620,483,125,1274,434,53,786,0,4,0,786,0,0,0,0,1556,500,53,999,0,3,0,0,0,1268,466,56,739,0,4,0,739,0,0,0,0,0,1573,570,56,942,0,3,0,942,0,0,0,0,3,1767,417,9,1341,3,6,1,0,0,1312,362,7,941,3,6,1,0,0,1253,331,8,887,3,3,0,0,21,1595,366,14,1196,7,19,3,1253,331,8,901,5,11,2
45015000058,1,45015000058,1052,577,448,1792,1010,746,1792,1032,731,664,386,260,661,396,264,697,338,315,683,285,380,1578,973,27,485,89,4,0,475,69,0,0,0,2292,1293,156,663,179,4,0,0,0,2033,1033,20,918,55,9,0,845,48,0,0,0,0,2897,1257,302,1155,108,9,0,957,86,0,0,73,222,1551,884,100,480,80,15,4,0,0,1113,674,68,306,54,10,4,0,0,2947,1517,282,847,136,6,4,26,129,4026,1940,433,1323,268,85,30,2947,1517,282,912,182,54,20
45051000188,7,45051000188,467,423,40,476,424,49,482,432,45,389,358,28,386,358,28,541,499,34,521,469,45,876,491,25,362,0,0,0,362,0,0,0,0,1083,584,45,434,0,0,0,0,0,474,55,0,420,0,0,0,420,0,0,0,0,0,615,85,0,530,0,0,0,530,0,0,0,0,0,909,124,17,772,0,2,1,0,0,696,99,10,588,0,2,1,0,0,613,79,2,514,1,0,0,4,13,742,92,5,634,2,8,0,613,79,2,522,1,6,0
45045000216,4,45045000216,1337,549,757,1642,751,850,1651,717,922,1062,421,624,1076,543,530,1304,507,698,1287,346,912,1837,1662,23,70,48,40,0,70,25,0,0,0,2630,2361,25,112,77,39,0,0,0,1709,1481,40,92,49,46,0,92,26,0,0,0,0,2287,1963,39,132,99,45,0,126,49,0,0,13,98,2137,2008,33,82,4,20,0,0,0,1733,1635,26,61,2,13,0,0,0,1940,1747,75,51,19,0,1,0,47,2502,2236,107,91,45,26,3,1940,1747,75,64,37,20,2
45047000001,3,45047000001,390,320,64,425,347,71,423,347,69,301,253,41,297,251,46,436,359,59,430,347,74,1425,267,34,1125,0,0,0,1125,0,0,0,0,1692,286,90,1314,0,0,0,0,0,1526,243,33,1246,3,0,0,1246,3,0,0,0,0,1970,275,70,1623,2,0,0,1623,2,0,0,0,0,1947,268,460,1200,11,30,14,0,0,1522,246,299,965,6,26,10,0,0,1330,238,231,809,6,1,0,5,40,1765,283,411,1053,10,35,2,1330,238,231,846,8,26,0
45007000067,3,45007000067,1077,254,806,1447,370,1064,1450,359,1077,868,209,648,871,250,620,920,196,678,914,140,760,1615,1360,36,103,100,11,0,103,93,0,0,0,2229,1786,153,198,123,11,0,0,0,1632,1385,33,114,90,11,0,114,85,0,0,0,0,2173,1756,124,203,109,11,0,130,101,0,0,0,57,1832,1670,37,69,57,4,2,0,0,1332,1225,24,51,34,4,1,0,0,1656,1445,25,87,56,1,0,4,38,2162,1848,43,154,77,36,0,1656,1445,25,92,59,25,0
45047000012,3,45047000012,576,235,332,641,263,372,641,271,362,478,188,282,483,202,281,610,256,329,578,212,350,1084,713,2,366,0,4,0,366,0,0,0,0,1436,887,7,536,0,4,0,0,0,955,615,3,330,0,4,0,330,0,0,0,0,0,1279,769,19,484,0,5,0,459,0,0,0,0,30,1360,763,19,567,4,15,0,0,0,1022,590,10,413,2,10,0,0,0,1002,608,19,338,5,0,1,2,29,1317,744,24,515,9,22,2,1002,608,19,348,5,17,1
45045000231,4,45045000231,962,247,691,1107,320,769,1114,325,777,824,205,602,824,236,585,958,225,668,947,173,748,1460,1443,7,12,0,0,0,12,0,0,0,0,1771,1725,21,22,9,0,0,0,0,1529,1509,13,7,0,0,0,7,0,0,0,0,0,1808,1750,20,26,9,0,0,7,0,0,0,0,30,1471,1400,25,20,9,11,0,0,0,1168,1117,22,14,5,7,0,0,0,1341,1199,43,38,14,1,1,1,44,1693,1492,72,64,29,30,2,1341,1199,43,47,23,26,2
45051000211,7,45051000211,970,305,646,1234,405,817,1232,416,795,771,250,509,768,259,508,929,268,627,900,242,629,1674,1090,33,538,13,0,0,538,13,0,0,0,2089,1299,58,647,52,0,0,0,0,2284,1813,55,402,10,0,0,402,10,0,0,0,0,2725,2127,96,496,9,0,0,496,9,0,0,0,0,1745,1307,116,312,6,14,0,0,0,1369,1061,74,225,6,9,0,0,0,1780,1386,98,225,1,4,0,3,63,2168,1646,135,328,25,48,2,1780,1386,98,249,15,42,0
45051000226,7,45051000226,1725,561,1138,2670,916,1724,2672,959,1680,1226,418,785,1226,460,766,1310,332,933,1261,279,958,2206,1966,89,98,16,35,0,95,15,24,6,0,3013,2573,157,143,75,70,4,0,0,2241,1967,118,124,28,0,0,123,28,0,0,3,0,3490,2980,174,193,101,3,0,174,72,0,0,55,31,2112,1829,103,103,58,14,4,0,0,1529,1349,61,69,39,9,2,0,0,3734,3080,167,189,98,10,2,30,158,4849,3892,253,349,182,97,7,3734,3080,167,241,120,79,6
45013000203,1,45013000203,968,465,490,1070,517,544,1069,530,531,832,405,409,836,441,392,1035,483,514,1004,426,562,1609,1288,47,190,54,0,30,190,54,0,0,0,2164,1445,441,189,60,0,30,0,0,1638,1333,110,154,0,2,38,154,0,0,38,0,0,2403,1484,712,154,15,1,37,154,15,0,37,0,0,2046,1312,452,256,24,9,10,0,0,1614,1119,289,184,15,7,4,0,0,1746,1198,350,140,2,4,1,4,47,2048,1300,493,209,19,39,3,1746,1198,350,158,8,36,2
45013000220,1,45013000220,1149,501,623,1218,556,645,1213,560,646,1079,477,576,1100,543,553,1174,467,631,1116,403,684,1300,1290,0,10,0,0,0,10,0,0,0,0,1546,1372,133,11,30,0,0,0,0,1675,1665,0,0,0,10,0,0,0,0,0,0,0,1705,1670,0,0,26,9,0,0,26,0,0,0,9,1512,1354,110,25,20,6,0,0,0,1271,1162,78,16,11,6,0,0,0,1677,1525,65,25,17,0,0,5,40,1878,1677,100,43,22,18,1,1677,1525,65,37,17,18,1
45045000362,4,45045000362,1582,655,884,1899,842,1021,1901,860,1013,1285,539,705,1281,603,676,1598,583,900,1559,507,1003,2084,1685,94,189,57,53,0,189,57,25,0,0,3148,2085,303,354,294,74,0,0,0,2385,1781,192,133,243,25,3,133,243,25,3,3,0,3899,2421,736,240,446,24,6,199,446,24,3,32,40,2889,2123,282,292,181,19,3,0,0,2111,1587,199,198,122,14,2,0,0,2892,1815,326,262,354,8,0,14,113,4074,2408,487,464,600,92,1,2892,1815,326,299,374,66,0
45047000009,3,45047000009,506,109,387,570,133,428,570,135,426,439,87,349,444,97,346,507,112,369,498,90,400,717,713,8,0,0,0,0,0,0,0,0,0,843,835,7,0,0,0,0,0,0,717,706,11,0,0,0,0,0,0,0,0,0,0,841,830,11,0,0,0,0,0,0,0,0,0,0,957,893,11,34,16,3,0,0,0,714,670,7,25,10,2,0,0,0,737,668,3,40,5,0,0,1,20,928,825,6,62,9,13,0,737,668,3,43,5,9,0
45087000008,5,45087000008,892,347,532,1085,406,672,1079,420,648,681,260,411,679,268,411,921,365,539,894,347,512,1795,1279,8,504,4,0,0,504,0,0,0,0,2252,1565,7,675,5,0,0,0,0,1893,1384,4,499,4,4,0,499,0,0,0,0,0,2478,1750,6,718,4,2,0,663,0,0,0,0,57,2301,1541,48,694,10,8,3,0,0,1742,1211,35,485,4,8,3,0,0,1702,1116,17,521,11,2,0,0,35,2166,1365,24,731,17,29,3,1702,1116,17,538,14,20,2
45059000016,3,45059000016,433,154,272,475,171,300,475,179,287,343,120,221,343,125,218,486,182,288,465,145,310,613,404,14,189,2,5,0,188,1,1,0,0,896,554,42,304,3,9,0,0,0,677,473,14,181,2,5,0,180,0,0,0,0,0,893,582,33,283,3,9,0,259,0,0,0,0,18,947,603,10,325,1,9,0,0,0,710,451,6,246,1,7,0,0,0,732,476,16,215,1,5,0,1,18,970,616,35,294,3,21,1,732,476,16,221,3,20,0
45051000169,7,45051000169,379,61,315,427,72,354,425,76,343,292,39,250,291,45,246,422,57,356,413,65,345,799,654,6,139,0,0,0,137,0,0,0,0,996,726,50,203,0,3,0,0,0,743,620,6,116,0,1,0,114,0,1,0,0,0,976,763,9,188,7,3,0,188,0,0,0,14,7,941,786,35,99,7,15,0,0,0,714,616,21,67,2,8,0,0,0,773,608,55,63,2,2,0,2,41,1028,735,104,126,8,63,1,773,608,55,76,3,43,1
45031000024,7,45031000024,917,403,500,1013,443,564,1013,454,543,723,341,374,732,355,376,1013,434,544,991,403,570,1420,646,0,772,0,0,0,770,0,0,0,0,2040,875,17,1146,0,0,0,0,0,1523,787,0,741,0,0,0,740,0,0,0,0,0,2218,1169,16,1030,0,0,0,1028,0,0,0,0,3,2108,1140,62,891,14,8,0,0,0,1617,917,33,653,10,7,0,0,0,1511,851,14,590,5,4,0,0,47,1907,1063,28,751,8,65,1,1511,851,14,596,6,46,1
45057000014,5,45057000014,1014,386,607,1100,383,702,1102,401,672,810,292,510,818,332,485,1130,447,654,1062,411,613,2127,1418,20,685,0,8,0,672,0,0,0,0,2908,1911,34,942,15,8,5,0,0,2756,1685,10,1058,0,11,0,1042,0,1,0,0,0,3551,2142,28,1364,17,10,12,1322,8,1,0,0,56,2955,1912,35,968,12,28,0,0,0,2193,1466,16,686,8,18,0,0,0,2035,1325,29,608,5,12,1,2,53,2756,1726,53,909,12,66,1,2035,1325,29,630,6,50,1
45013000182,1,45013000182,1148,412,722,1213,511,690,1220,481,737,1151,417,727,1151,472,679,1096,385,658,1077,217,852,1265,1205,4,40,10,4,0,40,0,4,0,0,1288,1226,6,38,11,7,0,0,0,1460,1385,30,25,10,10,0,25,0,10,0,0,0,1462,1387,30,24,12,9,0,24,0,9,0,0,12,1234,1098,19,112,4,5,0,0,0,1186,1084,11,84,4,4,0,0,0,1388,1337,17,18,6,0,0,3,7,1396,1344,18,23,6,2,1,1388,1337,17,23,6,2,1
45045000321,4,45045000321,1419,510,860,1641,612,975,1638,643,967,1119,389,704,1121,441,677,1511,501,882,1471,471,953,2542,1745,189,503,17,7,0,503,17,7,80,0,3491,2303,512,644,26,103,0,0,0,2410,1623,130,512,34,5,0,512,34,0,0,110,0,3126,2093,349,643,40,122,0,527,32,0,0,0,126,3388,2157,360,707,155,26,7,0,0,2511,1659,242,493,104,21,5,0,0,2750,1815,304,452,81,1,0,13,84,3525,2275,415,630,134,62,16,2750,1815,304,488,90,51,4
45045000287,3,45045000287,2450,879,1509,2811,1092,1655,2811,1109,1659,2061,762,1262,2064,853,1204,2494,805,1538,2461,658,1741,3763,2841,127,712,58,0,25,712,58,0,0,0,5271,3860,168,981,192,128,77,0,0,3418,2498,155,692,43,0,30,692,43,0,30,0,0,4766,3332,183,954,156,89,87,952,85,0,28,17,171,3675,3077,178,319,80,11,11,0,0,2425,2060,96,205,47,11,7,0,0,3462,2624,222,459,54,5,5,8,85,4822,3528,350,761,137,71,11,3462,2624,222,498,86,48,8
45045000361,4,45045000361,1807,1025,746,2173,1272,864,2177,1309,846,1436,848,560,1429,877,549,1833,968,772,1795,872,885,2739,1719,229,739,48,0,0,739,35,0,0,0,3959,2144,474,1301,81,9,0,0,0,3238,1839,143,1208,47,0,0,1208,23,0,0,0,0,4630,2482,464,1634,56,4,0,1587,22,0,0,10,71,3389,1730,483,1127,93,17,9,0,0,2351,1279,322,700,61,9,7,0,0,3193,1494,519,1014,64,8,1,5,88,4300,1937,682,1516,115,66,12,3193,1494,519,1052,80,54,10
45045000327,4,45045000327,1336,710,603,1565,850,689,1570,891,652,1061,569,476,1057,577,479,1402,716,640,1361,666,664,3360,1826,196,1308,0,30,0,1223,0,0,0,0,5007,2265,624,2088,0,30,0,0,0,3549,1856,371,1303,0,20,0,1243,0,0,0,0,0,5193,2697,632,1843,0,20,0,1650,0,0,0,0,213,4299,2215,699,1330,34,40,15,0,0,3183,1823,441,890,23,22,8,0,0,3535,1530,777,1108,11,4,0,7,98,4775,1808,1239,1653,30,164,5,3535,1530,777,1171,19,125,4
45045000363,4,45045000363,1631,572,1019,1964,763,1171,1965,757,1180,1304,456,823,1311,525,783,1622,513,999,1602,417,1146,2401,1865,129,246,150,9,0,234,150,8,0,0,3978,2975,286,430,294,16,0,0,0,2221,1722,167,149,178,9,0,130,178,7,0,0,0,3874,2870,347,266,431,8,0,202,375,7,0,0,75,2573,2104,152,205,117,3,0,0,0,1729,1443,93,129,64,3,0,0,0,2751,2046,215,225,159,3,0,3,100,3721,2704,330,330,261,73,3,2751,2046,215,247,179,53,3
45013000214,1,45013000214,1080,383,674,1135,454,671,1146,430,711,1015,359,640,1018,408,610,1091,377,646,1069,277,767,1219,1162,28,25,7,0,0,25,7,0,0,0,1541,1285,226,24,7,0,0,0,0,1228,1079,43,86,23,0,0,86,7,0,0,0,0,1582,1099,291,85,52,0,0,85,7,0,0,55,45,1314,1276,21,3,14,1,0,0,0,1173,1144,18,2,9,0,0,0,0,1346,1241,35,13,10,0,0,12,35,1474,1312,59,34,24,39,1,1346,1241,35,17,17,29,0
45013000204,1,45013000204,824,520,287,949,574,360,944,581,356,659,422,218,663,438,225,883,568,273,849,530,292,2551,1581,445,513,13,0,0,513,3,0,0,0,4711,1755,2073,998,13,0,0,0,0,2781,1579,430,730,11,30,0,730,3,0,0,0,0,4683,1702,1811,1223,21,29,0,1041,2,0,0,23,99,4080,1099,2069,878,36,21,1,0,0,2962,953,1403,579,26,15,1,0,0,2745,1034,1130,484,19,3,1,17,57,3809,1206,1757,781,32,103,11,2745,1034,1130,514,21,86,9
45041000044,7,45041000044,971,337,621,1097,405,687,1096,401,686,828,289,523,835,313,522,1003,338,634,977,283,670,1320,1013,0,288,22,0,0,288,22,0,0,0,1735,1190,48,468,33,0,0,0,0,1662,1417,0,179,58,0,0,179,58,0,0,13,0,2015,1602,0,341,75,0,0,323,58,0,0,12,17,2146,1547,49,512,33,29,1,0,0,1676,1243,32,371,18,22,0,0,0,1735,1190,42,421,22,6,0,4,50,2265,1426,69,694,24,51,2,1735,1190,42,440,23,40,2
45041000059,7,45041000059,1084,477,590,1317,613,694,1321,622,678,908,402,492,906,424,481,1028,401,605,1018,381,613,1968,1261,31,621,31,20,0,621,31,0,0,0,2654,1665,63,869,38,20,0,0,0,1879,1257,3,586,11,16,0,586,11,3,0,8,0,2514,1644,31,814,11,21,0,776,11,1,0,2,51,2932,1857,45,1003,13,14,2,0,0,2152,1411,31,692,9,12,2,0,0,2037,1241,46,700,5,8,0,1,36,2613,1552,73,949,14,40,0,2037,1241,46,716,13,33,0
45075000103,6,45075000103,575,545,27,579,541,31,581,549,30,499,470,19,498,474,24,651,623,24,648,613,28,1334,103,32,1197,0,0,0,1197,0,0,0,0,1749,100,34,1613,0,0,0,0,0,1430,135,4,1258,0,28,0,1258,0,0,0,0,0,1746,137,7,1571,0,29,0,1571,0,0,0,1,29,2102,212,41,1837,10,15,1,0,0,1553,193,26,1324,7,15,1,0,0,1458,121,23,1289,2,1,0,2,20,2075,136,40,1900,4,11,0,1458,121,23,1314,2,8,0
45013000302,1,45013000302,660,237,409,747,273,459,746,282,456,552,189,345,557,219,337,692,238,420,667,226,428,1358,1184,30,144,0,0,0,119,0,0,0,0,2009,1498,366,145,0,0,0,0,0,1354,1059,16,279,0,0,0,269,0,0,0,0,0,1790,1292,216,280,0,0,0,62,0,0,0,0,218,1739,1110,438,142,40,28,7,0,0,1173,796,275,75,24,16,2,0,0,1283,857,297,83,12,5,0,0,29,1769,1130,432,139,28,41,1,1283,857,297,91,13,28,0
45031000022,7,45031000022,420,133,278,469,137,324,469,148,306,334,99,222,339,109,230,452,144,298,443,143,284,640,439,4,186,4,0,0,183,0,0,0,0,868,520,21,320,7,0,0,0,0,593,315,4,259,4,0,0,259,0,0,0,0,0,1035,343,20,663,5,4,0,663,0,0,0,0,9,1339,877,26,423,0,13,0,0,0,1073,702,16,351,0,6,0,0,0,968,635,24,289,0,0,0,3,17,1178,755,55,351,2,21,0,968,635,24,298,0,12,0
45001000009,3,45001000009,378,70,300,422,71,344,422,77,333,313,57,255,313,61,251,402,67,324,388,78,301,837,723,25,90,0,0,0,90,0,0,0,0,1231,1060,23,148,0,0,0,0,0,920,785,35,95,0,0,0,95,0,0,0,0,0,1296,1160,36,98,0,0,0,96,0,0,0,0,2,799,701,14,71,5,8,0,0,0,598,537,8,43,5,5,0,0,0,663,582,17,47,0,0,0,1,16,851,732,28,61,2,24,1,663,582,17,50,1,10,0
45059000028,3,45059000028,473,76,388,549,90,454,551,98,446,361,51,302,362,68,293,519,68,433,507,82,400,606,571,2,13,4,15,0,13,4,0,1,0,898,850,2,27,3,16,1,0,0,721,695,1,2,4,17,0,2,4,0,0,0,0,1037,1013,1,2,5,15,0,2,5,0,0,0,15,1152,1073,32,40,0,6,0,0,0,876,826,17,26,0,6,0,0,0,850,761,18,34,0,5,0,2,30,1078,950,29,51,0,40,0,850,761,18,35,0,30,0
45075000142,2,45075000142,836,412,412,899,414,473,898,429,455,682,360,310,682,376,306,922,453,455,910,427,450,1347,747,0,531,63,7,0,530,0,3,0,0,1857,1013,11,697,126,8,0,0,0,1289,516,0,713,40,20,0,712,0,13,0,0,0,1652,592,0,905,136,19,0,882,0,11,0,0,168,2173,1247,21,882,6,27,0,0,0,1550,976,13,546,3,17,0,0,0,1461,839,34,537,1,14,0,2,34,1973,1040,64,814,8,39,0,1461,839,34,550,6,27,0
45051000102,7,45051000102,443,80,359,527,92,431,532,103,415,353,57,292,350,61,289,462,85,376,448,80,360,936,751,1,179,1,2,0,179,1,1,0,0,1203,923,1,275,1,2,0,0,0,824,730,0,85,1,1,0,85,1,0,0,0,0,949,765,0,181,1,1,0,181,1,0,0,0,2,1105,937,29,119,4,19,0,0,0,857,736,19,86,4,11,0,0,0,913,777,21,81,9,2,1,0,22,1175,961,36,142,15,22,1,913,777,21,91,11,16,1
45083000072,4,45083000072,970,318,638,1143,438,692,1155,392,757,853,243,600,866,326,540,900,315,525,905,182,712,1370,1244,32,49,11,8,0,49,9,8,23,0,1785,1594,34,93,56,60,0,0,0,1292,1158,51,43,11,8,0,43,9,8,0,18,0,1687,1487,55,81,55,53,0,55,44,9,0,0,31,1563,1477,21,54,14,6,0,0,0,1191,1131,12,40,6,4,0,0,0,1296,1206,13,32,10,1,0,0,34,1687,1566,20,57,26,16,0,1296,1206,13,45,22,12,0
45083000098,4,45083000098,1362,500,834,1690,632,1029,1693,643,1030,1047,418,611,1066,515,550,1349,447,836,1331,351,947,2612,1769,81,643,106,0,0,629,106,0,12,0,3912,2330,579,849,141,0,13,0,0,2644,1738,90,671,133,0,0,664,133,0,0,16,0,3905,2376,542,805,170,0,16,794,170,0,0,0,24,2535,1893,204,293,137,18,1,0,0,1906,1474,125,203,98,10,1,0,0,2510,1564,234,422,145,17,0,3,125,3200,1928,363,655,217,98,4,2510,1564,234,491,173,70,2
45083000070,4,45083000070,765,720,42,898,841,54,902,853,45,584,556,20,579,561,18,818,785,26,798,731,61,1918,377,51,1477,15,12,0,1459,15,0,0,0,2815,410,122,2231,28,15,0,0,0,1883,444,73,1335,19,20,0,1321,19,0,0,0,0,2890,568,249,2063,32,24,0,1996,31,0,0,0,45,2241,117,32,2081,15,13,0,0,0,1560,89,20,1444,7,11,0,0,0,1645,140,100,1340,17,2,0,3,43,2374,191,159,1996,38,38,13,1645,140,100,1382,29,29,5
45083000100,5,45083000100,973,340,612,1223,432,768,1220,442,760,765,290,463,768,312,454,957,299,619,918,272,615,2347,1318,203,670,75,77,0,670,66,0,0,0,3023,1527,423,911,89,76,0,0,0,2299,1158,126,922,47,49,0,897,41,0,0,0,0,3356,1394,236,1620,55,50,0,1574,47,0,0,0,105,2570,1781,117,586,80,16,1,0,0,1894,1374,71,387,57,10,1,0,0,2209,1477,120,432,91,3,2,6,78,2894,1880,173,644,148,43,6,2209,1477,120,464,104,31,5
45087000017,5,45087000017,407,176,226,495,212,280,498,217,271,321,144,168,322,154,168,419,181,231,404,165,233,715,425,0,287,0,15,0,270,0,1,0,0,905,485,0,420,0,21,0,0,0,771,463,0,304,0,12,0,286,0,1,0,0,0,996,572,0,425,0,17,0,373,0,1,0,0,54,1039,666,9,358,6,2,3,0,0,793,544,5,237,6,2,2,0,0,831,474,13,320,1,1,0,1,21,1056,593,17,431,5,15,1,831,474,13,331,4,12,0
45083000115,4,45083000115,1277,392,849,1427,455,946,1424,484,907,1014,306,671,1005,345,657,1408,409,924,1371,365,958,2045,1468,56,501,14,110,0,382,14,0,10,0,2839,1914,228,705,16,117,0,0,0,1829,1293,188,336,0,0,0,326,0,0,0,14,0,2629,1794,336,498,0,19,0,468,0,0,0,2,34,3058,2218,231,567,44,19,5,0,0,2252,1709,155,360,24,11,1,0,0,2549,1793,221,421,27,1,4,6,76,3386,2295,328,680,40,59,8,2549,1793,221,464,34,47,7
45083000090,4,45083000090,598,301,288,691,347,336,691,360,312,460,242,207,458,250,207,646,310,316,618,284,320,1435,865,35,471,0,31,0,415,0,13,41,0,1763,1118,35,582,0,107,0,0,0,1324,738,25,494,0,0,0,449,0,0,0,64,0,1949,1008,122,813,0,87,0,678,0,0,0,0,135,1737,915,104,699,20,18,0,0,0,1251,704,52,477,13,12,0,0,0,1358,688,101,487,1,4,2,10,65,1804,886,162,696,10,66,2,1358,688,101,516,8,48,2
45059000030,3,45059000030,701,88,602,879,85,783,879,97,757,515,59,444,517,73,442,721,98,610,693,105,577,1495,1480,0,0,0,14,0,0,0,0,0,0,1967,1930,13,0,8,16,0,0,0,1251,1213,0,13,0,17,0,13,0,0,0,0,0,1604,1553,14,14,3,20,0,13,3,0,0,0,21,1803,1708,9,66,9,12,3,0,0,1460,1390,5,46,6,11,1,0,0,1487,1385,13,30,0,9,1,0,49,1830,1684,21,65,2,50,1,1487,1385,13,40,0,43,1
45041000027,7,45041000027,565,248,306,628,289,323,631,302,319,473,209,256,478,220,257,587,247,316,592,224,355,829,720,0,113,0,0,0,113,0,0,0,0,984,755,0,195,0,0,0,0,0,689,591,0,89,15,0,0,89,15,0,0,0,0,806,551,0,129,15,0,0,129,15,0,0,112,0,1492,906,37,541,3,6,6,0,0,1160,737,19,395,2,6,4,0,0,1107,662,25,362,8,0,0,0,50,1428,784,45,566,12,26,4,1107,662,25,394,10,19,3
