GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
0900909-059,5,0900909-059,1461,835,585,1805,1065,711,1281,641,582,1251,758,480,1240,654,571,1573,1037,489,1631,862,692,3333,2065,795,406,58,4,0,394,58,0,0,0,4229,2485,1188,592,59,14,0,0,0,3276,1916,1028,283,46,2,0,268,46,0,0,0,0,4321,2361,1594,390,48,4,0,304,48,0,0,0,17,4240,2387,1296,576,90,55,8,0,0,3311,2081,849,367,60,40,6,0,0,3464,1846,981,429,95,3,0,13,97,4347,2067,1424,759,156,93,3,3464,1846,981,523,119,81,3,4358,2070,1428,760,156,93,3
0900909-041,3,0900909-041,2037,1790,220,2477,2138,315,1823,1574,221,1783,1612,162,1765,1540,219,2142,1958,154,2220,1931,228,4557,1265,634,2576,37,55,0,2511,37,30,10,0,6492,1397,1102,4152,78,108,20,0,0,4801,1085,726,2811,24,20,0,2776,24,0,0,145,0,6532,1291,1141,4252,40,44,305,3592,40,0,0,8,465,6684,1725,946,3934,212,89,15,0,0,5027,1517,617,2796,154,65,10,0,0,5222,1112,800,2968,123,11,12,46,150,6710,1234,1184,4205,239,115,19,5222,1112,800,3196,157,81,17,6758,1236,1190,4239,239,115,19
0900909-199,3,0900909-199,2061,1051,976,2466,1255,1187,1910,816,1035,1874,1005,846,1864,866,977,2109,1373,703,2180,992,1118,3802,2688,508,446,151,8,0,352,151,0,0,0,5287,3348,980,642,370,7,0,0,0,4333,3502,361,394,61,20,0,296,61,0,0,0,0,5360,3975,768,461,137,20,0,321,137,0,0,0,159,4524,3495,351,549,160,32,1,0,0,3529,2859,225,351,109,20,1,0,0,3608,2492,456,383,144,3,0,12,118,4495,2881,665,681,255,82,5,3608,2492,456,460,168,58,4,4504,2888,666,682,255,82,5
0900909-154,3,0900909-154,3368,1760,1523,4108,2217,1840,3085,1365,1599,2840,1505,1301,2909,1406,1462,3606,2250,1253,3669,1806,1696,6636,5731,304,136,397,24,29,136,367,0,0,0,7646,6419,551,164,466,25,32,0,0,6134,5197,401,119,382,21,15,119,378,0,15,0,0,7678,6089,739,309,561,19,13,136,556,0,13,0,147,7769,6303,934,187,316,40,3,0,0,6243,5266,602,124,224,31,2,0,0,6296,4886,812,147,239,1,4,21,186,7633,5657,1183,274,394,115,17,6296,4886,812,206,278,92,14,7642,5664,1185,274,394,115,17
0900909-109,3,0900909-109,627,538,81,699,536,161,471,404,63,455,399,50,445,390,50,812,721,75,880,765,88,1964,288,1292,372,5,8,0,361,5,0,0,0,3669,428,2602,786,80,8,0,0,0,1727,274,962,481,5,9,0,472,5,0,0,0,0,3642,389,2253,972,189,10,0,799,180,0,0,14,10,4029,618,2433,1075,41,45,7,0,0,2862,544,1637,730,32,34,5,0,0,3036,248,2090,594,41,7,0,7,49,4300,310,3002,1116,80,200,6,3036,248,2090,757,48,139,6,4329,311,3021,1123,80,200,6
0900909-119,3,0900909-119,669,625,35,530,489,38,705,652,46,696,659,34,641,600,38,696,653,28,736,691,19,2951,1356,373,717,467,19,8,669,438,3,3,0,3622,1532,488,930,682,20,13,0,0,2780,1380,277,688,417,9,0,641,397,3,0,7,0,3360,1519,322,918,596,20,3,814,564,1,0,33,105,4216,1669,486,1480,649,63,10,0,0,3851,1649,407,1209,626,60,10,0,0,3858,1503,502,800,882,24,2,28,117,4088,1536,583,1020,991,77,7,3858,1503,502,900,965,63,5,4102,1539,585,1027,991,77,7
0900909-067,5,0900909-067,2691,1103,1539,3287,1493,1745,2475,822,1563,2424,1047,1354,2407,856,1527,2766,1337,1386,2867,1097,1643,4207,3934,129,33,112,3,0,8,112,0,0,0,5489,4939,229,52,266,15,0,0,0,4173,3772,138,22,217,10,0,7,213,0,0,0,0,5429,4653,307,51,408,37,0,18,396,0,0,0,55,5040,4609,136,60,215,13,2,0,0,3801,3534,83,38,137,10,2,0,0,3970,3492,130,34,222,0,3,15,74,5075,4365,200,86,341,51,10,3970,3492,130,57,236,40,8,5079,4369,200,86,341,51,10
0900909-042,3,0900909-042,3167,2330,778,3642,2808,789,3007,2026,878,2983,2282,672,2935,2069,829,3233,2494,676,3264,2322,806,4457,3351,504,529,75,0,0,513,36,0,0,0,5781,4169,667,760,233,0,0,0,0,3975,3013,329,571,60,0,0,571,26,0,0,0,0,5333,3894,424,841,204,0,0,810,60,0,0,0,145,5767,4805,244,326,406,17,2,0,0,4679,4011,172,239,273,12,2,0,0,4419,3505,277,288,208,4,1,12,124,5413,4126,389,485,359,61,7,4419,3505,277,350,246,47,5,5417,4130,389,485,359,61,7
0900909-166,5,0900909-166,1156,827,308,1433,1015,404,1009,690,299,986,727,246,970,680,284,1224,926,265,1319,923,363,2856,774,1192,736,122,18,0,723,44,7,18,0,4480,922,1934,1302,404,82,16,0,0,2769,658,1380,635,59,18,0,625,10,2,0,16,0,4205,771,2320,1102,146,100,19,881,12,4,0,15,198,4557,1594,1648,1356,100,73,13,0,0,3282,1392,974,890,67,50,8,0,0,3591,1019,1385,968,53,8,0,37,121,4751,1158,2061,1601,82,85,9,3591,1019,1385,1186,74,66,8,4811,1169,2089,1618,82,85,9
0900909-026,3,0900909-026,2788,1279,1462,3365,1599,1728,2548,923,1522,2473,1193,1257,2452,965,1469,2906,1758,1106,3005,1236,1674,4747,4029,517,141,60,0,0,141,60,0,0,0,6007,4658,851,441,79,0,0,0,0,5372,4643,572,82,80,0,0,82,80,0,0,0,0,6385,5037,1014,341,106,0,0,93,106,0,0,135,0,6450,5371,548,324,195,30,7,0,0,5194,4475,368,207,128,18,5,0,0,5037,3730,617,361,180,6,1,16,126,6084,4229,873,682,255,83,6,5037,3730,617,446,189,59,5,6093,4236,873,682,255,83,6
0900909-076,3,0900909-076,1858,951,876,2234,1198,1010,1724,740,945,1703,922,774,1678,799,871,1885,1143,710,1930,897,956,3219,2722,232,16,245,0,0,16,233,0,0,0,4121,3325,303,50,444,0,0,0,0,3415,2772,272,16,357,0,0,16,345,0,0,0,0,4273,3321,323,46,580,0,0,16,538,0,0,0,74,3608,2994,167,135,301,17,3,0,0,2787,2396,105,84,192,11,2,0,0,2942,2253,177,100,318,2,0,19,73,3665,2733,250,181,460,25,0,2942,2253,177,129,336,19,0,3667,2735,250,181,460,25,0
0900909-033,3,0900909-033,2278,1066,1169,2876,1314,1524,2037,788,1180,1965,994,950,1947,822,1103,2390,1475,857,2516,1025,1406,4359,3493,441,142,279,0,0,132,272,0,0,0,5503,4154,858,226,316,20,0,0,0,4567,3660,417,370,125,20,0,305,105,0,0,0,0,5781,4303,858,513,150,24,0,314,131,0,0,0,175,5741,4694,529,246,266,20,2,0,0,4586,3861,355,167,194,17,2,0,0,4548,3428,625,208,177,2,1,19,88,5462,3916,896,369,248,69,4,4548,3428,625,255,189,50,3,5477,3925,897,369,248,69,4
0900909-063,5,0900909-063,1785,948,791,2125,1191,897,1666,728,835,1624,918,689,1604,726,854,1824,1170,626,1883,955,834,3034,2593,240,95,100,10,0,95,80,0,0,0,3691,2919,291,178,233,155,0,0,0,3448,2987,266,90,90,10,0,70,75,0,0,0,0,4095,3302,332,167,238,132,0,71,157,122,0,0,111,3908,3205,353,216,135,27,4,0,0,3165,2709,221,147,84,16,2,0,0,3147,2397,415,151,95,4,0,13,72,3737,2705,577,320,122,48,7,3147,2397,415,207,102,35,5,3739,2707,577,320,122,48,7
0900909-039,3,0900909-039,1664,1090,536,748,534,203,1903,1158,684,1875,1321,528,1857,1196,630,1767,1226,505,1851,1093,687,5865,4688,490,317,350,4,0,282,340,4,20,0,6711,5009,547,660,505,16,11,0,0,5824,4662,454,333,320,4,0,293,310,4,0,40,0,6594,5026,488,618,494,19,28,514,425,7,0,10,126,6401,5302,314,457,343,24,7,0,0,5737,4865,260,355,255,19,5,0,0,5191,4114,363,394,195,56,0,9,60,5515,4248,415,540,272,84,2,5191,4114,363,442,221,81,0,5518,4251,415,540,272,84,2
0900909-115,3,0900909-115,646,571,60,634,571,56,620,525,81,615,570,42,600,527,63,691,602,67,698,615,39,1130,805,60,155,110,0,0,120,75,0,0,0,2155,1343,107,236,481,0,0,0,0,1183,723,165,199,101,0,0,142,89,0,0,0,0,2152,1158,218,266,525,0,0,186,514,0,0,10,67,1715,1157,93,104,365,16,2,0,0,1367,958,66,69,270,12,2,0,0,1571,901,116,139,356,4,1,13,41,1877,1041,142,181,508,18,2,1571,901,116,161,381,15,2,1878,1042,142,181,508,18,2
0900909-010,3,0900909-010,2895,1592,1245,3459,1936,1462,2675,1253,1345,2626,1557,1045,2590,1317,1259,2969,1907,1008,3060,1588,1352,4256,3995,71,34,153,0,0,32,138,0,0,0,5190,4659,80,52,405,0,0,0,0,4557,4245,70,95,140,5,0,95,120,0,0,0,0,5659,4997,86,200,354,5,0,189,310,0,0,0,75,5516,4872,247,145,229,37,3,0,0,4513,4064,165,99,165,30,2,0,0,4860,4161,299,118,151,7,0,16,108,5678,4732,428,226,218,64,2,4860,4161,299,154,174,44,2,5686,4740,428,226,218,64,2
0900909-134,3,0900909-134,1394,878,490,1584,1034,525,1330,728,560,1324,875,438,1305,763,527,1415,1013,379,1421,863,490,1795,1560,87,116,38,0,0,82,32,0,0,0,2417,2008,203,137,73,0,0,0,0,2048,1850,94,59,51,0,0,59,46,0,0,0,0,2876,2395,236,146,96,0,0,66,83,0,0,0,94,2320,1983,95,89,146,7,3,0,0,1811,1575,64,67,101,6,2,0,0,1889,1559,91,74,104,1,0,12,48,2410,1929,149,138,180,29,1,1889,1559,91,108,117,22,1,2412,1931,149,138,180,29,1
0900909-125,3,0900909-125,1165,1023,125,1453,1286,156,1064,919,130,1027,927,89,996,861,128,1197,1056,111,1259,1090,129,2567,1212,317,858,111,65,0,851,111,63,2,0,3386,1410,486,1261,204,71,8,0,0,2868,1163,595,931,101,73,0,926,101,73,0,4,0,3719,1344,897,1270,137,77,8,1214,133,73,0,18,38,3788,1309,523,1871,146,52,2,0,0,2986,1209,360,1318,122,37,1,0,0,3024,997,404,1356,145,4,2,11,105,3744,1086,569,1987,183,90,6,3024,997,404,1506,153,67,4,3761,1087,569,2000,183,90,6
0900909-057,5,0900909-057,762,583,160,1017,704,293,635,454,157,624,505,113,601,454,138,806,660,121,907,719,157,2277,727,1299,200,34,13,4,192,34,0,0,0,3317,860,2103,436,49,15,8,0,0,2164,705,1100,282,70,5,2,257,38,0,2,0,0,3274,828,1952,577,89,7,5,348,57,0,0,7,81,4506,1276,2503,846,63,78,13,0,0,3081,1089,1502,525,47,46,9,0,0,2947,691,1681,423,52,1,4,8,87,4188,829,2535,846,120,186,25,2947,691,1681,570,63,119,21,4210,832,2549,849,120,186,25
0900101-004,5,0900101-004,2376,1302,1023,2852,1673,1133,2187,1110,1019,2174,1291,862,2141,1127,990,2455,1312,1087,2514,1304,1082,3800,3230,239,220,105,65,0,125,105,0,0,0,5412,4148,519,572,277,30,0,0,0,3824,3142,216,346,115,58,0,248,115,0,0,0,0,5626,3886,701,870,222,26,0,732,204,0,0,31,74,5144,4035,583,164,303,21,2,0,0,3985,3230,377,100,220,13,2,0,0,4539,3144,568,121,271,5,0,121,309,5767,3796,836,311,431,69,3,4539,3144,568,197,312,60,1,5775,3802,836,311,431,69,3
0900909-177,5,0900909-177,864,679,172,1071,753,313,711,549,152,690,566,115,682,526,146,979,814,133,1075,872,180,3241,876,1381,898,27,26,0,847,6,3,60,0,5038,1301,2416,1276,95,29,47,0,0,3108,893,1096,1049,45,38,0,1003,32,10,0,16,0,4834,1410,1863,1587,92,39,0,1382,63,8,0,0,104,6071,1346,2970,1922,101,98,16,0,0,4230,1151,1868,1269,74,68,12,0,0,4338,770,2335,1038,51,10,0,27,107,5857,1001,3225,1855,94,119,17,4338,770,2335,1359,68,93,11,5971,1019,3287,1892,95,120,17
0900909-101,3,0900909-101,173,158,13,194,180,13,171,155,14,172,161,11,169,154,13,165,150,11,167,150,13,194,36,88,71,0,5,0,66,0,0,0,0,355,59,217,100,0,5,0,0,0,163,38,43,83,0,6,0,76,0,0,0,0,0,226,67,74,83,0,6,0,77,0,0,0,0,6,413,74,232,118,2,2,1,0,0,283,64,152,72,2,1,0,0,0,301,43,170,69,9,2,0,2,6,436,49,262,135,14,22,2,301,43,170,91,13,17,0,442,49,266,137,14,22,2
0900909-122,3,0900909-122,1212,1122,76,1434,1316,101,1049,966,77,1028,965,52,994,906,72,1378,1282,65,1428,1299,90,3095,928,289,1792,83,38,0,1747,69,0,0,0,4512,1233,843,2274,186,64,0,0,0,3051,947,312,1688,88,38,0,1613,64,0,0,0,0,4568,982,1034,2269,433,40,0,1969,412,0,0,0,172,4205,1021,653,2529,104,93,4,0,0,3175,909,447,1783,78,66,4,0,0,3191,778,608,1593,85,10,2,27,88,4221,874,861,2407,165,90,16,3191,778,608,1746,102,53,9,4278,880,871,2443,165,90,16
0901515-001,2,0901515-001,2207,1144,988,2544,1330,1160,2055,962,965,2037,1105,900,2026,978,1021,2287,1360,843,2332,1112,1042,3270,3135,124,4,10,20,0,4,0,0,0,0,4236,3895,216,1,105,19,0,0,0,3330,3165,134,4,10,25,0,4,0,0,0,0,0,4233,3899,230,1,69,23,0,1,16,0,0,0,87,4317,3977,152,73,79,48,2,0,0,3362,3150,79,41,62,37,2,0,0,3426,3087,113,42,50,4,1,16,113,4191,3702,186,105,83,77,2,3426,3087,113,68,69,53,2,4198,3709,186,105,83,77,2
0901515-009,2,0901515-009,751,331,393,993,389,581,683,249,392,671,358,308,674,270,393,729,432,277,771,289,422,1567,1416,6,28,107,12,0,26,93,3,0,0,2113,1865,75,28,122,16,5,0,0,1484,1337,23,23,88,12,0,23,78,3,0,0,0,2142,1798,158,29,122,18,7,29,77,3,0,10,68,1989,1796,71,50,43,37,0,0,0,1479,1375,33,25,27,20,0,0,0,1617,1464,40,24,24,7,0,6,52,2077,1824,85,73,47,35,1,1617,1464,40,35,28,31,0,2086,1832,85,73,47,35,1
0900101-084,4,0900101-084,3401,1810,1516,4138,2380,1564,3113,1435,1638,3108,1719,1357,3035,1479,1529,3498,1927,1516,3538,1915,1478,4307,3755,210,30,302,10,0,30,302,10,0,0,6556,5166,459,31,905,12,9,0,0,4340,3803,260,22,249,10,0,20,249,10,0,0,0,6543,4970,479,26,702,9,0,19,555,9,0,21,491,6780,5483,512,93,650,23,3,0,0,4857,4030,347,55,400,15,3,0,0,5050,3904,465,47,423,4,0,38,169,6837,5080,724,167,723,47,0,5050,3904,465,92,487,29,0,6838,5081,724,167,723,47,0
0900101-106,4,0900101-106,2073,1569,466,2691,2046,611,1836,1344,456,1823,1441,364,1806,1370,424,2083,1592,431,2212,1615,516,3978,1927,833,769,421,31,0,760,406,24,4,0,5654,2248,1655,1155,677,41,0,0,0,4139,2054,851,742,463,29,0,709,451,22,0,4,0,6228,2412,1734,1256,837,44,0,1130,818,36,0,1,99,5869,2370,1787,1241,537,92,17,0,0,4710,2089,1319,918,416,67,11,0,0,6278,2418,2017,1011,574,9,2,50,197,7692,2608,2773,1554,791,160,13,6278,2418,2017,1208,637,107,12,7711,2610,2780,1554,791,160,13
0900101-114,4,0900101-114,3180,1956,1167,4008,2594,1374,2827,1614,1170,2793,1783,971,2737,1616,1098,3283,2135,1067,3422,1980,1315,5374,4002,669,484,184,45,0,415,159,0,0,0,7337,4799,1091,881,588,119,53,0,0,4928,3675,624,386,199,45,0,320,178,0,0,0,0,6982,4431,1279,702,621,89,33,539,543,0,0,4,184,6588,5027,712,434,414,28,10,0,0,5334,4179,525,315,311,23,7,0,0,6303,3982,1123,479,542,7,0,39,131,7598,4508,1564,800,717,111,7,6303,3982,1123,595,574,78,5,7609,4514,1569,802,717,111,7
0900909-179,5,0900909-179,1127,931,181,1389,1022,360,916,751,150,888,779,100,857,719,130,1303,1135,140,1432,1198,213,4309,1192,1918,1148,22,15,0,1067,22,0,15,0,6258,1302,3270,1747,64,60,24,0,0,4389,1442,1821,1072,21,21,0,990,21,0,0,22,0,6483,1647,2981,1888,50,77,26,1498,46,0,0,119,190,6503,1338,3458,1744,156,114,33,0,0,4657,1152,2303,1181,125,80,23,0,0,5564,1035,3021,1047,128,33,3,101,196,7427,1112,4290,2026,228,261,39,5564,1035,3021,1426,163,189,31,7567,1127,4370,2061,230,262,39
0901515-029,2,0901515-029,1920,1441,424,2050,1456,563,1734,1235,423,1720,1362,325,1664,1216,416,2076,1703,307,2312,1657,537,7574,4301,2300,836,107,14,0,709,81,10,29,0,9433,4646,3485,1383,297,435,29,0,0,7674,4140,2616,766,112,19,0,665,85,15,0,30,0,9637,4439,3958,1245,439,300,33,793,214,13,0,10,213,9032,5081,3113,871,163,117,31,0,0,7439,4689,2063,662,144,90,22,0,0,7092,3521,2335,424,585,21,1,16,189,8519,3777,3350,745,733,241,22,7092,3521,2335,584,680,181,18,8567,3791,3374,745,733,241,22
0900909-025,3,0900909-025,598,299,290,702,358,339,565,224,322,557,293,257,549,242,302,604,395,202,621,287,311,1325,796,205,317,1,4,0,315,1,0,0,0,1472,879,267,230,4,6,0,0,0,1627,857,363,404,0,4,0,403,0,0,0,0,0,1775,909,457,298,0,5,0,297,0,0,0,107,7,1452,950,290,190,40,12,3,0,0,1125,803,192,108,26,9,2,0,0,1158,881,149,71,13,1,0,16,27,1385,985,235,134,20,24,3,1158,881,149,93,19,20,2,1387,986,235,134,20,24,3
0900101-118,4,0900101-118,1767,995,736,2048,1275,735,1646,846,778,1634,973,642,1616,888,717,1842,979,825,1844,1010,732,2408,2304,76,1,24,1,0,0,24,0,0,0,3580,3320,188,1,59,4,0,0,0,2098,1983,68,0,46,0,0,0,46,0,0,0,0,3183,2874,169,0,129,3,0,0,67,0,0,10,63,3130,2897,83,38,106,6,2,0,0,2248,2104,55,22,61,3,1,0,0,2331,2098,89,15,78,1,1,3,46,3000,2601,159,58,139,31,1,2331,2098,89,32,88,16,1,3001,2602,159,58,139,31,1
0900101-166,3,0900101-166,2744,1440,1195,3277,1865,1380,2527,1150,1326,2506,1370,1115,2370,1184,1175,2876,1720,722,2935,1372,1444,4420,3554,464,212,179,0,0,109,179,0,0,0,5237,4008,614,292,326,0,0,0,0,4020,3416,260,163,163,10,0,104,163,0,0,0,0,4859,3871,436,232,315,10,0,162,278,0,0,0,114,4910,4296,246,254,112,10,9,0,0,4132,3706,177,165,74,8,6,0,0,4464,3416,433,360,94,1,2,35,123,5170,3800,576,596,158,36,9,4464,3416,433,448,120,27,9,5172,3802,576,596,158,36,9
0900101-059,4,0900101-059,1870,992,837,2336,1425,870,1640,699,917,1622,899,709,1569,757,800,2004,1016,943,2078,1159,798,2552,2172,42,60,247,73,0,14,239,0,3,0,4131,3332,115,115,545,90,0,0,0,2413,2098,47,59,179,71,0,14,179,0,0,4,0,3813,3087,129,136,449,86,1,88,325,0,0,0,185,3984,3561,165,40,206,8,4,0,0,2568,2313,99,25,119,6,2,0,0,2761,2239,170,55,205,2,0,13,77,4080,3199,266,114,430,29,13,2761,2239,170,74,229,17,10,4080,3199,266,114,430,29,13
0901515-028,2,0901515-028,1127,700,385,1028,635,361,1072,572,414,1043,697,328,1031,580,434,1272,932,306,1339,791,464,2341,1587,694,42,11,2,0,40,8,1,2,0,3538,1827,1623,501,30,326,2,0,0,2351,1557,749,36,9,2,0,34,6,1,0,0,0,3586,1968,1556,456,9,181,0,41,6,1,0,0,6,3695,2534,1004,165,38,73,11,0,0,2860,2182,573,95,29,47,9,0,0,2686,1589,892,44,30,10,1,18,102,3509,1772,1450,205,65,108,7,2686,1589,892,126,41,76,6,3519,1776,1454,205,65,108,7
0900101-041,5,0900101-041,1348,664,660,1607,823,766,1226,557,639,1214,639,562,1177,553,613,1424,779,621,1460,654,752,2260,1911,264,18,47,5,0,18,47,0,20,0,3180,2191,530,218,93,9,18,0,0,2224,1711,293,130,78,2,0,67,78,2,0,15,0,2983,2104,473,208,134,2,14,78,134,2,0,90,103,3004,2086,361,237,313,17,6,0,0,2358,1713,238,158,233,15,4,0,0,2378,1671,362,116,95,1,2,26,105,2982,1935,562,231,157,40,5,2378,1671,362,145,107,25,3,2985,1938,562,231,157,40,5
0900101-048,5,0900101-048,1456,999,421,1809,1141,651,1329,848,444,1312,922,365,1268,816,437,1282,1117,115,1745,1158,515,3910,2385,905,261,285,74,8,242,282,55,0,0,6719,2777,2779,738,278,88,8,0,0,4814,3254,914,287,304,39,0,283,251,20,0,0,0,7839,3671,2645,1074,530,44,0,522,431,22,0,55,493,7171,3097,2756,663,367,63,6,0,0,5766,2710,2026,485,294,45,6,0,0,5752,1856,2447,346,267,5,1,274,556,7278,2113,3299,756,384,195,8,5752,1856,2447,575,295,129,8,7298,2117,3307,756,384,195,8
0900101-058,4,0900101-058,1742,868,846,2070,1285,747,1607,599,986,1592,808,772,1560,678,879,1834,848,964,1834,1000,731,2427,2193,82,32,122,0,0,32,122,0,0,0,3729,3317,131,48,253,0,0,0,0,2498,2206,72,32,181,0,0,32,181,0,0,0,0,3855,3400,130,34,268,2,0,31,204,0,0,10,79,3333,3054,109,16,149,5,0,0,0,2110,1933,62,10,101,4,0,0,0,2284,1942,106,6,151,6,0,9,64,3451,2910,168,38,262,24,3,2284,1942,106,28,163,16,3,3451,2910,168,38,262,24,3
0901515-016,2,0901515-016,745,299,420,945,372,550,658,212,397,649,294,340,637,205,424,796,457,316,811,264,484,1447,1366,40,33,0,12,0,33,0,5,0,0,1909,1776,80,49,0,34,0,0,0,1576,1482,47,30,1,18,0,30,1,3,0,0,0,2017,1803,107,42,41,56,0,27,38,6,0,0,35,1896,1769,63,29,11,23,0,0,0,1487,1405,36,16,11,16,0,0,0,1487,1319,66,15,12,7,0,13,55,1880,1599,96,60,37,54,2,1487,1319,66,22,20,34,1,1886,1605,96,60,37,54,2
0900707-021,1,0900707-021,2823,1792,944,3472,2331,1094,2541,1425,960,2507,1667,807,2466,1450,985,2943,2028,826,3013,1854,981,5682,4368,491,603,214,0,0,583,214,0,7,0,7355,4834,682,1153,777,43,7,0,0,5477,3936,399,734,401,4,0,709,401,0,0,5,0,7131,4376,564,1166,1087,51,5,1030,1064,0,0,0,98,7236,5346,443,834,652,59,13,0,0,5787,4444,283,588,475,39,7,0,0,6303,4060,623,848,471,11,1,32,257,7292,4474,799,1339,648,151,16,6303,4060,623,1042,526,113,14,7303,4481,799,1341,648,151,16
0901111-037,2,0901111-037,1496,790,662,1778,980,769,1386,626,670,1375,782,566,1358,629,712,1550,1011,498,1590,750,747,2413,2138,77,75,120,4,0,72,115,1,0,0,2909,2474,91,205,141,80,0,0,0,2560,2040,203,85,207,13,0,76,200,1,0,17,0,3113,2361,257,245,267,122,2,110,251,1,2,0,131,3361,2880,168,175,113,59,3,0,0,2680,2390,95,92,77,35,2,0,0,2767,2241,197,97,83,18,0,9,122,3386,2589,319,284,143,113,8,2767,2241,197,163,96,85,2,3396,2598,319,284,143,113,8
0901515-021,2,0901515-021,1133,470,630,1411,590,795,1046,362,617,1032,465,550,1022,349,659,1149,626,485,1196,433,692,2123,2021,34,7,26,24,0,7,23,0,4,0,2414,2293,43,15,34,32,0,0,0,1961,1816,36,37,43,25,0,37,43,0,0,4,0,2397,2023,52,251,44,35,0,40,34,0,0,0,243,2285,2182,19,36,23,31,0,0,0,1868,1795,13,23,16,24,0,0,0,2018,1812,49,29,21,1,0,15,91,2411,2119,73,77,40,80,3,2018,1812,49,50,31,47,3,2411,2119,73,77,40,80,3
0900909-050,3,0900909-050,2007,1370,598,2402,1714,669,1821,1124,642,1801,1299,483,1787,1162,602,2098,1536,511,2134,1380,669,4164,3243,175,590,154,0,0,356,134,0,0,0,5096,3649,174,746,570,0,0,0,0,4345,2954,152,771,471,0,0,511,339,0,0,0,0,5665,3608,150,1000,929,0,0,714,796,0,0,0,395,5643,4305,351,511,510,26,4,0,0,4862,3868,255,384,367,19,2,0,0,4866,3175,463,649,385,9,2,28,155,5761,3550,617,991,592,62,8,4866,3175,463,776,432,52,4,5763,3551,617,991,592,62,8
0900707-006,3,0900707-006,237,112,120,279,126,147,226,96,119,221,111,106,219,91,125,242,140,99,247,108,125,353,353,0,0,0,0,0,0,0,0,0,0,436,429,0,5,0,0,0,0,0,305,305,0,0,0,0,0,0,0,0,0,0,0,374,374,0,0,0,0,0,0,0,0,0,0,0,411,385,9,2,13,2,0,0,0,294,280,5,0,6,0,0,0,0,303,260,19,4,11,0,0,4,5,388,329,26,10,14,2,0,303,260,19,4,11,2,0,388,329,26,10,14,2,0
0900707-005,3,0900707-005,2670,1264,1332,3055,1577,1413,2539,971,1427,2499,1235,1233,2483,1059,1394,2729,1512,1155,2743,1253,1328,3726,3555,35,4,110,25,0,4,110,0,0,0,4796,4579,63,18,112,24,0,0,0,3947,3619,34,4,95,105,0,4,95,0,0,85,0,4888,4450,78,86,97,261,0,2,97,0,0,0,261,4695,4453,101,26,80,31,1,0,0,3506,3358,57,19,52,20,1,0,0,3674,3341,107,29,70,6,0,16,105,4592,4097,166,69,117,64,14,3674,3341,107,45,84,52,10,4594,4099,166,69,117,64,14
