,AL,AZ,AR,CO,CT,FL,GA,IL,IN,IA,KS,LA,MD,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,PA,SC,TN,TX,UT,VA,WA,WI
2864,6,4,4,3,0,14,8,6,7,2,3,5,2,7,5,3,6,2,2,3,1,5,8,11,5,10,4,7,21,3,4,3,5
2865,6,4,4,3,0,14,8,6,7,2,3,5,2,7,5,3,6,2,2,3,1,5,8,11,5,10,4,7,21,3,4,3,5
2866,6,4,4,3,0,14,8,6,7,2,3,5,2,7,5,3,6,2,2,3,1,5,8,10,5,10,5,7,21,3,4,3,5
2867,6,4,4,3,0,14,8,6,7,2,3,5,1,7,4,3,6,2,2,3,1,5,8,10,5,10,5,7,21,3,4,3,5
2868,6,4,4,3,0,14,8,6,7,2,3,5,2,7,4,3,6,2,2,3,1,4,8,10,5,10,5,8,21,3,4,3,5
2869,7,4,4,3,0,14,9,6,6,2,3,5,2,7,4,3,6,2,1,3,1,4,9,10,5,10,4,7,21,3,4,3,5
2870,7,4,4,3,0,14,9,6,6,2,3,5,2,7,4,3,6,2,2,2,1,4,9,9,5,10,4,7,21,3,4,3,5
2871,7,4,4,3,0,14,9,6,6,2,3,5,2,7,4,3,6,2,2,2,1,4,9,9,5,10,4,7,21,3,4,3,5
2872,6,4,4,3,0,14,9,6,6,2,3,5,2,7,4,4,6,2,2,2,1,5,9,10,5,10,4,7,21,3,5,3,5
2873,6,4,4,3,0,14,9,6,6,2,3,5,2,7,4,4,6,2,2,2,1,5,9,9,5,10,5,7,21,3,5,3,5
2874,6,4,4,3,0,14,8,6,6,3,3,5,2,7,4,4,6,2,1,1,1,6,9,9,5,10,5,7,21,3,5,3,5
2875,6,4,4,3,0,14,9,6,7,3,3,5,2,7,4,4,6,2,1,1,1,6,9,9,5,10,5,7,21,3,5,3,5
2876,6,4,4,3,0,14,9,6,7,3,3,5,2,7,4,4,6,2,2,1,1,6,9,10,5,10,5,7,21,3,5,3,5
2877,6,4,4,3,0,14,9,6,7,2,3,5,2,7,4,4,6,2,1,1,1,6,9,10,5,10,5,7,21,3,5,3,5
2878,6,4,4,3,0,14,9,6,7,3,3,5,2,7,4,4,7,2,1,1,1,6,9,10,5,10,5,7,21,3,5,3,5
2879,6,4,4,3,0,14,9,6,7,3,3,5,1,7,4,4,7,2,1,1,1,6,9,10,5,10,5,7,21,3,4,3,5
2880,6,4,4,3,0,14,9,6,7,3,3,5,1,7,4,4,6,2,1,1,1,6,9,10,5,10,5,7,21,3,4,3,5
2881,6,4,4,3,0,14,9,6,7,4,3,5,2,7,4,3,6,2,1,1,1,6,9,10,5,10,5,7,21,3,4,3,5
2882,6,4,4,2,0,14,9,6,7,3,3,5,2,7,4,3,6,2,1,1,1,6,9,10,5,10,5,7,21,3,4,3,5
2883,7,4,4,2,0,14,9,6,7,2,3,5,2,7,4,3,6,2,1,1,1,6,9,10,5,10,5,7,21,3,3,3,4
2884,7,4,4,3,0,14,8,6,7,3,3,5,2,7,4,3,6,2,1,1,1,6,9,10,5,10,5,7,21,3,3,3,4
2885,7,4,4,4,0,14,8,5,7,2,3,5,2,7,4,3,6,2,1,1,1,6,8,10,5,10,5,7,21,3,3,3,4
2886,7,4,4,3,0,14,9,5,8,2,3,5,2,7,4,3,6,2,1,1,1,6,8,10,5,10,5,7,21,3,3,3,4
2887,6,4,4,3,0,14,8,5,8,3,3,5,2,7,4,4,6,2,1,1,1,6,8,10,5,10,5,7,21,3,3,3,4
2888,6,4,4,3,0,14,8,5,8,3,2,5,2,7,4,4,6,2,1,1,1,6,8,10,5,10,5,7,21,3,3,3,5
2889,6,4,4,3,0,14,8,5,8,2,3,5,2,7,4,4,6,2,2,2,1,6,8,9,5,10,5,7,21,3,3,3,5
2890,6,4,4,3,0,14,9,5,7,2,3,5,2,7,4,4,6,2,2,2,1,6,8,9,5,10,5,7,22,3,4,3,5
2891,6,4,4,3,0,14,9,6,7,2,3,5,2,7,4,3,7,2,2,2,1,6,8,9,5,10,5,7,22,3,4,3,5
2892,6,4,4,3,0,14,9,6,7,2,3,5,2,7,4,3,7,2,2,2,1,6,9,9,5,9,5,7,22,3,4,3,6
2893,6,4,4,4,0,14,9,6,7,2,3,5,2,7,4,3,7,2,1,2,1,6,9,9,5,9,5,7,22,3,4,3,6
2894,6,4,4,4,0,15,9,6,7,2,3,5,2,7,4,3,7,2,1,2,1,6,9,9,5,8,5,7,22,3,4,3,5
2895,7,4,4,4,0,15,9,6,7,2,3,5,2,7,4,3,7,2,1,2,1,6,9,9,5,8,5,7,22,4,4,3,5
2896,7,4,4,4,0,15,9,6,7,2,3,5,2,7,4,4,7,2,1,2,1,6,9,9,5,8,5,7,22,4,4,3,5
2897,7,4,4,4,0,15,9,6,7,2,3,5,2,7,4,4,7,2,1,2,1,5,9,9,5,8,5,7,22,3,4,3,5
2898,7,4,4,4,0,15,9,6,7,2,3,5,2,7,4,3,6,2,1,2,1,5,9,9,5,8,5,7,22,3,4,3,5
2899,7,4,4,4,0,15,9,6,7,2,3,5,2,7,4,3,6,2,2,2,1,5,9,9,5,8,5,7,22,3,4,3,4
2900,7,4,4,4,0,15,9,6,7,3,3,5,1,7,4,3,6,2,1,2,1,5,9,9,5,7,5,7,22,3,4,3,5
2901,7,4,4,4,0,15,9,6,7,3,3,5,1,7,4,3,6,2,1,2,1,5,9,9,5,7,5,7,22,3,4,3,5
2902,7,3,3,4,0,15,9,6,7,2,3,5,1,8,4,3,6,2,1,2,1,5,9,9,5,7,5,7,22,3,4,3,5
2903,7,3,3,4,0,15,10,6,7,2,3,5,1,8,4,3,6,2,1,2,1,5,9,9,5,7,5,7,22,4,4,3,5
2904,7,3,4,4,0,15,10,6,7,2,3,5,1,8,4,3,6,2,1,2,1,5,10,9,5,8,5,7,22,3,4,3,5
2905,7,3,4,3,0,15,10,6,7,3,3,5,1,7,4,3,6,2,1,2,1,5,10,9,5,8,5,7,22,3,4,3,5
2906,7,3,4,3,0,15,10,6,7,3,3,6,2,7,4,4,6,2,2,2,1,5,10,9,5,8,5,7,22,3,4,3,5
2907,7,3,4,3,0,15,10,6,7,3,3,6,2,7,4,4,7,2,2,3,1,5,10,9,5,8,5,7,22,3,5,3,5
2908,6,3,4,3,0,15,10,6,7,3,3,6,2,7,4,4,7,2,2,2,1,4,10,9,5,8,5,7,22,3,5,3,5
2909,6,3,4,3,0,15,10,5,7,2,3,6,2,7,4,3,7,2,2,2,1,5,9,9,5,8,5,7,22,3,5,3,5
2910,6,3,4,3,0,15,10,5,7,2,3,6,2,7,4,3,7,2,2,2,1,5,8,10,5,8,5,7,22,3,5,3,5
2911,6,3,4,3,0,15,10,5,7,3,3,5,2,7,4,3,7,2,2,3,1,5,8,10,5,8,5,7,22,3,5,3,5
2912,6,3,4,3,0,15,10,5,7,2,3,5,2,7,4,3,7,2,2,3,1,5,8,10,5,9,5,7,22,3,5,3,5
2913,6,3,4,3,0,15,10,6,7,3,3,6,2,7,4,3,7,2,2,3,1,5,8,10,5,9,5,7,22,3,5,3,5
2914,6,3,4,3,0,15,10,6,7,3,3,5,2,7,4,3,7,2,1,3,1,5,8,10,5,9,5,7,22,3,5,3,5
2915,6,3,4,3,0,15,10,6,7,3,3,5,2,7,4,3,7,2,2,3,1,5,9,10,5,9,5,7,22,3,5,3,5
2916,7,3,4,3,0,15,10,6,7,3,3,5,2,7,4,3,6,2,2,3,1,5,9,10,5,9,5,7,22,3,5,3,5
2917,6,3,4,4,0,15,10,6,7,2,3,5,2,7,4,3,6,2,1,2,1,5,9,10,5,9,5,7,22,3,5,3,5
2918,6,4,4,3,0,15,10,6,7,2,3,5,2,7,4,3,6,2,1,2,1,5,10,10,5,9,5,7,22,3,4,3,5
2919,6,4,4,3,0,15,10,6,7,2,3,5,2,7,4,3,6,2,2,2,1,5,9,10,5,9,5,7,22,3,4,3,5
2920,6,4,4,3,0,15,10,6,7,2,3,5,2,7,4,3,6,2,2,2,1,5,9,10,5,9,5,7,22,3,4,3,5
2921,6,4,4,3,0,15,9,6,7,2,3,5,2,7,4,3,7,2,2,2,1,5,9,10,5,9,5,7,22,3,4,3,5
2922,6,4,4,3,0,15,9,6,7,3,3,5,2,7,5,3,6,2,2,2,1,5,9,10,5,9,5,7,22,3,5,3,5
2923,7,4,4,3,0,15,9,6,7,3,3,5,2,7,5,3,6,2,1,2,1,5,9,10,5,9,5,7,22,3,5,3,5
2924,7,4,4,3,0,15,9,6,7,3,3,6,1,7,5,4,6,2,2,2,1,5,9,10,5,9,5,7,22,3,5,3,5
2925,6,4,4,3,0,15,9,6,7,3,3,6,1,7,5,4,7,2,2,2,1,5,9,10,5,9,5,7,22,3,5,3,5
2926,6,4,4,3,0,15,9,6,7,3,3,5,1,7,5,3,7,2,2,2,1,5,9,9,5,10,5,7,22,3,5,3,5
2927,6,4,4,3,0,15,9,6,7,4,3,5,1,7,4,3,7,2,1,3,1,5,9,10,5,10,5,7,22,3,5,3,5
2928,6,3,4,4,0,15,9,6,7,4,3,5,1,7,4,3,7,2,1,3,1,5,9,10,5,10,5,7,22,3,5,3,5
2929,6,3,4,3,0,15,9,6,7,3,3,5,1,7,4,4,7,2,1,3,1,5,8,10,5,10,5,7,22,3,5,3,5
2930,6,4,3,3,0,15,9,6,7,3,3,5,1,7,4,4,7,2,1,3,1,5,7,10,5,10,5,7,22,4,5,3,5
2931,6,4,3,3,0,15,9,6,7,3,3,5,1,7,4,3,7,2,1,3,1,5,7,10,5,10,5,7,22,4,5,3,4
2932,6,4,4,3,0,15,9,6,7,2,3,5,1,7,4,3,7,2,1,3,1,5,8,10,5,10,5,7,22,3,5,3,4
2933,6,5,4,3,0,15,9,6,7,2,3,5,1,7,4,3,7,2,1,3,1,5,8,10,5,10,5,7,22,3,5,3,4
2934,6,5,4,3,0,15,9,6,7,3,3,5,1,7,4,4,7,2,2,3,1,5,8,10,5,10,5,7,22,3,5,3,4
2935,6,5,4,3,0,15,9,6,7,4,3,5,1,6,4,4,7,2,2,3,1,5,8,10,5,10,5,7,22,3,4,3,4
2936,7,5,4,3,0,15,9,6,7,3,3,5,1,6,4,4,7,2,1,3,1,5,8,10,5,10,5,7,22,3,4,3,5
2937,7,5,3,3,0,15,9,6,7,3,3,5,1,6,4,3,7,2,2,3,1,5,8,9,4,10,5,7,21,3,4,3,5
2938,7,5,3,3,0,15,9,6,7,3,3,5,1,6,4,3,7,2,1,3,1,6,8,10,4,10,5,7,21,3,4,3,5
2939,7,5,3,3,0,15,9,6,7,3,3,5,1,6,4,3,7,2,1,3,1,6,8,10,5,10,5,7,21,3,4,3,5
2940,7,5,3,3,0,15,9,6,7,3,3,5,1,6,4,3,7,2,1,3,1,7,8,10,5,10,5,7,21,3,4,3,5
2941,7,6,4,3,0,15,9,6,7,3,3,5,1,6,4,3,7,2,1,3,1,7,8,10,5,10,5,7,21,3,4,3,5
2942,6,6,4,3,0,15,9,6,7,3,3,5,1,6,4,3,7,2,1,3,1,7,8,10,5,9,5,7,20,3,4,3,5
2943,6,5,4,3,0,15,9,6,7,3,3,6,1,6,3,4,7,2,1,2,1,7,7,9,5,9,5,7,20,3,4,3,5
2944,6,5,4,3,0,15,9,6,7,3,3,6,1,6,4,4,7,2,1,1,1,7,7,9,5,9,5,7,20,3,4,3,5
2945,6,5,4,3,0,15,10,6,7,3,3,6,1,6,4,3,7,2,1,2,1,7,7,9,5,9,5,7,20,3,4,3,5
2946,6,5,4,3,0,15,10,6,7,4,3,6,1,7,4,3,7,2,1,2,1,7,7,9,5,9,5,7,20,3,4,3,5
2947,6,4,4,3,0,15,10,6,7,4,3,5,1,8,4,3,7,2,1,2,1,7,7,9,5,9,5,7,20,3,4,3,5
2948,6,4,4,3,0,15,10,6,7,4,3,5,0,7,3,3,7,2,1,2,1,7,7,9,5,9,5,7,20,3,5,3,5
2949,6,4,4,3,0,15,10,6,7,4,3,5,1,7,3,3,7,2,1,2,1,6,7,9,5,9,5,7,20,4,5,3,5
2950,6,4,4,3,0,15,9,6,7,4,3,5,1,6,3,3,7,2,1,2,1,5,7,9,5,9,5,7,20,4,5,3,4
2951,6,5,4,3,0,15,10,6,7,4,3,5,1,6,4,4,7,2,1,2,1,6,8,9,5,9,6,7,20,4,5,3,5
2952,6,4,4,3,0,15,10,6,7,4,3,5,1,6,4,3,6,2,2,2,1,6,8,8,5,9,5,7,20,4,5,3,5
2953,6,4,4,4,0,15,10,6,7,3,3,6,1,6,4,3,6,2,2,2,1,6,8,8,5,9,5,7,20,4,5,3,5
2954,6,4,4,4,0,15,10,6,7,3,3,6,1,6,4,3,6,2,1,2,1,6,8,8,5,9,5,7,20,4,5,3,5
2955,6,4,4,4,0,14,10,6,7,3,3,5,1,6,4,3,5,2,1,2,1,5,8,8,5,9,5,7,20,3,5,3,5
2956,6,4,4,4,0,14,10,6,7,3,3,5,0,6,4,3,5,3,1,2,1,6,8,8,5,9,5,7,19,4,5,3,5
2957,7,4,3,3,0,14,10,6,7,3,3,5,1,6,4,3,5,3,1,2,1,6,8,9,5,9,5,7,19,4,5,3,5
2958,7,4,4,3,0,14,10,6,7,3,3,6,1,6,4,3,5,2,1,2,1,6,8,9,5,8,5,7,19,4,5,3,5
2959,6,4,4,3,0,14,10,6,7,3,3,6,1,6,4,3,5,2,1,2,1,6,8,9,5,8,5,7,19,4,4,3,5
2960,6,4,4,3,0,14,10,6,7,3,3,6,1,6,4,3,5,2,1,2,1,6,8,9,5,8,6,7,19,4,3,3,5
2961,6,4,4,3,0,14,10,6,7,3,3,6,1,6,3,4,5,2,1,2,1,6,8,9,5,9,5,7,19,4,3,3,5
2962,6,4,4,3,0,14,10,6,7,3,3,6,1,6,3,4,5,2,1,2,1,6,8,9,5,9,5,7,19,3,3,3,5
2963,6,4,4,3,0,15,10,6,7,3,3,5,1,6,3,4,5,2,2,2,1,6,8,9,5,9,5,7,19,3,3,3,5
2964,7,4,4,3,0,15,10,6,7,3,3,5,1,6,3,3,5,2,2,2,1,6,8,8,5,9,6,7,19,3,3,3,5
2965,7,4,4,3,0,15,10,6,7,3,3,5,1,6,3,3,5,2,1,2,1,6,8,8,5,9,6,7,19,3,3,3,5
2966,7,4,4,3,0,15,9,6,7,2,3,5,1,6,3,3,5,2,2,2,1,6,8,8,5,9,6,7,19,3,3,3,5
2967,7,4,4,2,0,15,9,6,7,3,3,5,1,6,3,3,6,2,1,2,1,6,8,8,5,9,6,7,19,3,3,3,5
2968,7,4,4,2,0,14,9,6,7,3,3,5,1,6,3,3,5,2,1,2,1,6,8,9,5,9,6,7,19,3,3,3,5
2969,7,4,4,2,0,14,9,6,7,3,3,5,1,6,3,3,5,2,2,2,1,6,8,9,5,9,6,7,19,3,4,3,5
2970,7,4,4,2,0,14,9,6,7,3,3,5,1,6,3,3,5,2,2,2,1,6,8,9,5,9,6,7,19,3,5,3,5
2971,7,4,3,2,0,14,9,6,7,3,3,5,1,6,3,3,5,2,1,2,1,6,8,9,5,9,6,7,19,3,5,4,5
2972,7,4,3,2,0,14,8,6,7,3,3,5,1,6,3,4,5,2,2,2,1,6,8,9,5,9,5,7,19,3,5,4,5
2973,7,4,3,2,0,15,8,6,7,3,3,5,2,6,3,4,5,2,1,2,1,6,8,9,5,9,6,7,19,3,5,3,5
2974,7,4,4,2,0,15,7,6,7,3,3,5,2,6,3,3,5,2,1,2,1,6,8,9,5,8,6,7,20,3,5,3,5
2975,7,4,4,3,0,15,8,6,7,3,3,5,2,6,3,4,6,2,1,2,1,6,8,9,5,8,7,7,20,3,4,4,5
2976,7,4,4,3,0,15,8,6,7,3,3,5,2,6,3,4,6,2,1,2,1,6,8,9,5,8,7,7,20,3,4,4,5
2977,7,4,3,3,0,15,8,6,7,2,3,5,2,6,3,4,6,2,1,2,1,6,8,9,5,8,6,7,20,3,4,4,5
2978,7,4,3,3,0,15,8,6,7,2,3,5,2,6,4,3,6,2,1,2,1,6,8,9,5,8,6,7,19,3,4,4,5
2979,7,4,3,3,0,15,9,6,7,2,3,5,2,6,4,3,6,2,1,2,1,6,8,10,5,8,6,7,19,3,4,3,5
2980,7,4,4,3,0,16,9,6,7,2,3,5,2,6,4,3,6,2,1,2,1,6,8,10,5,8,6,7,20,3,5,3,5
2981,7,5,4,3,0,15,9,6,7,3,3,5,2,6,4,3,6,2,1,2,1,6,8,10,5,8,6,7,20,3,5,3,5
2982,7,5,4,3,0,16,9,6,7,3,3,5,2,6,4,2,6,2,1,2,1,6,8,10,5,8,6,7,19,3,5,3,5
2983,7,5,3,3,0,16,9,6,7,3,3,5,2,6,4,3,6,2,2,2,1,5,8,9,5,8,6,7,19,3,5,3,5
2984,7,5,3,3,0,16,8,6,7,3,3,5,2,6,4,3,6,3,1,2,0,5,7,9,5,8,6,8,19,3,5,3,5
2985,7,5,3,3,0,15,8,6,7,3,3,5,2,6,4,3,6,2,1,2,1,5,7,9,5,8,6,7,19,3,5,3,5
2986,7,5,3,3,0,15,8,6,7,3,3,5,2,6,4,3,6,2,1,2,1,5,7,9,5,8,6,7,19,3,5,3,5
2987,7,5,3,3,0,15,8,6,7,3,3,5,2,6,4,4,6,2,1,2,1,5,7,9,5,8,6,8,19,3,5,3,5
2988,7,5,3,3,0,15,8,6,7,3,3,5,2,6,4,4,6,2,1,2,1,5,7,9,5,8,6,8,19,3,5,3,5
2989,7,5,4,3,0,15,8,6,7,2,3,5,2,6,4,3,6,3,1,2,1,5,7,8,5,8,5,8,19,4,5,3,5
2990,7,5,4,3,0,16,8,6,7,2,3,5,2,6,4,4,6,2,1,2,1,5,7,8,5,8,4,8,20,3,5,3,5
2991,6,4,4,3,0,16,8,6,7,3,3,5,2,6,4,4,6,2,1,2,1,5,7,8,5,9,4,8,20,3,5,3,5
2992,6,4,4,3,0,16,8,6,7,3,3,5,2,6,3,4,6,2,2,2,1,5,7,8,5,9,4,8,20,3,5,3,5
2993,6,3,4,3,0,16,8,6,7,3,3,5,2,6,3,4,6,2,1,2,1,5,7,8,5,9,4,8,20,3,5,3,5
2994,6,3,4,3,0,16,8,6,7,2,3,5,2,6,3,3,6,2,1,2,1,5,7,8,5,9,4,8,20,3,5,3,5
2995,6,4,4,3,0,15,8,6,7,2,3,5,2,6,3,4,6,2,1,2,1,5,7,8,5,9,5,8,20,3,5,3,5
2996,6,4,4,3,0,15,8,6,7,2,3,5,2,6,3,4,6,2,1,2,1,5,7,7,5,9,5,8,20,3,5,3,5
2997,6,4,3,3,0,15,7,6,7,2,3,5,2,6,3,3,6,2,1,2,1,5,7,7,5,9,5,8,20,3,5,3,5
2998,6,4,3,3,0,15,7,6,7,2,3,5,1,6,3,3,6,2,1,2,1,5,8,7,5,9,5,8,20,3,5,3,5
2999,6,4,3,3,0,15,7,6,7,2,3,5,1,7,4,3,6,2,1,2,1,5,7,7,5,9,4,8,20,3,5,3,4
3000,6,4,3,3,0,15,7,6,7,3,3,5,1,7,5,3,6,2,1,3,1,5,7,8,5,9,4,8,20,3,5,4,4
3001,6,4,3,3,0,15,7,6,7,3,3,5,1,7,5,3,6,2,1,3,1,5,7,8,5,9,4,8,20,3,5,4,4
3002,6,4,3,3,0,15,7,6,7,4,3,5,1,7,5,3,7,2,1,3,1,5,7,7,5,9,4,8,20,3,5,4,4
3003,6,4,3,3,0,15,7,6,7,4,3,5,1,7,5,3,6,2,2,3,1,5,8,7,4,9,4,8,20,3,5,4,4
3004,6,4,3,3,0,15,7,6,7,3,3,5,2,7,5,3,6,2,2,2,1,5,8,7,4,9,4,8,20,3,5,4,4
3005,6,4,4,3,0,15,7,6,7,2,3,5,2,7,5,3,6,2,2,2,1,5,8,7,4,9,4,8,20,3,5,4,4
3006,6,4,4,3,0,15,7,6,8,2,3,5,2,7,5,3,5,2,1,2,1,5,8,7,4,9,4,8,20,3,5,4,4
3007,6,4,4,3,0,15,7,6,8,2,3,5,2,6,5,3,5,3,1,2,0,5,8,7,5,9,5,8,20,3,5,4,4
3008,6,4,4,3,0,15,8,6,8,2,3,5,2,6,5,3,5,2,1,2,0,5,8,8,5,9,5,8,20,3,5,4,4
3009,6,4,4,3,0,15,8,6,8,2,3,5,2,6,5,3,5,2,1,2,1,5,8,9,5,9,5,8,19,3,5,4,4
3010,6,4,4,3,0,15,8,6,8,2,3,5,2,6,5,3,5,2,1,2,1,5,7,10,5,9,5,8,19,3,5,4,4
3011,6,4,4,3,0,15,8,5,8,3,3,5,2,6,5,3,5,2,1,3,1,5,7,9,5,9,5,8,19,3,5,4,5
3012,6,4,4,3,0,15,8,5,8,3,3,5,2,6,5,3,5,2,1,3,1,5,7,9,5,9,5,8,20,3,5,4,5
3013,6,4,4,3,0,15,8,5,8,2,3,5,2,6,5,3,5,2,1,2,1,5,7,9,5,9,5,8,20,3,5,4,5
3014,6,4,4,3,0,15,8,5,8,3,3,5,2,5,5,3,5,2,1,2,1,5,8,9,5,9,5,8,19,3,5,4,5
3015,6,4,4,3,0,15,8,5,8,4,3,5,2,5,5,3,5,2,2,2,1,5,8,9,5,9,5,8,19,3,5,4,5
3016,6,4,4,3,0,15,8,5,8,3,3,5,2,5,5,3,5,2,1,2,1,5,8,9,5,8,5,8,19,3,4,4,5
3017,6,4,4,2,0,15,8,5,8,3,3,5,2,5,5,3,5,2,1,2,1,5,8,8,5,8,4,8,19,3,5,4,5
3018,6,4,4,2,0,15,8,5,8,3,3,5,2,5,5,4,5,2,1,2,1,5,8,8,5,8,4,8,19,3,5,4,5
3019,6,4,4,2,0,15,8,5,8,3,3,6,2,6,4,3,5,2,1,2,1,5,8,8,5,8,4,8,19,3,5,4,5
3020,6,5,4,3,0,15,8,5,7,3,3,6,2,7,4,3,6,2,2,2,1,5,8,8,5,8,4,8,19,3,5,4,5
3021,6,5,4,3,0,15,8,5,7,3,3,5,2,7,4,3,6,2,2,2,1,5,8,8,5,8,4,8,19,3,5,4,5
3022,6,5,4,3,0,15,8,5,7,3,3,5,1,7,4,3,6,2,2,2,1,6,8,8,5,8,5,8,19,3,5,4,5
3023,6,5,4,3,0,15,8,5,7,3,3,6,2,7,4,3,6,2,1,2,1,6,8,8,5,8,5,8,19,3,5,4,5
3024,7,5,4,3,0,15,8,5,7,3,3,6,2,7,4,3,7,2,1,2,1,6,8,9,5,8,5,8,19,3,5,3,5
3025,7,5,4,3,0,15,8,5,7,3,3,5,2,7,4,3,7,2,1,2,1,6,8,9,5,8,5,8,19,3,5,3,5
3026,7,5,4,3,0,15,8,5,7,3,3,5,1,7,4,3,7,2,1,2,1,6,7,10,5,8,5,8,19,3,5,3,6
3027,7,5,4,3,0,15,8,5,7,3,3,5,1,7,5,3,7,2,1,2,1,6,7,10,5,8,4,8,18,3,5,3,6
3028,7,5,4,3,0,15,8,5,7,2,3,5,2,7,5,3,6,2,1,2,1,6,7,10,5,8,4,8,18,3,5,3,6
3029,7,5,4,3,0,15,8,5,7,2,3,5,2,7,5,3,6,2,1,2,1,6,8,10,5,9,4,8,18,3,5,3,6
3030,7,5,3,3,0,15,8,5,7,2,3,5,2,7,5,2,6,2,1,2,1,6,8,10,5,9,4,8,18,3,5,3,6
3031,6,5,3,3,0,15,8,5,7,2,3,6,2,7,5,2,6,2,1,2,1,6,8,10,5,9,4,8,18,3,5,4,5
3032,6,5,4,3,0,15,8,5,7,3,3,6,2,7,5,3,6,2,1,2,1,6,8,10,5,9,5,8,18,3,5,4,5
3033,6,5,4,3,0,15,8,5,7,3,3,5,2,7,5,3,6,2,1,2,1,6,8,10,5,9,5,8,18,3,5,4,6
3034,6,5,4,3,0,15,8,5,7,3,3,5,2,7,5,3,6,2,1,2,1,6,8,10,5,9,5,8,18,3,5,4,6
3035,6,5,4,3,0,15,8,5,7,3,3,6,2,7,5,3,7,2,1,2,1,6,8,10,5,9,5,8,18,3,5,4,6
3036,6,5,4,3,0,15,8,5,7,3,3,6,2,7,5,3,7,2,1,2,1,6,8,10,5,9,5,7,18,3,5,4,6
3037,6,5,4,3,0,15,8,5,7,3,3,6,2,7,5,3,6,2,1,3,1,6,8,10,5,9,5,7,18,4,5,4,6
3038,6,5,4,3,0,15,8,5,7,3,3,6,2,7,5,3,6,2,1,3,1,5,8,10,5,9,5,7,18,3,5,4,6
3039,6,5,4,4,0,15,8,5,7,4,3,5,2,7,5,3,6,2,1,3,1,5,8,10,5,8,5,7,18,3,5,4,6
3040,6,5,4,4,0,15,8,5,7,3,3,6,2,7,5,3,6,2,1,3,1,5,8,10,5,8,5,7,18,3,5,4,6
3041,6,5,4,4,0,15,8,5,7,2,3,6,2,7,5,3,6,2,1,3,1,5,9,10,5,8,5,7,18,3,5,4,6
3042,6,5,4,4,0,16,8,5,7,2,3,6,2,7,5,3,6,2,1,3,1,5,9,10,5,8,5,7,18,3,5,4,6
3043,6,5,4,4,0,16,8,5,7,3,3,6,2,7,5,3,6,2,1,3,1,5,9,10,5,8,5,7,18,3,5,4,6
3044,6,5,4,4,0,16,8,5,6,3,3,6,2,7,5,3,6,2,2,3,1,5,8,9,5,8,5,7,18,3,5,4,6
3045,6,5,4,4,0,16,8,5,7,3,3,6,2,7,5,3,6,2,1,3,0,6,8,9,5,8,5,7,19,3,5,4,6
3046,6,5,4,4,0,16,8,5,7,2,3,6,2,7,5,3,6,2,1,3,0,6,8,9,5,8,5,7,19,3,5,4,5
3047,6,5,4,4,0,16,8,5,7,2,3,6,2,6,5,3,6,2,1,3,1,6,9,9,5,8,5,7,19,3,4,4,5
3048,7,5,4,4,0,15,8,5,7,2,3,5,2,6,5,3,6,2,1,2,1,6,9,9,5,8,5,7,19,3,4,4,5
3049,6,6,4,3,0,15,8,5,7,2,3,5,2,6,5,3,6,2,1,2,1,6,9,9,5,8,5,7,19,3,4,4,5
3050,6,6,4,3,0,15,8,5,7,2,3,5,2,6,5,3,6,2,1,2,1,6,9,9,5,8,5,7,19,3,4,4,5
3051,6,6,4,3,0,15,8,5,7,2,3,5,2,7,5,3,6,2,1,2,1,6,9,9,5,8,6,7,19,3,4,4,5
3052,7,5,4,3,0,15,8,5,7,2,3,5,2,7,5,3,6,3,1,2,1,6,9,9,5,8,6,7,19,3,4,4,5
3053,7,5,4,3,0,15,9,5,6,3,3,5,2,7,5,3,6,3,1,2,1,6,9,9,5,8,5,7,19,3,3,4,5
3054,7,5,4,3,0,15,8,6,6,3,3,5,2,7,5,3,6,3,1,2,1,6,9,9,5,8,5,7,19,3,4,4,5
3055,7,5,4,3,0,15,8,6,6,3,3,5,2,8,5,3,6,3,1,2,1,6,9,9,5,8,5,7,19,3,4,4,5
3056,7,5,4,3,0,15,8,5,7,3,3,5,2,8,5,3,6,2,1,2,1,6,9,9,5,8,5,7,19,3,4,4,5
3057,7,5,4,2,0,15,8,5,7,3,3,5,2,8,5,3,6,2,2,2,1,6,9,9,5,9,5,7,19,3,3,4,5
3058,7,5,4,2,0,15,8,5,7,3,3,5,2,8,5,3,6,2,1,2,1,6,9,9,5,9,5,7,19,3,4,4,6
3059,7,5,4,2,0,15,8,5,7,3,3,5,2,8,5,3,6,2,2,2,1,6,9,9,5,9,5,7,19,3,4,4,6
3060,7,5,4,3,0,15,8,5,7,3,3,6,2,8,5,3,6,2,2,2,1,6,9,9,5,9,5,7,19,3,4,4,6
3061,7,5,4,3,0,15,9,5,7,3,3,6,2,7,5,3,6,2,1,2,1,6,9,9,5,9,5,7,19,3,5,4,5
3062,7,5,4,3,0,15,9,5,7,4,3,5,2,7,5,4,6,2,2,2,1,6,9,9,5,9,5,7,19,3,5,4,5
3063,7,5,4,3,0,15,9,5,7,4,3,5,2,7,5,3,6,2,2,2,1,6,9,9,5,9,5,7,19,3,5,4,5
3064,7,5,4,3,0,15,9,6,8,3,3,5,2,7,5,3,6,2,2,2,1,6,9,9,5,9,5,7,19,3,5,3,5
