GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
47065003395,3,47065003395,2024,737,1243,2388,903,1451,2345,864,1437,1823,649,1143,1820,741,1049,1960,625,1239,4228,3496,35,617,45,38,0,617,35,0,0,0,5681,4068,225,1283,56,49,5,0,0,3988,3186,205,505,68,16,0,505,64,0,0,0,0,5033,3677,373,844,84,52,4,844,73,0,0,0,64,5537,4545,202,604,155,45,6,0,0,4469,3808,130,377,117,41,6,0,0,4715,3366,422,636,91,4,2,10,184,5989,3908,719,1075,137,181,6,4715,3366,422,686,109,143,6
47065003476,3,47065003476,1301,1186,98,1458,1323,115,1428,1283,119,1206,1100,90,1217,1139,66,1301,1180,100,2001,462,7,1518,2,192,0,1285,2,7,0,0,2493,483,49,1953,1,192,0,0,0,1803,609,29,1153,2,203,0,949,2,13,0,0,0,2196,627,139,1515,1,203,0,1189,1,12,0,0,232,2823,368,64,2378,22,15,1,0,0,2196,331,48,1806,17,11,0,0,0,2251,348,90,1756,7,2,0,1,47,2789,405,150,2213,14,36,1,2251,348,90,1797,10,25,1
47065003382,3,47065003382,2314,495,1775,2875,583,2230,2829,538,2241,1991,452,1520,1996,529,1443,2237,416,1708,4053,3878,62,67,22,23,0,67,4,12,0,0,5164,4819,77,129,116,23,0,0,0,3830,3672,59,55,30,20,0,55,10,9,0,0,0,4754,4543,63,81,44,23,0,81,8,9,0,0,50,5177,4994,49,59,36,43,2,0,0,3874,3756,33,34,22,32,2,0,0,4472,4195,57,28,19,7,1,7,158,5760,5358,101,65,56,156,7,4472,4195,57,35,32,126,7
47065003463,3,47065003463,1249,832,374,1421,963,415,1439,920,480,1176,787,373,1181,872,296,1205,683,317,1899,1310,114,379,73,23,0,337,49,0,0,0,2388,1659,147,447,102,45,0,0,0,1863,1352,80,341,82,18,0,290,68,0,0,0,0,2522,1775,175,419,126,28,0,315,78,0,0,0,181,2552,1739,123,637,34,20,4,0,0,2071,1440,80,515,22,14,1,0,0,2016,1526,70,291,19,8,0,10,92,2452,1837,89,389,56,73,2,2016,1526,70,323,37,46,1
47073003805,1,47073003805,261,50,210,323,52,270,299,48,247,221,43,178,221,55,164,284,57,221,680,659,18,0,5,0,0,0,5,0,0,0,822,795,19,0,8,0,0,0,0,690,642,15,0,34,0,0,0,34,0,0,0,0,821,770,16,0,36,0,0,0,36,0,0,1,0,894,856,5,4,5,23,0,0,0,711,691,2,0,3,14,0,0,0,674,650,9,0,3,3,1,1,7,836,801,13,1,4,11,3,674,650,9,1,4,8,1
47073003801,1,47073003801,939,145,777,1195,153,1023,1110,137,939,801,130,662,796,184,604,987,158,799,2014,1930,3,78,0,2,0,78,0,2,0,0,2573,2382,3,129,58,3,0,0,0,2216,2190,2,22,0,3,0,22,0,3,0,0,0,2786,2702,3,22,56,3,0,22,56,2,0,0,1,2830,2683,47,65,12,27,0,0,0,2213,2123,29,36,9,20,0,0,0,2152,2012,28,20,7,3,0,9,73,2696,2507,40,41,12,74,1,2152,2012,28,27,8,57,1
47065003425,3,47065003425,680,160,508,850,198,638,845,189,644,591,142,441,593,171,411,612,111,469,1130,1117,14,0,0,0,0,0,0,0,0,0,1570,1437,31,0,103,0,0,0,0,1259,1227,33,0,0,0,0,0,0,0,0,0,0,1667,1599,61,0,0,0,0,0,0,0,0,0,7,1434,1382,16,17,8,11,0,0,0,1074,1040,8,8,6,8,0,0,0,1431,1312,30,14,14,9,0,2,50,1859,1695,40,44,20,53,2,1431,1312,30,21,15,47,2
47065003422,3,47065003422,1364,659,675,1588,772,766,1561,727,803,1254,611,629,1257,697,541,1312,544,686,2365,2087,0,253,0,26,0,251,0,1,0,0,2892,2364,25,462,0,43,0,0,0,2548,2310,0,238,0,1,0,236,0,1,0,0,0,3302,2791,30,480,0,1,0,477,0,1,0,0,3,3014,2589,71,317,34,14,4,0,0,2404,2151,38,184,22,11,4,0,0,2480,2046,94,180,34,8,0,8,110,3126,2490,135,330,59,104,1,2480,2046,94,205,48,74,0
47065003475,3,47065003475,1497,504,968,1642,592,1024,1628,546,1065,1391,451,929,1386,532,838,1530,434,1023,2576,2173,238,142,24,0,0,142,24,0,0,0,3438,2811,309,281,24,0,0,0,0,2275,1847,275,148,4,0,0,148,4,0,0,0,0,2954,2321,351,263,6,0,0,185,6,0,0,12,78,3027,2600,80,238,105,19,0,0,0,2359,2068,47,168,72,11,0,0,0,2369,1884,113,202,83,4,0,7,76,2983,2326,159,309,130,63,1,2369,1884,113,218,107,47,0
47065003383,3,47065003383,940,193,729,1109,224,864,1097,203,881,824,176,640,822,220,590,986,173,755,1448,1398,30,1,0,13,0,1,0,13,0,0,1878,1830,31,2,0,15,0,0,0,1599,1554,37,0,4,11,0,0,4,11,0,0,0,2283,2236,36,0,2,11,0,0,2,11,0,0,0,2250,2167,23,25,15,19,3,0,0,1683,1632,15,15,12,15,1,0,0,1681,1545,31,40,11,0,0,3,51,2206,2014,51,59,19,39,4,1681,1545,31,42,15,32,0
47099005167,4,47099005167,742,183,550,893,175,706,810,145,644,640,184,452,635,198,431,815,199,598,1603,1467,50,71,4,4,12,71,4,0,0,0,2054,1779,142,82,18,5,13,0,0,1522,1348,59,102,0,3,10,93,0,0,10,0,0,2014,1692,167,130,1,5,10,108,0,0,10,13,23,2280,2084,55,101,18,29,2,0,0,1824,1696,37,59,11,24,2,0,0,1944,1722,54,64,16,6,0,0,82,2510,2171,96,135,21,75,3,1944,1722,54,84,20,59,2
47139007157,3,47139007157,572,128,436,673,129,540,658,122,532,507,129,371,507,137,357,565,104,441,1177,1073,44,1,1,52,0,1,1,13,3,0,1448,1327,56,1,2,57,3,0,0,1436,1290,60,4,1,74,0,0,1,28,0,3,0,1676,1521,60,4,6,77,6,0,1,30,0,0,59,1478,1406,32,4,9,26,0,0,0,1115,1066,23,0,5,20,0,0,0,1399,1277,29,12,5,1,1,2,72,1735,1592,40,19,8,65,1,1399,1277,29,18,8,57,1
47073003811,1,47073003811,781,134,637,1020,150,858,946,134,792,653,121,526,661,145,508,790,134,638,2251,2221,8,8,0,3,0,8,0,0,0,0,2745,2688,10,22,0,12,13,0,0,2183,2128,8,27,0,14,0,27,0,0,0,0,0,2585,2489,11,36,0,24,24,28,0,0,24,0,33,2807,2675,22,64,22,26,1,0,0,2181,2078,17,48,16,22,1,0,0,2243,2061,28,40,1,8,1,3,101,2855,2615,41,71,7,105,3,2243,2061,28,54,3,90,3
47057002957,1,47057002957,519,105,407,656,98,550,599,76,512,456,107,343,448,136,297,495,88,390,1348,1308,0,33,0,11,0,3,0,0,0,0,1715,1614,13,78,0,8,0,0,0,1529,1490,7,22,0,11,0,0,0,0,0,0,0,1937,1844,37,46,0,8,0,0,0,0,0,0,54,1882,1806,34,19,1,31,1,0,0,1436,1380,21,11,1,30,1,0,0,1408,1323,24,7,1,3,0,6,44,1801,1675,42,26,8,32,2,1408,1323,24,14,7,24,2
47073003825,1,47073003825,2816,582,2189,3419,649,2723,3173,579,2530,2441,519,1893,2458,653,1780,2974,586,2302,5606,5443,13,34,11,96,0,19,11,44,0,0,6962,6616,101,85,15,123,27,0,0,5381,5127,15,67,2,168,0,48,2,34,0,0,0,6750,6296,134,88,5,193,44,54,2,46,41,0,180,6794,6513,89,115,45,34,5,0,0,5303,5128,47,75,32,23,5,0,0,5669,5339,59,60,33,10,3,1,164,6996,6565,88,111,61,149,5,5669,5339,59,77,46,131,4
47187009730,7,47187009730,4149,1323,2754,4881,1682,3136,4866,1391,3410,3839,1181,2587,3833,1418,2404,3690,1031,2427,4907,4469,29,281,127,1,0,281,90,0,0,0,6888,6183,137,356,222,3,0,0,0,4627,4354,2,157,110,1,0,157,55,0,0,0,0,7039,6613,33,194,198,1,0,155,123,0,0,0,114,4732,4441,105,79,89,27,6,0,0,3204,3042,56,51,39,19,1,0,0,5625,5202,152,60,50,8,0,18,135,7780,7124,237,122,160,95,10,5625,5202,152,85,92,74,6
47187009705,7,47187009705,2103,427,1627,2541,533,1966,2517,449,2008,1903,372,1489,1883,501,1373,1950,375,1482,3783,3611,15,86,34,30,0,86,9,0,2,0,5028,4723,20,145,107,28,10,0,0,3664,3610,5,25,12,10,0,25,5,0,0,0,0,4837,4737,5,38,16,8,0,38,5,0,0,0,55,3379,3194,74,85,18,13,0,0,0,2620,2496,47,63,7,11,0,0,0,3286,2993,103,69,15,2,1,13,90,4377,3893,168,133,77,77,5,3286,2993,103,80,38,54,2
47181009401,7,47181009401,251,67,179,289,65,221,263,53,202,237,70,165,237,84,149,260,63,187,2434,1735,20,652,2,18,0,652,0,18,0,0,2763,2017,58,649,0,19,13,0,0,2251,1563,41,592,0,42,22,592,0,8,22,0,0,2546,1802,68,590,0,60,21,587,0,10,21,9,51,2548,1549,81,902,7,13,0,0,0,2392,1412,76,889,7,12,0,0,0,2371,1501,86,758,0,1,0,6,19,2495,1605,92,778,3,17,3,2371,1501,86,764,1,17,1
47181009410,7,47181009410,329,47,279,413,56,354,382,48,325,282,47,233,284,62,220,359,46,307,495,493,0,0,0,0,0,0,0,0,0,0,635,631,0,2,0,0,0,0,0,507,504,0,0,0,4,0,0,0,0,0,0,0,659,644,0,16,0,3,0,1,0,0,0,0,17,867,825,7,12,10,12,3,0,0,686,657,5,8,5,11,3,0,0,719,667,10,13,1,4,0,0,24,901,831,20,18,4,31,0,719,667,10,14,2,28,0
47183009508,8,47183009508,1195,440,721,1413,500,868,1391,456,884,1067,418,629,1058,464,577,1236,407,766,2820,2307,50,420,4,31,1,408,1,21,7,0,3523,2882,122,482,6,37,1,0,0,3075,2587,43,421,5,19,1,412,1,15,1,7,0,3759,3068,142,512,7,33,1,494,2,15,1,7,32,3943,3157,97,570,98,26,1,0,0,3158,2610,70,376,83,24,0,0,0,2857,2254,85,363,34,4,0,13,104,3608,2695,125,623,70,85,2,2857,2254,85,389,47,66,1
47065003360,3,47065003360,1901,421,1456,2282,490,1761,2274,443,1815,1683,376,1300,1682,453,1212,1797,376,1352,3055,2975,17,35,17,12,0,35,7,0,7,0,3653,3519,15,63,35,17,0,0,0,2820,2726,17,25,13,31,0,25,3,0,0,3,0,3371,3183,16,40,36,40,0,34,5,0,0,6,127,3382,3174,28,135,21,27,0,0,0,2653,2500,21,104,12,21,0,0,0,3263,2977,40,99,14,9,0,6,118,4110,3729,65,155,34,112,0,3263,2977,40,111,27,93,0
47065003421,3,47065003421,716,186,516,859,235,610,856,215,628,627,161,464,631,192,430,705,161,496,1446,1328,0,96,5,17,0,96,5,0,0,0,1772,1542,0,205,6,18,0,0,0,1501,1370,0,93,11,25,0,93,11,0,0,0,0,1952,1714,0,191,20,25,0,190,12,0,0,0,35,1526,1462,11,15,23,10,2,0,0,1253,1202,9,9,19,9,2,0,0,1577,1467,26,14,19,2,0,4,45,1890,1744,38,31,38,39,2,1577,1467,26,22,27,33,2
47073003814,1,47073003814,2521,466,2009,3111,531,2519,2904,477,2374,2197,396,1768,2206,576,1601,2587,438,2083,6131,5826,36,240,9,21,0,240,9,4,0,0,7940,7561,47,268,40,35,20,0,0,6145,5904,23,210,2,10,0,210,2,3,0,0,0,7785,7464,39,231,7,28,0,219,3,2,0,0,59,7963,7498,79,292,50,43,7,0,0,6179,5853,40,219,31,37,2,0,0,6324,5828,72,182,43,9,1,11,178,8023,7306,139,303,73,182,6,6324,5828,72,214,49,141,2
47065003417,3,47065003417,925,674,238,1081,781,274,1060,755,288,839,617,217,839,638,195,931,654,244,1546,605,67,881,0,0,0,881,0,0,0,0,1926,724,166,1081,0,0,0,0,0,1684,501,17,1167,0,2,0,1164,0,0,0,0,0,1936,571,69,1343,0,3,0,1285,0,0,0,0,11,2180,897,58,1182,32,19,0,0,0,1774,807,36,898,20,18,0,0,0,1823,787,83,857,15,3,2,9,67,2191,904,107,1098,36,54,5,1823,787,83,885,26,47,5
47065003363,3,47065003363,1469,867,569,1715,1033,633,1687,999,657,1364,781,568,1376,873,489,1424,744,565,2354,1777,121,418,16,4,10,418,16,0,0,0,3084,2177,350,495,59,5,12,0,0,2640,1967,184,464,9,4,4,464,9,0,4,0,0,3566,2391,580,540,60,4,7,540,20,0,7,0,28,3546,2184,232,1043,67,53,6,0,0,2783,1821,160,732,49,40,5,0,0,2838,1840,248,573,70,7,1,12,87,3585,2217,391,795,111,117,9,2838,1840,248,615,92,72,8
47065003442,3,47065003442,4,1,3,3,1,2,3,1,2,6,2,4,6,2,4,3,0,3,80,66,3,8,0,0,0,8,0,0,0,0,113,93,6,12,0,0,0,0,0,80,66,3,6,3,0,0,6,0,0,0,0,0,106,86,3,12,2,1,0,12,0,0,0,0,2,40,37,1,1,0,0,0,0,0,33,30,1,0,0,0,0,0,0,58,44,2,0,4,0,0,0,8,64,46,4,6,6,5,1,58,44,2,4,6,2,0
47065003377,3,47065003377,152,84,63,171,93,76,167,90,73,147,83,61,147,94,49,140,61,60,639,496,3,115,25,0,0,113,25,0,0,0,951,615,174,140,24,0,0,0,0,368,219,1,151,1,0,0,151,1,0,0,0,0,687,239,254,195,1,0,0,195,1,0,0,0,0,734,508,30,151,40,4,0,0,0,644,469,25,113,32,4,0,0,0,669,387,82,127,23,0,1,1,48,782,429,111,200,34,26,1,669,387,82,160,32,22,1
47125006455,7,47125006455,3077,685,2315,3718,794,2843,3541,695,2732,2752,657,2049,2765,722,1979,3017,573,2273,6157,5213,196,473,27,184,0,380,23,37,84,0,8319,6821,390,701,258,372,21,0,0,6720,5554,172,585,36,243,0,436,33,42,0,168,0,8794,7124,309,784,380,510,17,503,88,44,0,0,726,8064,6611,464,727,155,154,44,0,0,5893,4958,268,478,106,98,29,0,0,6399,5249,304,341,69,40,16,40,340,8355,6693,490,635,203,309,58,6399,5249,304,425,147,238,29
47147007556,5,47147007556,1069,224,826,1298,261,1012,1229,227,967,949,217,729,953,253,687,1051,182,831,1733,1663,0,63,6,44,0,21,5,4,0,0,2399,2131,147,97,22,69,0,0,0,1835,1738,0,90,5,54,0,42,5,5,0,0,0,2414,2285,0,119,4,82,0,44,4,7,0,0,75,2292,2164,64,37,11,22,1,0,0,1725,1650,32,22,9,15,1,0,0,1880,1708,77,36,9,5,2,2,41,2402,2127,119,84,17,50,2,1880,1708,77,43,14,35,2
47143007357,3,47143007357,791,199,570,987,236,721,939,210,714,692,183,498,691,222,455,818,185,578,2507,2186,74,152,6,85,0,151,1,16,0,0,3641,2627,449,315,22,238,2,0,0,2488,2217,41,201,9,29,0,148,1,0,0,0,0,3579,2706,417,377,29,56,0,156,21,0,0,0,284,3644,3168,200,184,47,38,2,0,0,2911,2600,116,133,31,27,1,0,0,2599,2028,288,127,38,9,1,4,104,3357,2533,423,228,69,115,4,2599,2028,288,163,43,86,3
47143007362,3,47143007362,658,92,557,817,97,709,777,90,674,569,83,481,571,117,446,666,90,555,1303,1230,0,73,0,0,0,73,0,0,0,0,1483,1387,21,75,0,0,0,0,0,1600,1524,16,55,3,0,0,55,3,0,0,0,0,1937,1742,27,54,12,0,0,54,2,0,0,0,109,1677,1587,26,30,19,21,0,0,0,1261,1197,15,21,11,17,0,0,0,1384,1204,71,36,10,5,0,3,55,1716,1460,123,54,17,59,3,1384,1204,71,44,12,46,0
47177009208,4,47177009208,259,93,160,309,91,213,287,82,190,224,92,130,222,101,113,296,117,173,644,590,1,22,6,22,0,22,6,2,2,0,785,704,19,27,8,35,2,0,0,827,730,2,67,1,16,0,67,1,2,0,2,0,971,851,23,70,8,24,0,68,2,2,0,0,22,923,780,78,57,5,7,0,0,0,725,626,44,49,2,7,0,0,0,743,628,53,32,8,3,0,1,18,903,717,104,46,12,28,0,743,628,53,34,8,18,0
47125006459,8,47125006459,1005,529,434,1253,638,567,1156,556,541,872,494,350,880,524,329,1025,477,482,3248,2135,221,812,0,27,0,789,0,18,48,0,4730,2621,468,1621,11,42,43,0,0,3603,2023,228,1267,4,38,0,1218,4,17,0,48,0,5078,2479,435,2049,63,49,40,1859,37,17,0,94,155,4354,2941,231,1096,71,63,16,0,0,3237,2308,148,703,52,44,9,0,0,3438,2112,227,834,18,12,11,21,203,4593,2589,343,1450,83,166,33,3438,2112,227,942,48,111,16
47065003390,3,47065003390,767,653,100,823,693,114,808,677,115,722,613,93,730,639,82,788,671,99,1970,603,4,1342,0,0,0,1330,0,0,22,0,2556,720,17,1811,32,0,0,0,0,1886,517,53,1285,0,3,0,1279,0,0,0,19,0,2451,590,101,1797,32,4,0,1668,4,0,0,0,89,2527,528,34,1950,9,23,6,0,0,1877,454,19,1391,5,18,4,0,0,1652,381,23,1185,2,3,0,4,54,2236,438,38,1727,6,39,2,1652,381,23,1219,4,28,1
47065003396,3,47065003396,1932,1728,169,2170,1919,207,2109,1845,218,1783,1596,165,1798,1637,141,2021,1789,161,3800,963,26,2797,12,0,0,2797,12,0,0,0,5531,1185,107,4202,19,0,16,0,0,3990,1208,10,2756,6,0,0,2651,6,0,0,0,0,5695,1518,24,4110,14,0,29,4001,14,0,0,0,140,5273,1068,88,4086,28,39,2,0,0,4099,912,54,3106,21,32,1,0,0,3828,858,128,2705,13,16,0,14,94,5035,1021,220,3726,33,107,4,3828,858,128,2792,22,70,1
47065003460,3,47065003460,2740,624,2069,3261,704,2506,3208,663,2494,2431,588,1817,2440,692,1713,2763,542,2078,5748,5566,68,100,8,7,0,99,1,0,1,0,7221,6817,251,130,12,7,4,0,0,5996,5824,61,86,0,15,0,85,0,0,0,0,0,7298,7023,127,94,1,18,11,92,1,0,0,12,42,7215,6904,127,75,29,78,2,0,0,5605,5402,82,50,19,51,2,0,0,5784,5290,165,60,22,17,1,9,220,7228,6503,250,141,67,236,5,5784,5290,165,82,36,185,5
47065003356,3,47065003356,411,122,285,459,144,311,454,131,318,389,108,280,390,132,257,395,105,274,700,495,65,68,63,4,0,68,53,0,8,0,836,577,81,80,93,9,7,0,0,713,489,80,57,72,4,0,56,65,0,0,9,0,847,572,99,73,112,9,8,58,86,0,1,1,29,743,656,23,25,32,8,1,0,0,566,506,16,18,25,4,1,0,0,629,507,22,40,18,0,2,11,29,792,608,43,60,40,23,3,629,507,22,45,24,15,3
47065003353,3,47065003353,67,50,14,81,55,21,81,53,23,62,52,10,63,55,7,53,38,8,99,64,6,21,7,2,0,17,6,0,0,0,132,86,7,27,9,6,0,0,0,97,64,2,23,8,2,0,18,7,0,0,0,0,132,87,2,31,11,2,0,20,8,0,0,0,17,121,82,6,32,2,2,0,0,0,97,67,3,25,2,2,0,0,0,88,49,2,34,0,0,0,0,3,107,68,2,34,2,0,0,88,49,2,34,2,0,0
47065003457,3,47065003457,1901,788,1073,2032,937,1054,2030,811,1183,1835,705,1115,1826,885,926,1873,686,1034,2377,2333,9,4,25,1,0,4,5,0,0,0,3397,3328,9,9,46,1,0,0,0,2383,2350,5,6,23,1,0,6,3,0,0,0,0,3322,3265,5,11,41,1,0,8,20,0,0,0,25,3044,2909,53,16,40,24,6,0,0,2256,2179,33,8,20,14,3,0,0,2357,2202,45,13,37,0,0,0,60,3189,2925,75,32,76,57,2,2357,2202,45,18,46,40,1
47137007056,6,47137007056,176,30,145,204,26,177,195,26,166,158,30,128,157,33,122,200,35,162,235,235,0,0,0,0,0,0,0,0,0,0,309,309,0,0,0,0,0,0,0,263,263,0,0,0,0,0,0,0,0,0,0,0,346,346,0,0,0,0,0,0,0,0,0,0,0,343,342,0,0,0,1,0,0,0,262,261,0,0,0,1,0,0,0,275,269,1,0,1,0,0,2,2,365,358,2,3,1,1,0,275,269,1,3,1,1,0
47065003443,3,47065003443,3058,816,2196,3384,977,2340,3336,893,2392,2930,757,2161,2918,911,1979,2909,652,2107,4996,4144,255,444,68,72,0,444,39,71,0,0,6748,5437,511,677,97,76,0,0,0,5033,4029,242,619,71,71,0,619,25,56,0,0,0,6978,5352,629,859,81,102,0,818,33,56,0,0,93,4566,4012,171,211,139,41,6,0,0,3547,3171,105,148,96,30,3,0,0,5833,4746,303,334,173,21,0,38,218,7663,6055,467,621,286,230,17,5833,4746,303,411,197,175,8
47137007051,6,47137007051,577,163,410,642,151,486,609,130,473,525,163,360,521,191,325,620,168,437,902,898,2,4,0,2,0,4,0,0,0,0,1151,1139,8,9,0,1,0,0,0,966,954,5,4,0,5,0,4,0,0,0,0,0,1247,1156,83,72,0,5,0,4,0,0,0,0,5,1240,1221,13,2,0,6,0,0,0,1020,1010,5,0,0,6,0,0,0,1006,965,18,0,5,2,0,3,13,1243,1188,22,13,8,17,2,1006,965,18,5,6,11,2
47137007054,6,47137007054,440,100,336,496,76,412,462,75,380,393,111,281,391,111,275,470,94,369,796,785,2,6,0,2,0,6,0,0,0,0,1014,1003,3,6,0,1,0,0,0,790,769,2,6,0,10,0,6,0,0,0,0,0,1039,1017,3,7,0,9,0,7,0,0,0,0,9,936,909,22,1,0,3,0,0,0,744,725,14,1,0,3,0,0,0,690,659,18,3,1,0,0,0,9,868,814,34,10,5,12,0,690,659,18,5,5,9,0
47159008304,6,47159008304,1117,249,850,1397,252,1125,1278,211,1027,1001,248,742,991,314,664,1110,246,832,2093,1958,31,71,0,33,0,67,0,13,0,0,2680,2483,43,115,28,33,0,0,0,2058,1946,45,52,0,21,0,48,0,5,0,0,0,2648,2468,53,96,35,22,0,73,5,4,0,3,40,2578,2477,30,47,10,16,0,0,0,1934,1870,15,30,9,14,0,0,0,2149,1973,22,39,15,6,0,1,93,2809,2548,37,77,31,101,1,2149,1973,22,50,19,67,1
47127006553,4,47127006553,612,98,504,753,100,639,721,93,616,525,87,425,525,116,402,627,101,507,1042,982,0,21,24,19,0,21,24,19,0,0,1379,1247,0,20,93,19,0,0,0,1049,1004,0,11,18,16,2,11,18,16,2,0,0,1342,1250,0,11,63,15,0,11,63,15,0,0,0,1219,1166,22,23,4,3,0,0,0,951,919,12,14,2,3,0,0,0,1043,1008,1,6,3,4,0,0,21,1312,1249,16,24,7,26,2,1043,1008,1,9,5,22,0
47159008301,6,47159008301,862,168,676,1031,184,841,962,137,795,765,165,587,763,205,550,918,168,715,2117,2096,0,18,0,0,0,18,0,0,0,0,2842,2803,0,27,0,0,0,0,0,1865,1839,0,13,0,18,0,13,0,0,0,0,0,2518,2463,0,22,5,17,0,22,5,0,0,12,17,2534,2353,95,45,10,35,3,0,0,1878,1753,64,29,6,28,3,0,0,1884,1716,66,38,5,9,0,0,50,2464,2207,101,76,11,65,1,1884,1716,66,47,9,46,1
47147007551,6,47147007551,2385,545,1805,3029,603,2383,2904,531,2309,2061,540,1512,2058,628,1400,2336,482,1760,4603,4389,66,133,0,21,0,133,0,5,0,0,6225,5798,126,234,3,24,0,0,0,4964,4778,58,98,3,26,0,98,0,5,0,0,0,6750,6253,132,216,14,21,0,182,5,7,0,117,42,5573,5095,144,251,30,63,3,0,0,4112,3783,89,172,19,52,3,0,0,4665,4104,144,193,19,2,0,13,190,6052,5250,219,315,46,184,9,4665,4104,144,214,36,139,3
47147007559,5,47147007559,1732,369,1337,2133,371,1739,2022,327,1650,1523,369,1139,1522,441,1054,1696,329,1307,2955,2654,186,88,29,9,0,84,9,5,0,0,4050,3590,312,117,54,58,0,0,0,2614,2385,125,72,29,13,0,64,9,5,0,0,0,3614,3262,229,91,44,63,0,67,8,4,0,0,48,4119,3834,139,110,26,14,1,0,0,3013,2832,76,82,18,13,1,0,0,3306,2977,119,73,4,13,0,10,110,4273,3833,184,119,29,75,1,3306,2977,119,93,23,62,0
47157008262,9,47157008262,3531,2612,854,4439,3379,998,4368,3255,1025,3018,2228,729,3021,2326,661,3367,2292,972,6498,2476,154,3632,236,0,0,3632,236,0,0,0,9194,3413,359,5053,435,0,0,0,0,4888,978,180,3323,416,0,0,3323,416,0,0,0,0,7673,1490,510,5209,525,0,0,5150,525,0,0,0,0,7761,3397,401,3486,464,44,17,0,0,5398,2545,235,2279,320,37,10,0,0,7291,1921,322,4402,399,8,0,29,210,9868,2356,504,6322,598,163,4,7291,1921,322,4536,448,120,1
47153007853,4,47153007853,851,156,681,1054,168,874,1007,141,844,751,157,589,746,187,546,830,115,682,1325,1266,13,4,0,27,0,0,0,0,0,0,1655,1545,46,12,0,52,0,0,0,1549,1474,21,15,0,36,0,0,0,0,0,0,0,1940,1828,47,15,0,54,0,0,0,0,0,0,68,1598,1519,45,5,6,27,3,0,0,1215,1164,23,4,3,22,1,0,0,1460,1354,37,3,5,1,0,2,58,1857,1695,67,18,18,59,2,1460,1354,37,9,14,50,0
47175009102,3,47175009102,478,102,368,601,108,484,555,94,442,429,101,327,426,117,304,468,101,353,1027,979,8,2,0,40,0,0,0,0,0,0,1282,1212,24,2,0,39,0,0,0,1018,981,10,0,0,25,0,0,0,0,0,0,0,1352,1285,37,0,0,30,0,0,0,0,0,0,30,994,971,11,1,3,10,1,0,0,775,759,7,1,0,8,1,0,0,1133,1073,16,1,5,1,0,0,37,1576,1500,21,16,18,22,0,1133,1073,16,5,16,18,0
47147007558,5,47147007558,636,130,496,755,142,604,730,118,594,579,130,443,578,151,418,633,115,496,1284,1215,0,42,0,21,0,42,0,21,0,0,1656,1563,0,53,1,48,0,0,0,1222,1181,0,17,0,21,0,17,0,20,0,0,0,1588,1529,0,27,1,36,0,15,1,20,0,0,18,1450,1324,73,30,11,12,1,0,0,1078,1003,37,23,7,9,1,0,0,1228,1090,41,29,1,6,0,7,54,1609,1411,67,44,20,63,3,1228,1090,41,32,6,54,0
