GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
47085004406,7,47085004406,973,265,693,1214,257,942,1162,222,897,850,275,568,848,315,520,969,242,684,1899,1842,41,4,0,4,4,0,0,0,0,0,2460,2348,89,4,0,5,7,0,0,1809,1766,28,4,0,4,10,0,0,0,10,0,0,2308,2207,54,3,0,3,9,0,0,0,9,0,41,2709,2655,23,11,7,15,0,0,0,2038,2004,15,5,4,13,0,0,0,2094,1987,14,14,8,7,0,1,63,2692,2505,48,52,16,65,3,2094,1987,14,22,12,47,1
47085004407,7,47085004407,1072,268,792,1258,255,984,1210,236,932,946,277,663,943,333,603,1135,237,859,2801,2676,2,0,64,57,0,0,64,57,0,0,3534,3363,15,0,96,57,0,0,0,2863,2718,0,32,60,60,0,28,60,60,0,0,0,3734,3539,13,26,95,59,0,25,95,59,0,0,5,2753,2663,47,15,7,33,1,0,0,2093,2038,24,5,6,22,1,0,0,2183,2030,50,12,3,6,0,5,77,2838,2596,84,43,23,82,4,2183,2030,50,20,11,59,3
47085004401,7,47085004401,1057,361,682,1171,323,833,1121,295,780,1036,394,634,1033,433,585,1024,314,684,1896,1799,35,43,0,19,0,43,0,0,0,0,2386,2288,36,44,0,55,0,0,0,1926,1861,13,43,9,2,0,43,9,0,0,0,0,2336,2172,13,69,8,14,0,45,8,0,0,80,24,2765,2503,41,185,9,32,3,0,0,2146,1960,23,139,4,22,0,0,0,2085,1859,38,120,5,5,0,3,55,2658,2335,67,178,12,40,3,2085,1859,38,130,8,33,0
47085004403,7,47085004403,688,269,407,949,320,620,887,276,566,494,228,262,495,241,247,873,341,492,2111,1882,61,155,0,9,0,155,0,0,0,0,2522,2269,90,216,0,33,0,0,0,2041,1842,61,121,1,15,0,121,1,0,0,0,0,2373,2144,93,201,1,20,0,119,1,0,0,5,15,2498,2205,57,210,20,18,0,0,0,1933,1716,43,154,14,14,0,0,0,2089,1835,63,129,13,7,0,1,41,2705,2317,93,224,21,36,5,2089,1835,63,146,15,31,0
47049002559,6,47049002559,271,53,215,313,57,255,296,50,240,245,53,191,243,65,174,279,42,232,580,581,0,0,0,0,0,0,0,0,0,0,847,825,0,0,19,0,0,0,0,541,535,0,0,0,0,0,0,0,0,0,0,0,847,830,0,0,15,0,0,0,9,0,0,0,4,630,613,13,1,1,4,1,0,0,510,501,5,0,0,3,0,0,0,488,463,7,2,1,0,0,0,15,605,579,8,4,2,10,1,488,463,7,3,2,10,1
47049002557,6,47049002557,620,87,519,694,64,620,647,59,575,561,96,454,557,107,438,664,97,547,1345,1288,18,8,3,26,0,6,3,0,0,0,1769,1679,46,18,3,28,0,0,0,1289,1222,32,8,4,22,0,8,4,0,0,0,0,1662,1575,58,11,4,23,0,11,4,0,0,0,23,1794,1739,25,9,4,17,0,0,0,1409,1381,13,4,3,8,0,0,0,1465,1391,25,2,3,1,0,0,43,1786,1697,33,8,5,44,0,1465,1391,25,3,5,43,0
47049002551,6,47049002551,394,58,332,472,73,397,449,67,380,357,54,299,350,70,274,395,47,344,549,549,0,0,0,0,0,0,0,0,0,0,547,547,0,0,0,0,0,0,0,487,484,0,4,0,0,0,4,0,0,0,0,0,553,496,0,57,0,0,0,4,0,0,0,0,52,769,759,3,0,0,7,0,0,0,627,618,2,0,0,6,0,0,0,633,616,0,0,0,2,0,0,15,771,745,4,3,0,20,0,633,616,0,1,0,16,0
47049002562,6,47049002562,812,119,679,1036,114,914,981,104,863,688,122,548,680,144,524,821,108,692,1522,1464,25,0,12,23,0,0,12,0,0,0,1960,1870,49,0,12,45,0,0,0,1525,1490,19,0,0,18,0,0,0,0,0,0,0,1911,1855,38,4,0,26,0,0,0,0,0,0,19,2050,2001,15,6,2,23,1,0,0,1553,1518,12,3,2,18,1,0,0,1679,1590,35,3,9,2,0,2,38,2239,2108,55,5,15,55,4,1679,1590,35,4,15,39,0
47049002552,6,47049002552,651,100,536,799,109,683,755,98,637,560,100,452,558,115,422,673,91,550,1171,1122,26,9,18,0,0,9,18,0,0,0,1577,1488,57,18,16,54,0,0,0,1278,1251,26,0,0,2,0,0,0,0,0,0,0,1684,1630,44,8,0,27,0,0,0,0,0,0,9,1685,1640,25,3,6,11,1,0,0,1260,1232,12,3,2,10,0,0,0,1387,1316,28,0,2,2,0,4,35,1804,1683,54,3,11,45,1,1387,1316,28,1,5,26,0
47083004302,7,47083004302,489,144,335,592,121,452,559,112,428,432,153,275,429,172,253,471,133,315,909,840,7,59,0,7,0,59,0,2,0,0,1143,1035,6,78,0,24,0,0,0,919,866,6,38,0,4,0,38,0,1,0,0,0,1177,1061,57,54,0,4,0,54,0,4,0,0,4,1242,1203,6,19,3,12,0,0,0,949,925,4,12,2,8,0,0,0,972,919,17,5,1,4,0,5,21,1232,1150,27,21,2,22,1,972,919,17,10,1,15,0
47083004303,7,47083004303,351,127,211,410,127,267,389,117,249,299,122,170,297,127,163,420,133,266,1051,922,0,130,0,2,0,130,0,0,0,0,1351,1183,0,158,0,14,0,0,0,1064,963,9,92,0,1,0,91,0,0,0,0,0,1439,1258,67,112,1,2,0,111,0,0,0,0,1,1216,1084,14,98,4,12,0,0,0,929,833,8,75,4,8,0,0,0,848,748,9,65,2,0,0,0,24,1091,937,33,102,6,21,0,848,748,9,75,4,15,0
47099005163,4,47099005163,916,128,779,1133,139,984,1061,129,912,802,128,671,797,155,632,950,117,806,1882,1832,8,18,3,12,0,18,1,0,0,0,2546,2393,9,79,10,12,1,0,0,2053,2037,2,5,10,1,0,5,10,0,0,0,0,2647,2523,6,49,22,1,0,48,22,0,0,36,6,2346,2273,21,18,8,26,0,0,0,1814,1768,9,11,4,22,0,0,0,1846,1769,16,15,8,4,0,0,34,2368,2241,39,38,12,44,2,1846,1769,16,25,11,30,1
47099005160,4,47099005160,789,146,627,1016,157,843,962,141,800,672,146,518,671,172,483,776,133,606,1832,1773,28,1,0,24,0,1,0,17,0,0,2745,2646,53,11,0,38,0,0,0,1610,1547,19,4,0,34,0,4,0,19,0,0,0,2433,2305,63,5,0,67,0,5,0,20,0,0,34,2437,2333,31,18,2,40,3,0,0,1620,1566,20,9,0,21,1,0,0,1933,1868,24,5,1,4,0,5,26,2845,2723,51,12,9,37,0,1933,1868,24,6,4,25,0
47099005173,4,47099005173,471,94,369,612,99,504,575,84,472,397,94,301,403,103,295,447,78,359,1193,1146,2,0,10,37,0,0,2,12,0,0,1678,1621,3,4,10,42,0,0,0,1169,1117,2,0,21,22,0,0,0,9,0,0,0,1629,1570,4,4,21,30,0,0,0,9,0,0,46,1337,1290,27,5,6,12,1,0,0,900,877,11,2,5,7,1,0,0,1090,1000,14,5,4,3,0,6,58,1521,1406,16,24,10,54,0,1090,1000,14,11,6,48,0
47099005151,4,47099005151,910,249,649,1103,261,828,1018,220,769,782,252,522,790,262,525,931,207,701,1737,1692,20,27,0,0,0,15,0,0,0,0,2169,2048,51,71,0,0,0,0,0,1584,1548,21,15,0,2,0,15,0,0,0,0,0,2075,1946,75,50,0,5,0,28,0,0,0,0,26,2368,2288,41,15,12,14,0,0,0,1800,1760,19,3,8,10,0,0,0,1834,1730,36,7,4,4,0,4,49,2410,2259,49,31,5,61,2,1834,1730,36,12,5,49,0
47099005159,4,47099005159,442,91,345,547,100,444,494,89,396,394,92,298,397,110,282,432,67,353,919,879,5,7,12,20,0,7,5,5,0,0,1179,1106,25,10,17,21,0,0,0,834,791,8,11,14,12,0,11,0,5,0,0,0,1093,1013,38,14,14,17,0,12,0,5,0,0,26,1017,956,20,21,10,11,0,0,0,773,736,11,12,7,8,0,0,0,916,836,25,15,5,0,0,3,32,1213,1062,47,56,7,35,0,916,836,25,17,5,27,0
47079004101,8,47079004101,1013,224,768,1218,229,967,1122,188,898,893,224,656,896,257,614,1084,220,830,2249,2105,8,108,10,10,0,108,10,0,0,0,2827,2627,40,136,12,12,0,0,0,2291,2150,10,106,10,16,0,106,10,0,0,0,0,3087,2841,94,116,15,18,0,106,15,3,0,0,26,2582,2408,30,119,11,16,0,0,0,2050,1917,22,87,9,13,0,0,0,2085,1909,56,56,4,2,0,3,55,2583,2342,75,75,21,70,1,2085,1909,56,59,7,54,1
47101005252,4,47101005252,539,102,428,636,120,511,618,105,497,480,101,375,484,114,365,544,74,450,1192,1165,24,0,0,0,0,0,0,0,0,0,1432,1373,51,1,1,0,0,0,0,1124,1049,51,18,0,0,0,18,0,0,0,0,0,1311,1217,71,18,0,0,0,18,0,0,0,5,0,1410,1315,43,15,10,26,1,0,0,1068,1018,22,5,4,17,1,0,0,1062,995,17,13,3,7,2,2,23,1405,1307,27,30,10,27,4,1062,995,17,16,10,20,3
47079004105,8,47079004105,1346,324,1003,1653,384,1240,1533,312,1186,1198,308,883,1198,384,804,1334,291,1004,2743,2557,55,111,11,7,0,105,11,5,0,0,3361,2954,130,260,14,14,0,0,0,3116,2970,45,83,1,14,0,83,1,11,0,0,0,4044,3679,62,291,1,23,0,291,1,9,0,0,6,3370,3147,53,134,22,12,2,0,0,2635,2490,33,80,15,12,1,0,0,2922,2605,55,132,17,9,0,9,95,3740,3232,92,276,33,79,0,2922,2605,55,150,22,64,0
47079004103,8,47079004103,1499,298,1180,1776,306,1445,1661,259,1365,1345,298,1036,1347,357,974,1552,274,1231,2148,2131,14,5,0,0,0,5,0,0,0,0,2734,2694,32,5,0,5,0,0,0,2196,2135,55,5,0,1,0,5,0,0,0,0,0,2787,2681,69,5,0,5,0,5,0,0,0,0,33,3056,2887,43,87,14,21,2,0,0,2282,2178,25,47,10,20,2,0,0,2403,2231,35,46,8,9,0,1,73,3082,2833,78,69,19,62,0,2403,2231,35,52,11,54,0
47079004109,8,47079004109,1316,434,853,1590,513,1052,1457,422,986,1171,416,741,1168,471,686,1372,403,912,2729,2283,65,374,7,1,0,370,7,0,0,0,3485,2864,128,484,7,1,0,0,0,2235,1902,51,272,1,7,0,272,0,5,0,0,0,2618,2148,89,369,1,7,0,320,0,5,0,0,54,3273,2856,50,319,35,11,0,0,0,2682,2402,31,209,26,10,0,0,0,2772,2331,61,243,64,4,0,10,59,3482,2863,101,357,102,49,0,2772,2331,61,264,68,38,0
47079004102,8,47079004102,657,156,492,806,161,637,750,126,598,555,150,399,560,179,369,712,167,535,1733,1616,63,26,5,23,0,26,5,16,0,0,2127,2006,61,25,6,24,0,0,0,1722,1664,3,22,3,27,0,22,3,20,0,0,0,1989,1879,1,21,3,29,0,21,3,20,0,0,62,1806,1681,28,72,6,19,2,0,0,1399,1306,20,53,3,14,1,0,0,1323,1160,32,75,4,6,0,4,42,1670,1455,53,101,10,54,0,1323,1160,32,82,9,42,0
47079004108,8,47079004108,1149,245,885,1426,258,1134,1339,228,1066,1011,245,755,1006,294,692,1202,231,944,2268,1995,60,164,46,4,0,164,46,0,0,0,2934,2504,161,211,59,4,0,0,0,2388,2220,59,75,30,4,0,75,30,0,0,0,0,3007,2702,168,108,32,4,0,78,32,0,0,0,32,3142,2834,125,151,5,24,2,0,0,2398,2185,81,107,4,21,2,0,0,2473,2166,145,88,7,7,0,3,57,3095,2672,189,154,13,96,1,2473,2166,145,92,10,68,0
47051002661,4,47051002661,120,18,102,162,18,144,155,17,137,103,18,85,102,14,85,118,19,98,330,311,7,3,0,3,0,3,0,0,0,0,376,358,8,3,1,3,0,0,0,380,340,12,7,11,4,0,7,6,0,0,0,0,412,364,12,6,21,5,0,6,6,0,0,0,17,420,416,1,0,0,3,0,0,0,348,344,1,0,0,3,0,0,0,340,310,10,1,2,1,0,2,14,408,372,11,1,5,18,0,340,310,10,1,4,14,0
47051002663,4,47051002663,660,148,505,828,144,679,787,139,636,556,151,401,553,159,386,726,145,555,1526,1429,16,46,1,30,1,44,1,0,1,0,1965,1811,54,48,4,43,3,0,0,1676,1551,23,64,1,39,1,63,1,2,1,1,0,2021,1838,45,85,4,45,3,63,1,1,1,7,66,2011,1887,65,32,14,19,4,0,0,1546,1456,47,19,9,19,2,0,0,1601,1487,27,35,3,5,0,0,44,2006,1833,46,63,11,40,0,1601,1487,27,43,6,31,0
47157008122,9,47157008122,1741,1383,323,1956,1580,341,1912,1486,391,1634,1290,323,1624,1349,258,1753,1333,306,4039,2467,61,1343,107,38,0,1311,101,15,18,0,4722,2700,117,1591,199,101,18,0,0,4255,2558,78,1515,72,18,0,1397,64,0,0,17,0,4926,2849,134,1732,125,66,23,1589,115,0,0,21,219,4522,3311,81,947,140,36,5,0,0,3969,3007,69,738,127,29,4,0,0,3964,2391,673,632,110,8,2,4,144,4481,2677,711,863,170,78,7,3964,2391,673,708,148,65,5
47157008091,9,47157008091,1773,555,1190,2007,693,1287,1979,562,1389,1657,502,1140,1652,588,1051,1710,481,1137,2020,1894,0,0,121,0,0,0,54,0,0,0,2838,2687,0,0,151,0,0,0,0,1915,1768,0,0,147,0,0,0,94,0,0,0,0,2613,2449,0,0,164,0,0,0,94,0,0,0,70,2976,2646,56,90,183,11,6,0,0,2156,1932,35,64,115,8,0,0,0,2301,1965,61,60,151,2,0,1,61,3131,2636,105,96,249,41,0,2301,1965,61,61,174,27,0
47157008071,8,47157008071,3005,777,2184,3515,1009,2457,3462,832,2586,2700,664,2013,2711,795,1885,2964,670,2167,3785,3372,1,227,136,26,0,227,135,1,15,0,5525,4592,1,344,548,54,0,0,0,3818,3300,5,342,161,1,0,342,160,1,0,15,0,5519,4602,46,461,412,29,0,459,396,1,0,0,16,5433,4561,118,287,450,37,2,0,0,3902,3308,72,211,293,28,1,0,0,4395,3431,123,215,526,7,0,9,84,6020,4550,167,306,870,95,8,4395,3431,123,234,538,51,8
47157008055,9,47157008055,3078,1241,1775,3692,1535,2092,3609,1435,2103,2696,1087,1559,2701,1200,1462,3102,1120,1867,4761,3377,28,1279,47,9,0,1273,36,0,18,0,6498,4365,55,2004,127,8,0,0,0,5427,3833,40,1441,118,4,0,1441,68,0,0,0,0,7049,4712,106,2071,221,1,9,2009,65,0,0,37,121,6845,4978,159,1552,127,50,3,0,0,4979,3738,103,1030,83,29,1,0,0,5055,3358,152,1266,81,12,2,14,170,6659,4272,269,1798,162,171,19,5055,3358,152,1318,107,120,6
47157008184,9,47157008184,1157,1001,118,1357,1165,160,1313,1097,147,972,796,104,971,849,97,1423,1286,115,3947,251,20,3636,0,45,0,3632,0,0,0,0,6939,266,98,6563,0,43,0,0,0,3820,207,20,3569,0,30,0,3565,0,0,0,0,0,7205,222,63,6886,0,31,0,6853,0,0,0,0,65,7213,581,58,6561,31,20,9,0,0,4479,526,36,3898,22,10,6,0,0,4118,371,105,3531,4,4,0,4,99,6459,413,183,5843,18,62,2,4118,371,105,3627,12,50,1
47157008101,9,47157008101,2884,2097,721,3428,2494,878,3363,2321,964,2591,1873,635,2607,2029,556,2919,2057,706,6605,3392,149,2751,279,60,0,2701,259,40,0,0,8298,3820,300,3403,752,58,0,0,0,6628,3475,157,2732,233,68,0,2660,208,20,0,0,0,8382,3931,400,3513,543,63,0,3394,493,18,0,24,122,8491,3825,164,3601,874,58,2,0,0,7135,3533,145,2716,719,49,1,0,0,7660,3581,281,2796,774,18,1,23,186,8974,3852,358,3701,981,108,11,7660,3581,281,2909,823,88,7
47077004002,7,47077004002,619,171,439,723,200,515,692,167,512,552,143,403,556,175,377,648,178,458,1331,1072,14,236,0,2,0,232,0,0,7,0,1750,1423,27,296,0,1,5,0,0,1498,1187,2,286,0,2,0,282,0,0,0,18,0,2017,1585,18,402,7,1,17,360,2,0,0,0,45,1798,1424,36,319,9,15,1,0,0,1362,1088,21,241,7,8,0,0,0,1218,952,33,176,3,3,2,0,49,1567,1193,49,274,11,40,6,1218,952,33,194,10,31,6
47045002361,9,47045002361,599,479,106,703,565,129,649,485,133,526,414,90,534,449,76,697,555,127,2746,1356,43,1238,40,60,0,1168,40,40,3,0,3892,1828,126,1841,81,72,4,0,0,2785,1303,47,1298,67,90,0,1130,67,50,0,3,0,3854,1740,132,1844,104,149,4,1543,100,52,0,0,286,3749,1506,84,2156,14,26,0,0,0,2615,1145,40,1424,10,22,0,0,0,2166,626,67,1374,5,5,2,3,84,3082,830,104,2084,15,64,7,2166,626,67,1425,12,47,4
47045002362,9,47045002362,973,304,647,1111,353,747,1057,314,714,877,256,597,868,309,545,1027,305,683,2937,2261,41,610,18,7,4,585,18,4,1,0,3607,2596,62,918,33,7,7,0,0,3147,2411,45,682,0,6,3,608,0,0,3,1,0,3868,2789,57,1031,1,20,3,807,0,0,2,0,215,3865,2924,89,802,23,27,2,0,0,3002,2378,57,532,19,20,1,0,0,2984,2112,89,645,18,1,3,4,112,3918,2620,177,997,46,72,11,2984,2112,89,681,33,60,10
47045002358,9,47045002358,990,104,873,1208,103,1089,1152,85,1049,852,104,739,854,120,724,1008,105,891,1872,1776,29,35,0,35,0,35,0,31,0,0,2565,2296,100,148,0,45,0,0,0,1557,1444,19,51,19,24,0,51,19,20,0,0,0,2105,1831,36,210,17,27,0,104,17,20,0,0,98,2249,2106,25,91,10,23,0,0,0,1720,1626,15,57,5,17,0,0,0,1796,1683,20,40,3,4,0,4,42,2374,2190,40,71,9,53,4,1796,1683,20,44,4,40,2
47109006151,7,47109006151,1096,195,873,1334,198,1112,1289,170,1073,938,195,715,938,220,704,1141,174,920,2349,2235,29,37,0,40,0,37,0,0,0,0,3109,2961,35,62,4,41,0,0,0,2298,2173,44,36,0,35,0,36,0,0,0,0,0,3081,2919,52,70,6,37,0,53,6,0,0,0,53,3070,2931,36,70,3,38,0,0,0,2372,2286,24,37,2,29,0,0,0,2463,2262,40,48,12,4,0,9,88,3174,2902,49,101,20,78,2,2463,2262,40,61,17,62,1
47109006155,7,47109006155,611,117,478,740,104,618,714,97,596,524,117,396,524,137,376,658,125,508,1361,1283,0,77,0,2,0,75,0,0,0,0,1735,1590,5,134,0,2,0,0,0,1479,1382,4,89,0,0,0,86,0,0,0,0,0,1855,1690,12,147,0,0,0,115,0,0,0,3,34,1781,1649,25,104,3,2,0,0,0,1350,1263,13,72,2,2,0,0,0,1304,1190,20,64,3,6,0,0,21,1614,1464,26,89,12,18,2,1304,1190,20,67,4,16,2
47085004405,7,47085004405,931,284,636,1153,285,855,1090,256,804,827,284,538,826,312,507,962,278,652,1701,1600,59,39,0,2,0,39,0,0,0,0,2245,2070,126,64,0,4,0,0,0,1708,1584,82,32,0,3,0,32,0,0,0,0,0,2282,2087,150,62,0,5,0,35,0,0,0,0,3,2549,2415,32,61,6,32,1,0,0,1968,1901,15,20,3,24,1,0,0,2067,1938,25,18,7,0,0,9,70,2798,2505,45,119,16,71,4,2067,1938,25,31,12,47,2
47169008801,6,47169008801,276,113,160,360,135,221,322,107,209,237,108,129,233,118,113,281,114,159,780,554,4,208,3,14,0,203,3,11,0,0,961,661,7,263,13,14,0,0,0,853,676,5,146,4,21,0,143,4,10,0,0,0,1134,826,8,180,4,30,0,141,4,10,0,0,146,784,642,23,115,1,4,0,0,0,587,485,14,85,1,4,0,0,0,655,509,16,85,2,0,0,0,43,889,659,38,135,12,44,0,655,509,16,92,5,30,0
47169008807,6,47169008807,229,106,119,285,119,161,251,91,155,202,103,96,199,107,89,239,120,112,723,616,1,104,1,3,0,104,1,3,0,0,882,733,7,133,6,3,0,0,0,740,661,1,68,1,7,0,68,1,3,0,0,0,902,754,5,94,2,11,0,76,2,3,0,0,63,773,542,24,200,6,3,0,0,0,586,412,17,153,4,3,0,0,0,645,459,16,140,1,0,0,6,23,817,573,21,184,11,18,2,645,459,16,148,3,8,0
47157008057,9,47157008057,2154,775,1327,2514,977,1493,2463,881,1512,1914,679,1205,1915,757,1118,2229,686,1420,4063,3026,121,797,73,81,0,758,73,0,0,0,5244,3699,180,1222,157,78,0,0,0,4018,3099,147,634,103,70,0,599,99,0,0,0,0,5271,3873,164,1027,211,70,0,782,178,0,0,0,275,5056,4185,167,571,116,36,6,0,0,3924,3350,99,371,80,30,2,0,0,3916,2922,178,574,79,8,3,12,140,5079,3649,282,903,118,121,9,3916,2922,178,622,89,87,9
47157008089,9,47157008089,3600,1293,2248,4059,1616,2395,3997,1362,2582,3344,1143,2177,3340,1385,1931,3538,1094,2248,4496,4219,54,76,88,60,0,76,68,0,0,0,6065,5631,82,125,152,60,0,0,0,4560,4220,68,121,121,33,0,121,102,0,0,0,0,6053,5458,86,256,195,36,0,256,164,0,0,23,67,6269,5655,120,215,256,30,2,0,0,4925,4497,77,146,184,24,2,0,0,5032,4335,142,160,267,3,0,15,110,6501,5511,204,260,410,89,3,5032,4335,142,183,292,62,1
47157008176,9,47157008176,2403,1379,956,2890,1749,1073,2827,1630,1109,2129,1179,888,2113,1314,757,2382,1230,979,4923,3419,123,1330,14,8,0,1330,14,0,33,0,6783,3875,613,2203,80,19,20,0,0,5166,3385,136,1603,11,10,0,1398,11,0,0,15,0,7101,3748,562,2694,84,11,15,2352,69,0,0,0,371,7094,4159,804,1991,111,56,12,0,0,5460,3579,518,1251,79,44,4,0,0,5666,3059,761,1527,92,16,2,37,172,7320,3512,1206,2302,163,196,15,5666,3059,761,1608,132,145,13
47157008174,9,47157008174,2372,1076,1250,2691,1313,1327,2678,1144,1504,2202,969,1221,2204,1157,1025,2306,911,1210,2999,2853,19,90,39,10,0,80,34,0,0,0,4140,3785,35,133,149,9,0,0,0,3107,2927,83,49,57,2,0,49,52,0,0,0,0,4180,3729,96,81,207,0,0,68,193,0,0,66,25,4110,3794,62,92,135,18,2,0,0,3165,2967,38,52,91,15,2,0,0,3366,2956,86,68,134,1,6,14,101,4310,3717,144,127,211,84,8,3366,2956,86,93,153,56,7
47045002359,9,47045002359,639,109,519,776,126,644,737,107,614,545,108,429,549,117,417,671,108,552,1236,934,60,240,0,4,0,240,0,0,0,0,1691,1255,66,360,1,7,0,0,0,960,833,40,80,0,4,0,80,0,0,0,0,0,1408,1275,48,79,0,7,0,79,0,0,0,0,7,1885,1698,27,140,5,21,5,0,0,1426,1293,15,107,2,13,2,0,0,1256,1129,19,85,2,0,0,0,21,1681,1493,41,124,3,23,0,1256,1129,19,90,3,16,0
47101005254,4,47101005254,634,247,376,790,262,516,758,249,490,558,247,306,560,259,298,597,193,357,1008,968,11,18,11,0,0,18,11,0,0,0,1233,1163,21,27,27,0,0,0,0,1025,1005,5,22,0,0,0,22,0,0,0,0,0,1244,1214,12,23,0,1,0,23,0,0,0,0,1,1362,1313,17,17,3,9,2,0,0,1044,1019,11,4,2,8,1,0,0,1222,1123,29,3,5,8,1,9,44,1532,1402,43,12,16,26,6,1222,1123,29,6,12,24,4
47157008136,9,47157008136,1553,1082,425,1739,1277,437,1693,1156,490,1389,926,417,1387,1012,346,1717,1190,440,3496,1679,79,1634,80,30,0,1634,80,0,0,0,4418,1869,77,2330,126,30,0,0,0,3264,1552,59,1534,110,10,0,1534,110,0,0,0,0,4019,1716,56,2074,173,9,0,2064,173,0,0,0,9,4526,1581,155,2700,75,28,0,0,0,3558,1432,115,1946,55,18,0,0,0,3504,1597,135,1620,62,6,4,10,70,4389,1774,212,2272,99,54,7,3504,1597,135,1671,71,38,7
47157008103,9,47157008103,1040,937,73,1282,1162,98,1203,1055,90,874,755,73,859,790,55,1196,1116,54,3379,499,20,2788,41,42,0,2746,38,12,0,0,4583,529,61,3904,93,40,0,0,0,3387,452,8,2917,20,15,0,2763,20,0,0,0,0,4513,490,50,3962,42,17,0,3766,42,0,0,0,163,6040,467,56,5366,159,62,9,0,0,4241,456,41,3601,139,51,6,0,0,4100,392,51,3517,40,11,0,17,72,5305,446,78,4715,64,45,3,4100,392,51,3593,46,34,2
47079004104,8,47079004104,845,369,456,1077,450,604,992,391,557,697,311,375,704,341,351,968,438,501,2481,1749,56,555,0,112,0,554,0,44,0,0,3332,2349,72,737,1,185,0,0,0,2613,1774,72,685,0,99,0,668,0,44,0,0,0,3433,2219,145,932,1,160,0,770,1,44,0,0,255,3533,2474,60,972,15,32,1,0,0,2680,1923,33,706,9,27,1,0,0,2420,1602,37,600,15,8,0,21,137,3140,2005,82,868,35,107,2,2420,1602,37,642,24,79,2
47053002771,8,47053002771,442,52,386,528,64,458,506,44,448,395,49,343,396,77,310,476,78,396,779,743,0,2,0,26,9,2,0,26,0,0,1033,979,3,4,0,28,20,0,0,767,737,0,0,4,25,4,0,4,22,4,0,0,979,928,7,1,1,24,17,0,1,20,17,0,6,1135,1098,8,20,2,9,0,0,0,855,834,3,10,2,7,0,0,0,840,794,7,9,0,3,2,2,23,1069,1003,11,16,5,25,4,840,794,7,11,3,21,4
47085004402,7,47085004402,1018,302,700,1227,284,924,1161,252,869,887,318,564,890,343,536,1105,293,773,1978,1773,30,116,5,74,0,96,5,38,0,0,2654,2249,62,286,5,105,6,0,0,1967,1808,42,88,11,40,0,63,7,17,0,0,0,2692,2288,83,297,13,63,0,64,5,41,0,0,213,2671,2557,58,28,7,25,6,0,0,2006,1942,28,12,2,18,4,0,0,2025,1881,37,34,4,7,0,1,61,2676,2464,50,71,27,61,6,2025,1881,37,46,10,42,5
47085004408,7,47085004408,214,69,140,259,61,196,243,52,177,179,73,102,179,79,93,244,64,171,576,537,0,12,5,19,0,12,5,7,0,0,744,685,0,19,3,33,10,0,0,590,541,3,24,3,16,0,24,3,13,0,0,0,778,709,4,25,3,34,0,25,3,34,0,0,0,685,639,13,12,0,15,5,0,0,544,509,11,10,0,11,3,0,0,492,444,10,6,0,3,0,0,29,612,535,17,22,12,31,3,492,444,10,10,7,24,1
