GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_LtG,Dem_2018_LtG,Rep_2018_LtG,Total_2017_SenSp,Dem_2017_SenSp,Rep_2017_SenSp,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
01089000008,1,01089000008,1406,699,677,1694,830,827,1700,909,787,1294,634,658,1277,587,689,1279,557,722,1116,707,373,1391,551,731,1371,515,853,2103,2007,43,12,36,16,0,12,30,14,0,0,2521,2384,57,16,50,15,1,0,0,2171,2077,33,7,40,16,0,7,18,16,0,0,0,2640,2476,45,9,81,15,1,9,38,15,1,6,54,2487,2230,53,139,24,35,4,0,0,2014,1828,33,101,19,29,2,0,0,2204,1922,53,106,31,9,0,8,75,2662,2279,79,156,64,74,3,2204,1922,53,124,43,55,1
01067000008,6,01067000008,221,65,154,266,66,193,260,77,183,208,64,144,197,66,131,199,55,144,146,52,91,252,61,185,244,67,177,426,200,28,198,0,1,0,198,0,0,0,0,456,209,36,215,0,1,0,0,0,523,216,29,274,0,1,0,274,0,0,0,0,0,586,231,34,324,0,1,0,308,0,0,0,0,11,642,509,7,126,2,0,0,0,0,499,406,3,90,2,0,0,0,0,445,317,11,110,1,1,0,2,3,541,390,13,125,4,4,0,445,317,11,110,3,1,0
01129000025,4,01129000025,639,154,481,724,121,593,716,165,550,623,156,464,611,205,406,603,141,462,425,130,288,753,158,580,737,165,571,1174,869,77,215,0,13,0,211,0,2,0,0,1508,1085,76,330,0,13,0,0,0,1139,969,0,159,0,12,0,155,0,0,0,0,0,1469,1211,0,244,0,12,0,187,0,0,0,5,66,1681,1255,9,412,1,7,0,0,0,1249,962,6,277,1,5,0,0,0,1165,867,20,234,0,8,0,4,32,1535,1082,22,374,5,51,3,1165,867,20,242,3,31,1
01027001001,5,01027001001,265,33,231,317,27,289,317,36,280,242,31,211,237,34,203,238,26,212,186,34,151,304,28,270,294,37,257,388,379,0,0,8,0,0,0,8,0,0,0,499,472,17,0,8,17,0,0,0,484,467,0,2,14,0,0,2,14,0,0,0,0,572,548,12,3,13,12,0,3,13,0,0,0,0,580,522,4,45,0,9,0,0,0,437,399,4,27,0,7,0,0,0,459,411,13,23,1,0,0,0,11,561,501,15,35,4,13,3,459,411,13,28,3,10,3
01003000029,7,01003000029,548,101,444,728,119,602,728,165,563,464,82,382,463,86,376,461,71,390,358,90,261,555,80,459,541,78,461,995,956,21,2,0,15,0,2,0,13,0,0,1160,1116,25,2,0,18,0,0,0,951,930,17,2,0,3,0,2,0,3,0,0,0,1053,1029,21,2,0,2,0,2,0,2,0,0,0,1044,982,28,10,5,19,1,0,0,862,820,19,6,4,13,1,0,0,1010,900,25,0,7,6,2,5,65,1178,1043,34,18,17,46,4,1010,900,25,9,13,42,3
01029000404,5,01029000404,470,31,438,586,28,553,570,38,532,429,30,398,426,32,394,427,27,400,242,28,214,559,35,517,544,49,495,996,929,10,28,0,31,0,28,0,1,0,0,1198,1129,11,28,0,28,0,0,0,992,921,2,30,0,34,0,30,0,1,0,0,0,1253,1184,4,28,0,34,0,28,0,1,0,0,33,1264,1246,11,3,3,2,1,0,0,960,943,10,2,2,1,0,0,0,1008,968,17,0,3,0,0,0,20,1389,1336,19,5,5,23,1,1008,968,17,2,5,18,1
01043000211,2,01043000211,465,66,396,620,83,525,619,106,513,401,67,334,391,61,330,396,55,341,301,47,240,508,58,439,498,76,422,1281,1281,0,0,0,0,0,0,0,0,0,0,1701,1701,0,0,0,0,0,0,0,1268,1268,0,0,0,0,0,0,0,0,0,0,0,1728,1728,0,0,0,0,0,0,0,0,0,0,0,1244,1106,103,4,2,28,1,0,0,946,875,47,1,1,20,1,0,0,1067,954,67,0,2,4,0,3,37,1370,1198,112,4,5,44,0,1067,954,67,2,2,35,0
01053000100,7,01053000100,61,3,58,70,2,68,70,3,67,59,6,53,57,7,50,57,5,52,42,3,39,72,3,67,61,4,57,106,100,0,2,0,0,0,2,0,0,0,0,110,112,1,2,0,0,0,0,0,95,90,0,1,0,0,0,1,0,0,0,0,0,110,103,1,2,0,0,0,2,0,0,0,0,0,182,163,6,7,0,6,0,0,0,136,122,3,5,0,6,0,0,0,139,126,0,2,0,0,0,0,11,174,158,1,6,2,8,0,139,126,0,5,1,7,0
01077000009,2,01077000009,1218,281,924,1515,281,1214,1511,352,1154,1095,278,816,1092,282,805,1090,255,835,853,271,566,1288,249,995,1265,316,949,2115,1905,10,190,4,0,1,161,4,0,0,0,2628,2319,16,276,10,0,1,0,0,2036,1823,11,182,20,0,1,149,6,0,1,0,0,2518,2229,17,226,37,0,1,184,10,0,1,0,69,2238,2110,37,70,8,18,0,0,0,1795,1709,16,52,5,17,0,0,0,2627,2360,50,115,22,10,0,5,65,3234,2890,61,158,41,71,7,2627,2360,50,121,30,52,2
01103002701,2,01103002701,227,35,191,298,37,259,298,49,248,189,34,155,186,28,158,188,26,162,148,30,116,248,31,215,245,28,217,446,396,10,18,9,15,0,18,9,15,0,0,571,499,12,25,9,27,0,0,0,439,398,4,11,11,10,0,11,11,9,0,0,0,593,538,4,19,11,20,0,19,11,20,0,0,1,542,522,3,3,3,11,0,0,0,393,383,1,0,1,8,0,0,0,417,380,8,0,1,4,0,2,22,529,478,14,1,2,25,3,417,380,8,0,2,22,0
01095000016,1,01095000016,608,87,517,805,96,697,803,125,676,513,67,444,510,50,460,510,53,457,362,86,266,685,77,586,671,104,565,1579,1296,253,3,22,5,0,3,21,1,0,0,2340,1723,585,8,31,4,0,0,0,1642,1303,311,3,19,11,0,3,16,0,0,0,0,2603,1731,842,6,24,11,0,5,18,0,0,0,14,2008,1542,417,33,8,32,6,0,0,1435,1180,228,13,6,22,2,0,0,1562,1232,275,1,0,5,4,6,39,2207,1596,530,21,6,72,4,1562,1232,275,4,2,58,4
01071000017,1,01071000017,68,10,58,91,8,83,89,8,81,56,12,44,57,13,44,57,12,45,45,14,31,79,9,68,75,11,64,172,160,6,0,0,8,0,0,0,4,0,0,222,189,17,3,0,11,0,0,0,184,170,6,0,0,10,0,0,0,4,0,0,0,229,203,15,0,0,10,0,0,0,6,0,0,5,219,210,2,5,0,2,0,0,0,150,148,0,0,0,2,0,0,0,129,117,5,0,0,6,0,0,1,144,126,7,0,0,11,0,129,117,5,0,0,7,0
01031000005,7,01031000005,100,18,82,125,19,106,124,26,98,87,15,72,87,19,68,87,16,71,68,18,50,109,13,92,103,16,87,172,161,0,1,0,9,0,0,0,4,0,0,233,216,3,3,0,8,0,0,0,168,152,0,5,0,7,0,1,0,4,0,0,0,240,219,6,5,1,10,0,1,0,3,0,0,7,223,211,1,1,0,10,0,0,0,182,173,1,1,0,7,0,0,0,194,171,0,6,0,3,0,0,14,265,226,7,12,0,15,0,194,171,0,9,0,11,0
010330002-5,2,010330002-5,542,150,387,650,130,515,648,166,482,507,162,344,502,167,335,495,142,353,342,142,194,597,132,451,585,154,430,1034,949,27,41,13,0,0,41,12,0,0,0,1323,1189,71,51,12,0,0,0,0,996,920,22,35,16,0,0,35,15,0,0,0,0,1257,1149,44,44,16,0,0,44,15,0,0,0,0,1029,790,14,215,6,13,1,0,0,803,633,6,153,3,9,0,0,0,906,778,17,79,1,6,0,0,25,1158,1000,23,105,2,24,0,906,778,17,85,2,20,0
01103001701,2,01103001701,674,102,568,843,110,717,846,144,702,598,90,508,600,100,500,599,76,523,438,84,345,723,81,619,707,103,604,1108,975,9,52,42,28,0,48,42,8,0,0,1598,1109,320,94,42,36,0,0,0,1473,1315,20,13,64,67,0,9,60,0,0,0,0,1969,1493,314,22,61,66,0,16,58,0,0,0,86,1808,1549,155,18,3,79,0,0,0,1363,1217,74,12,2,56,0,0,0,1427,1142,185,19,0,11,0,0,70,1815,1375,308,44,6,82,0,1427,1142,185,25,5,68,0
01005000002,6,01005000002,261,69,192,320,81,238,320,86,234,232,68,164,230,66,164,229,63,166,188,56,132,273,70,203,260,69,190,461,225,30,200,0,7,0,199,0,4,0,0,560,249,61,247,1,8,0,0,0,438,205,32,195,0,9,0,191,0,4,0,0,0,559,217,93,243,1,9,0,237,1,4,0,0,5,658,432,39,180,1,4,13,0,0,537,361,26,148,1,2,8,0,0,530,367,14,134,4,2,0,2,7,653,444,30,163,4,13,0,530,367,14,135,4,6,0
01013000007,6,01013000007,221,26,194,268,18,246,268,26,242,217,30,186,215,41,173,213,28,184,129,21,105,234,25,208,229,34,195,408,244,2,160,0,0,0,160,0,0,0,0,467,276,25,166,0,0,0,0,0,443,251,3,170,0,18,0,170,0,18,0,0,0,500,286,21,172,0,18,0,172,0,18,0,0,0,501,442,6,50,5,0,0,0,0,398,354,4,37,3,0,0,0,0,399,354,3,37,4,0,0,0,1,484,416,6,55,7,1,1,399,354,3,37,4,1,0
01031000003,7,01031000003,337,104,232,417,111,303,416,126,290,296,88,205,295,95,200,293,83,210,239,85,154,386,108,273,375,97,277,579,471,5,94,0,8,0,93,0,1,0,0,749,567,7,151,10,11,4,0,0,629,488,4,111,0,21,0,109,0,1,0,0,0,776,566,9,169,1,28,4,133,1,2,0,0,58,798,504,7,270,1,20,1,0,0,637,415,2,207,0,14,0,0,0,673,479,9,149,0,8,0,0,28,807,573,12,185,3,43,3,673,479,9,158,1,34,2
01035000043,4,01035000043,228,143,85,271,162,109,270,163,107,194,118,76,194,126,68,194,122,72,173,118,55,256,155,101,241,153,88,353,168,6,177,3,0,0,177,3,0,0,0,439,182,17,225,15,0,0,0,0,363,168,7,184,3,0,0,184,3,0,0,0,0,492,193,15,273,11,0,0,273,3,0,0,0,9,466,214,9,251,0,0,0,0,0,337,168,6,169,0,0,0,0,0,322,145,9,165,0,1,0,0,2,393,169,9,212,1,6,1,322,145,9,167,1,4,1
01035000511,4,01035000511,144,12,132,172,9,161,172,18,154,126,13,113,124,10,114,124,11,113,106,10,94,165,12,153,159,15,144,299,236,0,53,12,0,0,53,12,0,0,0,398,324,0,60,12,0,0,0,0,299,241,0,60,0,0,0,60,0,0,0,0,0,366,296,0,70,0,0,0,70,0,0,0,0,0,376,352,0,16,0,7,0,0,0,291,281,0,7,0,3,0,0,0,267,245,0,5,3,6,0,0,8,334,299,1,16,5,16,0,267,245,0,6,4,12,0
01035000071,4,01035000071,50,18,32,61,22,38,59,26,33,48,15,33,48,16,32,45,12,33,45,19,26,58,16,41,56,15,41,58,33,0,23,0,0,0,23,0,0,0,0,69,37,0,33,0,0,0,0,0,69,44,0,23,0,0,0,23,0,0,0,0,0,80,47,0,37,1,0,0,37,1,0,0,0,0,111,58,1,53,0,0,0,0,0,100,55,0,45,0,0,0,0,0,89,50,1,34,0,0,0,0,4,115,68,1,44,1,2,1,89,50,1,36,1,2,1
01041000015,7,01041000015,151,50,100,178,52,124,178,62,116,143,45,98,140,52,88,139,46,93,102,40,61,155,44,107,145,47,97,258,154,4,85,0,12,0,85,0,11,0,0,337,201,6,113,0,12,0,0,0,265,142,11,92,0,13,0,92,0,11,0,0,0,361,183,15,144,0,14,0,144,0,12,0,0,3,389,244,0,137,2,7,0,0,0,292,193,0,92,2,6,0,0,0,252,157,1,85,3,0,0,2,4,358,198,2,150,5,2,0,252,157,1,87,4,2,0
01041000013,7,01041000013,501,107,393,606,102,503,600,117,483,477,108,365,469,137,332,471,99,372,323,85,236,552,108,435,546,105,440,929,734,5,188,0,4,0,188,0,0,0,0,1262,933,5,316,0,4,6,0,0,906,720,0,180,0,7,0,180,0,0,0,0,0,1204,930,0,259,0,6,5,237,0,0,5,0,28,1220,1033,19,153,2,15,0,0,0,910,769,13,115,2,13,0,0,0,950,805,12,108,0,0,0,1,24,1249,1053,23,150,3,23,1,950,805,12,112,2,15,1
01115000010,5,01115000010,731,81,646,944,102,833,943,130,813,626,72,554,625,71,553,625,63,562,469,80,380,824,71,738,827,101,723,1692,1670,1,4,9,8,0,4,3,8,0,0,2205,2178,1,3,17,8,0,0,0,1698,1642,0,33,18,0,0,33,10,0,0,0,0,2198,2099,4,66,27,0,0,66,10,0,0,0,16,2169,2052,55,46,7,13,1,0,0,1609,1545,28,21,4,13,1,0,0,1706,1527,60,54,0,3,0,2,60,2261,2010,91,75,5,64,0,1706,1527,60,60,0,53,0
01099000011,4,01099000011,26,0,26,34,0,34,34,0,34,26,5,21,25,1,24,24,0,24,21,0,21,29,2,27,28,2,26,55,14,0,40,0,0,0,40,0,0,0,0,68,19,0,48,0,0,0,0,0,54,14,0,39,0,0,0,39,0,0,0,0,0,71,19,0,52,0,0,0,52,0,0,0,0,0,77,52,5,19,1,0,0,0,0,59,41,3,14,1,0,0,0,0,50,32,1,16,0,1,0,0,0,62,37,1,20,2,3,0,50,32,1,17,0,1,0
01043000040,2,01043000040,462,55,402,558,56,496,557,72,485,403,53,349,400,58,342,398,44,354,309,51,253,543,47,480,533,68,465,890,879,0,7,0,4,0,7,0,0,0,0,1098,1085,0,7,0,5,0,0,0,1191,1177,0,8,0,6,0,8,0,0,0,0,0,1477,1449,0,8,0,7,0,8,0,0,0,0,19,1100,1037,23,16,3,18,0,0,0,871,833,15,7,1,14,0,0,0,909,849,17,9,1,0,0,2,31,1165,1085,27,18,2,29,0,909,849,17,13,1,28,0
01105000013,4,01105000013,77,42,35,88,47,40,86,49,37,66,39,26,64,39,25,66,38,28,64,36,28,85,43,41,83,42,41,86,41,0,47,0,0,0,47,0,0,0,0,123,48,0,76,0,0,0,0,0,69,41,0,33,0,0,0,33,0,0,0,0,0,82,43,0,39,0,0,0,39,0,0,0,0,0,127,82,3,42,1,2,0,0,0,101,67,2,31,1,2,0,0,0,53,36,1,14,0,2,0,0,0,62,42,2,18,0,2,0,53,36,1,15,0,2,0
01099000013,4,01099000013,262,23,238,319,14,302,319,30,288,235,29,206,231,33,198,224,20,204,180,14,165,282,19,261,274,24,250,392,346,14,28,0,6,0,28,0,2,0,0,490,442,13,29,0,7,0,0,0,487,437,20,7,0,23,0,7,0,14,0,0,0,622,573,20,7,0,23,0,7,0,14,0,0,13,680,632,1,19,3,23,0,0,0,458,431,0,12,1,15,0,0,0,399,343,1,11,0,11,0,3,30,518,449,1,22,2,25,1,399,343,1,16,2,22,1
01025000019,4,01025000019,119,29,90,134,27,106,134,32,102,115,28,87,115,29,86,113,26,87,89,25,63,120,28,90,119,29,90,144,121,0,22,0,0,0,19,0,0,0,0,187,158,4,25,0,1,0,0,0,131,99,0,27,0,1,0,21,0,0,0,0,0,181,130,1,47,0,1,0,42,0,0,0,0,7,186,137,0,49,0,0,0,0,0,148,111,0,37,0,0,0,0,0,159,120,3,30,1,0,0,0,5,214,145,4,56,1,6,0,159,120,3,30,1,0,0
01107005400,4,01107005400,53,9,44,62,13,48,62,14,48,53,9,44,53,8,45,53,7,46,39,11,26,54,4,49,51,4,47,73,59,0,11,0,0,0,11,0,0,0,0,97,76,0,17,0,0,0,0,0,86,71,0,12,0,0,0,12,0,0,0,0,0,105,90,0,17,0,0,0,17,0,0,0,0,0,113,96,3,11,1,4,0,0,0,92,79,1,9,1,4,0,0,0,79,64,1,7,1,0,0,0,6,89,68,1,16,1,4,0,79,64,1,10,1,3,0
01001000002,5,01001000002,2031,472,1534,2432,535,1857,2433,614,1811,1843,429,1414,1833,487,1346,1844,391,1450,1345,423,898,2310,348,1863,2285,384,1895,3580,3110,90,340,25,0,0,340,15,0,25,0,5076,3967,92,929,88,0,23,0,0,3355,3055,35,225,40,15,0,210,30,0,0,0,0,4705,3857,36,673,139,15,0,658,80,0,0,0,74,4313,3860,78,267,90,24,7,0,0,3223,2933,48,167,58,15,5,0,0,3797,3007,115,433,65,15,2,5,155,4857,3657,182,729,141,152,9,3797,3007,115,465,88,107,7
01037000108,5,01037000108,392,67,322,438,57,374,439,63,375,372,72,299,373,71,302,372,64,308,305,61,236,422,68,345,415,83,331,490,482,3,4,0,0,0,4,0,0,0,0,524,516,3,5,0,0,0,0,0,548,539,3,6,0,0,0,6,0,0,0,0,0,563,549,3,7,0,0,0,7,0,0,0,1,0,788,697,3,84,1,3,0,0,0,672,598,3,67,1,3,0,0,0,597,522,2,55,0,0,0,0,18,674,584,4,69,0,23,1,597,522,2,60,0,16,0
01047009343,4,01047009343,872,800,70,924,841,71,916,848,68,829,735,93,825,760,65,821,750,71,787,742,45,952,876,72,933,839,93,1638,48,20,1571,0,0,0,1571,0,0,0,0,2271,50,20,2222,0,0,0,0,0,1473,45,10,1419,0,0,0,1419,0,0,0,0,0,2089,49,8,2044,0,0,0,2036,0,0,0,0,0,2375,250,17,2106,7,12,3,0,0,1727,232,10,1478,6,11,3,0,0,1617,129,10,1427,5,2,0,0,44,2070,133,11,1926,10,15,4,1617,129,10,1479,10,7,4
01001000017,5,01001000017,1365,485,864,1635,540,1071,1626,607,1017,1222,444,778,1215,474,740,1208,427,781,924,401,500,1571,437,1073,1550,453,1093,2538,1799,40,650,10,15,4,650,10,0,20,0,3504,2284,233,912,87,14,31,0,0,2628,1889,20,680,15,15,0,680,15,0,0,15,0,3692,2361,180,1091,94,15,0,1041,44,0,0,0,65,3371,2536,87,672,38,38,9,0,0,2477,1926,52,443,25,26,7,0,0,2483,1779,59,537,11,7,4,3,83,3213,2220,99,766,31,87,8,2483,1779,59,555,19,59,6
01023000037,4,01023000037,63,53,10,73,62,11,73,63,10,54,44,10,52,42,10,51,42,9,46,39,7,79,66,12,78,63,15,84,36,0,52,0,0,0,52,0,0,0,0,114,40,0,73,0,0,0,0,0,102,39,0,63,0,0,0,63,0,0,0,0,0,128,44,0,84,0,0,0,84,0,0,0,0,0,168,39,0,128,0,0,0,0,0,124,34,0,91,0,0,0,0,0,93,3,1,85,0,0,0,0,4,122,10,1,107,1,4,0,93,3,1,86,1,3,0
01011000005,6,01011000005,102,69,33,129,82,47,127,82,45,90,62,28,89,65,24,89,63,26,85,64,21,120,79,41,115,74,40,143,31,0,115,0,0,0,115,0,0,0,0,176,31,0,145,0,0,0,0,0,131,31,0,101,0,0,0,101,0,0,0,0,0,158,32,0,126,0,0,0,126,0,0,0,0,0,173,33,0,139,0,0,0,0,0,132,30,0,100,0,0,0,0,0,169,42,0,123,1,0,1,0,2,202,50,2,146,1,2,1,169,42,0,124,1,1,1
01059000001,2,01059000001,378,38,339,468,24,441,469,35,433,342,59,283,336,70,266,329,32,297,223,35,188,445,25,410,423,63,360,652,614,11,6,0,18,0,6,0,18,0,0,791,698,60,16,1,19,0,0,0,818,793,9,6,0,11,0,6,0,11,0,0,0,978,900,50,11,0,10,0,9,0,10,0,1,0,941,902,13,5,0,19,0,0,0,724,698,8,2,0,16,0,0,0,691,642,24,2,0,3,0,3,17,867,790,39,9,2,28,0,691,642,24,2,0,21,0
01059000012,2,01059000012,171,30,140,220,22,195,216,36,180,150,31,118,145,47,98,148,26,122,99,21,77,222,30,185,211,46,165,417,388,9,22,0,0,0,22,0,0,0,0,511,458,29,26,0,0,0,0,0,535,520,0,15,3,1,0,15,1,0,0,0,0,610,585,6,14,6,0,0,14,1,0,0,0,5,557,520,10,8,16,7,0,0,0,417,393,4,5,10,6,0,0,0,427,368,22,13,0,2,0,0,22,540,453,38,19,2,27,0,427,368,22,14,0,24,0
01051000141,6,01051000141,657,45,609,836,44,785,833,55,777,577,48,529,578,59,519,576,36,540,411,37,370,726,34,682,714,51,662,1423,1400,0,0,19,3,0,0,0,0,0,0,1735,1673,0,0,58,5,0,0,0,1261,1247,0,0,14,0,0,0,0,0,0,0,0,1761,1696,0,0,64,0,0,0,0,0,0,0,64,1402,1346,14,10,6,25,2,0,0,1097,1062,8,5,3,17,2,0,0,1218,1151,3,5,9,5,0,1,44,1642,1525,17,22,22,35,1,1218,1151,3,8,13,32,0
01109000023,6,01109000023,76,11,65,90,9,81,89,12,76,71,9,62,70,12,58,70,7,63,46,8,37,89,11,78,90,9,81,156,113,3,37,2,3,0,37,0,3,0,0,210,159,4,43,3,3,0,0,0,160,117,3,36,2,3,0,36,0,0,0,0,0,219,167,3,45,3,3,0,44,2,0,0,0,5,187,148,3,31,0,5,0,0,0,146,114,2,25,0,5,0,0,0,131,112,2,15,0,0,0,0,2,166,136,6,19,0,5,0,131,112,2,15,0,2,0
01117000001,5,01117000001,401,45,352,492,54,428,491,65,426,370,45,325,367,46,321,366,35,331,274,41,226,447,31,403,443,35,408,689,666,0,10,10,0,0,10,10,0,0,0,872,826,0,13,33,0,0,0,0,763,750,0,10,7,0,0,10,7,0,0,0,0,952,914,0,10,28,0,0,10,20,0,0,0,7,937,892,23,8,0,18,0,0,0,693,664,11,6,0,14,0,0,0,656,604,15,6,2,6,0,0,23,823,741,26,20,4,33,0,656,604,15,8,3,27,0
01111000002,5,01111000002,456,93,362,556,97,458,552,110,442,392,68,324,389,86,303,387,74,313,262,77,183,577,120,441,556,120,434,874,823,24,21,9,0,0,21,9,0,0,0,1151,1039,82,32,11,0,0,0,0,880,834,18,14,19,5,0,14,19,4,0,0,0,1285,1091,158,20,19,3,0,20,19,2,0,0,1,1336,967,230,119,3,20,0,0,0,1001,768,125,90,3,17,0,0,0,919,743,57,83,0,5,0,0,31,1237,971,122,104,4,41,1,919,743,57,88,1,36,0
01101000410,6,01101000410,1874,1749,118,2177,2016,148,2159,2024,132,1639,1503,135,1635,1541,93,1633,1539,91,1510,1461,48,2102,1946,121,2064,1909,154,3716,321,29,3334,4,26,0,3319,4,25,0,0,4879,369,44,4468,4,25,0,0,0,3965,162,14,3756,0,31,0,3721,0,30,0,0,0,5083,184,35,4858,0,31,0,4794,0,30,0,0,41,4796,572,58,4139,28,32,4,0,0,3586,481,44,3036,16,26,2,0,0,3352,346,69,2850,12,0,0,8,67,4399,399,127,3854,28,43,4,3352,346,69,2915,25,21,2
01101000302,6,01101000302,1962,939,998,2363,1173,1140,2353,1245,1099,1695,751,943,1680,840,834,1680,736,943,1420,788,620,2278,839,1337,2229,861,1363,4102,2947,28,1043,30,39,0,1008,3,8,25,0,5160,3574,71,1443,57,41,26,0,0,4024,2766,37,1135,28,42,0,1095,1,10,0,20,0,4961,3172,92,1648,46,52,16,1520,0,11,0,0,165,5737,4122,117,1412,65,46,2,0,0,4469,3356,72,968,48,36,1,0,0,4292,2238,160,1714,29,15,2,7,127,5752,2599,260,2732,58,121,10,4292,2238,160,1774,44,102,4
01093000003,2,01093000003,58,8,50,85,12,73,84,11,73,52,9,43,49,7,42,49,7,42,37,5,32,57,5,52,55,8,47,82,79,0,4,0,0,0,4,0,0,0,0,108,103,0,6,0,0,0,0,0,83,79,0,2,0,0,0,1,0,0,0,0,0,102,99,0,4,0,0,0,4,0,0,0,0,0,131,129,0,0,0,0,0,0,0,99,97,0,0,0,0,0,0,0,72,58,0,9,0,0,0,0,5,89,69,0,18,1,0,0,72,58,0,12,0,0,0
01101000408,6,01101000408,697,482,208,878,642,229,881,659,221,542,343,198,541,368,172,537,341,192,478,331,140,845,531,291,819,503,316,2110,938,20,1149,0,4,0,1140,0,0,0,0,3050,1129,227,1689,0,4,0,0,0,2170,810,10,1297,54,0,0,1258,54,0,0,0,0,3263,985,180,2041,55,0,0,1932,55,0,0,0,110,3197,1404,207,1538,37,30,7,0,0,2268,1179,137,913,22,25,4,0,0,2031,665,180,1112,10,11,0,3,50,2776,746,310,1679,15,41,0,2031,665,180,1150,13,34,0
01053000150,7,01053000150,424,62,361,548,81,462,544,101,443,375,54,321,364,60,304,364,44,319,254,42,210,473,55,412,447,59,388,763,665,0,35,0,63,0,35,0,63,0,0,1040,899,0,55,0,86,0,0,0,891,758,0,80,0,53,0,80,0,53,0,0,0,1287,980,0,253,0,55,0,253,0,55,0,0,0,1074,942,12,85,1,35,1,0,0,809,721,9,55,1,24,0,0,0,894,709,23,111,0,18,0,2,31,1190,925,29,164,1,60,2,894,709,23,119,1,33,2
01101000107,6,01101000107,1172,1127,41,1411,1358,42,1405,1367,35,975,904,69,974,937,37,971,927,44,885,865,20,1374,1329,33,1376,1316,58,2754,148,5,2601,0,0,0,2601,0,0,0,0,3927,154,14,3766,0,0,0,0,0,3190,160,0,3029,0,0,0,3025,0,0,0,0,0,4650,180,0,4469,0,0,0,4468,0,0,0,0,1,4803,192,82,4521,20,18,19,0,0,3313,181,55,3072,13,11,15,0,0,3095,158,77,2788,18,1,2,9,42,4184,162,120,3878,34,29,6,3095,158,77,2837,27,15,5
01089000072,1,01089000072,2205,810,1356,2880,956,1861,2876,1078,1789,1885,697,1183,1877,721,1155,1878,680,1198,1466,727,696,2259,667,1464,2230,673,1555,3140,2423,24,494,73,101,0,479,73,39,19,0,4148,3148,100,641,103,132,37,0,0,3422,2407,29,776,49,106,0,753,49,42,0,55,0,4885,3170,241,1230,56,133,71,1170,46,50,0,0,208,4297,3303,109,766,52,76,4,0,0,3096,2407,64,536,30,61,3,0,0,3938,2820,131,698,33,25,0,14,217,5346,3724,193,1071,106,267,6,3938,2820,131,745,56,179,2
01123001201,5,01123001201,974,133,836,1247,140,1093,1249,167,1078,805,107,697,811,133,677,810,95,714,646,127,516,1108,130,950,1095,154,937,1660,1453,4,198,0,6,0,198,0,0,0,0,2215,1893,9,295,12,6,0,0,0,1597,1415,0,179,0,3,0,179,0,0,0,0,0,2186,1842,0,318,23,1,0,318,23,0,0,0,1,2270,1947,48,249,5,28,7,0,0,1701,1486,31,164,3,22,6,0,0,1785,1536,24,154,7,3,0,4,57,2324,1966,44,243,10,50,1,1785,1536,24,163,9,43,0
