GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_LtG,Dem_2018_LtG,Rep_2018_LtG,Total_2017_SenSp,Dem_2017_SenSp,Rep_2017_SenSp,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
01129000016,4,01129000016,1042,650,388,1247,706,533,1229,760,469,941,582,357,926,620,306,923,580,343,734,515,219,1175,701,442,1158,703,452,1714,397,0,899,0,415,0,899,0,415,0,0,2119,413,0,946,3,761,0,0,0,1953,371,0,872,0,705,0,872,0,705,0,0,0,2230,421,0,943,4,865,0,943,4,865,0,0,0,2759,511,45,1211,10,1011,7,0,0,1949,419,30,853,7,657,4,0,0,1585,375,9,648,2,506,0,1,44,2057,467,16,826,3,771,2,1585,375,9,658,3,548,2
01067000006,6,01067000006,372,162,209,451,187,259,449,195,254,329,131,198,325,148,176,327,136,191,277,136,141,405,165,235,401,183,213,482,291,0,188,0,2,0,188,0,2,0,0,644,369,7,264,0,5,0,0,0,475,268,0,211,0,2,0,211,0,2,0,0,0,680,354,0,326,0,2,0,326,0,2,0,0,0,763,418,45,296,1,5,0,0,0,597,327,31,234,1,4,0,0,0,553,289,21,223,0,3,0,3,14,722,378,28,297,5,13,1,553,289,21,226,3,11,1
01067000012,6,01067000012,769,169,598,916,174,740,916,205,711,728,156,568,720,176,544,719,148,570,473,135,334,852,163,676,837,177,660,1653,1451,15,164,0,24,0,164,0,0,0,0,1894,1563,30,285,0,22,0,0,0,1547,1387,19,121,0,23,0,121,0,0,0,0,0,1779,1500,42,223,0,21,0,210,0,0,0,0,26,1812,1517,19,252,5,25,0,0,0,1499,1276,12,190,5,22,0,0,0,1670,1386,13,183,6,5,0,2,75,1926,1580,21,243,15,54,2,1670,1386,13,202,15,45,0
01029000401,5,01029000401,225,11,213,286,13,268,286,24,262,202,10,191,200,14,186,201,11,190,121,10,110,275,9,261,260,19,241,367,362,2,4,0,1,0,4,0,0,0,0,460,410,46,3,0,1,0,0,0,437,392,19,28,0,2,0,28,0,0,0,0,0,568,476,60,27,0,2,0,27,0,0,0,3,2,589,561,20,3,1,3,5,0,0,457,439,12,2,0,2,4,0,0,456,430,2,1,1,1,0,0,21,572,536,6,5,2,18,0,456,430,2,1,2,17,0
01029000403,5,01029000403,156,19,136,192,19,171,194,27,167,142,19,123,144,22,122,145,17,128,94,20,73,191,18,166,185,22,163,283,272,2,6,0,0,0,6,0,0,0,0,363,330,25,8,0,0,0,0,0,291,286,3,4,0,0,0,4,0,0,0,0,0,349,326,18,4,0,0,0,4,0,0,0,0,0,323,311,4,3,3,2,0,0,0,241,235,1,1,2,2,0,0,0,232,214,11,1,0,0,0,0,6,316,284,22,2,0,5,2,232,214,11,1,0,4,2
01089000083,1,01089000083,2901,987,1865,4055,1318,2659,4060,1474,2578,2411,831,1566,2398,839,1557,2403,818,1583,1766,783,923,2749,680,1931,2705,742,1962,4315,3323,49,667,133,120,0,635,115,117,34,0,5788,4369,73,829,312,249,0,0,0,4386,3401,74,610,176,109,0,557,152,107,0,24,0,5953,4367,148,839,417,207,0,762,377,193,0,0,105,4644,3728,122,656,80,72,13,0,0,3507,2841,80,478,57,53,11,0,0,5271,3737,211,956,61,45,1,18,242,7114,4879,355,1482,167,260,16,5271,3737,211,1037,103,183,8
01089000085,1,01089000085,1743,381,1332,2354,488,1811,2355,574,1775,1471,327,1142,1466,325,1141,1462,304,1158,1062,308,692,1789,282,1435,1757,290,1465,2824,2444,35,254,56,39,0,254,56,27,0,0,3717,3167,33,399,67,50,0,0,0,2891,2612,40,206,25,9,0,206,25,9,0,0,0,3855,3283,41,485,37,9,0,485,37,9,0,0,0,3683,3260,61,226,38,98,7,0,0,2690,2417,35,144,30,62,5,0,0,3377,2763,93,223,38,41,4,10,205,4401,3519,169,363,86,266,13,3377,2763,93,261,51,192,6
01089000064,1,01089000064,1761,980,748,2355,1291,1014,2342,1366,972,1485,826,656,1481,834,644,1478,815,660,1235,809,402,1690,773,796,1669,785,882,3191,1616,134,1358,33,45,0,1357,33,10,7,0,4262,2056,172,1957,54,55,4,0,0,4079,2669,140,1207,30,24,0,1207,30,0,0,7,0,5197,3244,205,1744,41,30,7,1620,28,0,0,0,100,3413,2108,106,1103,73,51,9,0,0,2461,1556,64,769,50,39,4,0,0,3290,1709,152,1189,57,21,1,19,142,4456,2161,245,1823,105,160,6,3290,1709,152,1245,81,112,1
01089000053,1,01089000053,3798,2043,1672,4470,2322,2054,4445,2458,1980,3612,1944,1664,3585,1956,1627,3594,1924,1669,2798,1821,912,3880,1747,1800,3828,1762,2060,7023,4678,267,1700,315,148,0,1588,237,0,0,0,8838,5258,309,2806,474,316,0,0,0,8000,5019,283,2214,369,178,0,2141,240,42,0,0,0,9648,5802,421,2885,396,262,0,2665,269,39,0,0,456,6196,3591,338,1797,440,80,24,0,0,4862,3006,222,1255,346,59,14,0,0,7949,4547,479,2117,381,17,7,40,361,9585,5195,696,2898,590,271,34,7949,4547,479,2263,477,216,16
01089000065,1,01089000065,2543,920,1585,3298,1099,2133,3291,1231,2058,2203,792,1409,2192,822,1370,2191,790,1398,1679,803,827,2629,783,1716,2584,833,1742,4536,3468,78,855,28,105,0,839,18,46,11,0,5693,4223,74,1105,139,180,54,0,0,5105,4050,55,825,20,147,0,815,0,36,0,0,0,6288,4697,59,1278,67,206,14,1247,0,90,0,0,194,6480,4883,193,1190,76,164,11,0,0,4755,3647,111,841,45,125,4,0,0,4955,3547,155,878,23,45,1,31,275,6433,4428,291,1298,75,320,7,4955,3547,155,934,48,234,4
010290001-3,5,010290001-3,224,22,201,290,25,264,286,29,257,206,24,182,202,22,180,200,20,180,111,16,94,250,20,222,238,26,211,506,479,4,11,9,8,0,11,1,0,0,0,769,709,8,38,8,8,0,0,0,537,512,4,10,11,5,0,10,0,1,0,0,0,822,763,7,38,11,4,0,10,0,0,0,0,42,660,656,0,0,0,4,0,0,0,493,489,0,0,0,4,0,0,0,521,500,1,2,0,1,0,0,17,694,663,1,4,0,17,0,521,500,1,3,0,11,0
01029000301,5,01029000301,430,32,396,558,34,521,557,48,509,369,29,339,371,25,345,368,24,343,218,21,194,492,32,453,480,42,438,678,668,2,4,0,7,0,4,0,7,0,0,936,915,16,4,0,7,0,0,0,767,736,0,0,0,32,0,0,0,10,0,0,0,1045,1003,14,0,0,30,0,0,0,10,0,0,21,1077,1054,13,1,4,8,1,0,0,778,765,7,0,2,5,1,0,0,776,744,11,1,2,1,0,0,17,1021,980,11,1,3,24,0,776,744,11,1,2,17,0
01089000013,1,01089000013,2018,757,1225,2211,775,1400,2209,851,1352,1948,730,1215,1931,674,1253,1923,626,1296,1725,861,808,2089,642,1310,2065,543,1521,2754,2450,49,11,186,57,0,11,171,47,0,0,3659,3158,68,29,341,62,18,0,0,2725,2397,85,11,195,49,0,11,181,34,0,0,0,3605,3083,100,27,312,49,17,10,271,25,0,0,116,3230,2919,51,49,187,18,2,0,0,2544,2317,32,37,141,15,1,0,0,2803,2477,69,20,142,0,1,3,91,3463,3023,98,51,217,61,13,2803,2477,69,30,169,51,4
01089000077,1,01089000077,1760,509,1220,2224,571,1599,2220,669,1547,1530,457,1067,1519,452,1064,1518,402,1115,1190,482,684,1887,431,1343,1839,460,1374,2833,2473,45,135,96,91,0,135,94,41,0,0,3910,3368,64,236,133,125,0,0,0,3179,2787,35,270,34,33,23,270,34,25,23,0,0,3928,3388,53,383,47,46,36,302,33,31,23,0,98,3756,3080,84,448,60,96,0,0,0,2865,2389,59,321,40,66,0,0,0,3085,2513,81,282,21,13,3,14,158,3834,3077,130,397,61,144,10,3085,2513,81,310,40,118,9
01089000051,1,01089000051,3249,1927,1245,4067,2278,1681,4030,2397,1627,3011,1837,1165,2980,1809,1161,2990,1795,1189,2264,1645,548,3162,1627,1280,3122,1627,1487,5657,3603,166,1644,192,17,0,1622,189,16,33,0,6749,4121,319,1973,342,90,8,0,0,6108,4296,119,1503,157,4,0,1453,153,0,0,36,0,7429,5063,266,1842,233,102,15,1721,150,76,0,0,148,5058,2808,153,1828,240,61,14,0,0,4052,2324,108,1408,177,42,10,0,0,7683,4491,381,2067,327,33,3,33,348,8947,5000,491,2771,525,211,30,7683,4491,381,2210,439,184,24
01089000003,1,01089000003,1537,822,683,1997,1057,868,1992,1167,824,1392,756,632,1380,757,623,1383,745,637,1151,749,375,1552,591,787,1512,663,848,2700,2461,125,62,10,40,0,47,0,10,0,0,3446,2918,228,150,78,114,0,0,0,2822,2542,113,96,39,41,0,96,14,6,0,0,0,3456,2904,233,173,91,93,0,151,71,4,0,0,95,3348,2922,103,214,41,84,4,0,0,2885,2585,73,136,28,67,1,0,0,2952,2479,92,184,39,10,2,2,144,3431,2759,163,298,78,141,6,2952,2479,92,207,60,115,5
01105000002,4,01105000002,1065,898,166,1167,977,181,1165,991,174,966,808,158,957,820,137,958,805,152,917,801,113,1199,993,200,1167,935,231,900,283,5,613,0,0,0,613,0,0,0,0,1285,420,19,850,2,0,0,0,0,1247,249,11,992,0,4,0,988,0,0,0,0,0,1763,420,31,1324,2,4,0,1302,2,0,0,8,4,2330,365,12,1951,4,3,1,0,0,1641,308,11,1320,4,3,1,0,0,1339,196,14,1109,0,1,0,0,19,1816,262,18,1544,1,13,1,1339,196,14,1135,1,12,0
01105000007,4,01105000007,306,77,229,370,93,275,371,102,269,272,71,201,270,75,195,267,66,201,228,63,165,347,82,262,339,84,255,718,191,0,526,0,0,0,526,0,0,0,0,736,205,0,527,0,0,0,0,0,350,328,0,23,0,0,0,23,0,0,0,0,0,414,387,0,26,0,0,0,26,0,0,0,0,0,646,474,3,165,0,7,0,0,0,534,398,3,129,0,7,0,0,0,442,339,3,96,0,1,0,0,3,542,398,3,134,2,5,1,442,339,3,96,1,4,0
01089000005,1,01089000005,2002,868,1084,2262,957,1232,2262,1090,1164,1896,809,1083,1881,816,1064,1872,753,1118,1622,883,691,2149,670,1318,2107,674,1424,3152,2796,76,178,101,7,0,169,77,7,0,0,3708,3253,104,239,115,7,10,0,0,3157,2786,100,124,139,11,0,124,119,7,0,0,0,3563,3111,150,142,135,24,0,121,117,7,0,0,56,3618,3133,69,309,51,72,1,0,0,3048,2702,49,209,37,55,0,0,0,3152,2683,102,148,30,10,3,1,175,3594,2977,153,238,91,139,5,3152,2683,102,171,73,124,4
01089000015,1,01089000015,3831,1361,2360,4291,1486,2665,4279,1679,2583,3588,1234,2348,3562,1202,2359,3566,1116,2448,3092,1434,1523,4160,1123,2713,4099,1055,3035,5508,4719,150,320,230,75,0,305,220,65,10,0,7004,5910,180,575,282,82,0,0,0,5644,4964,120,200,280,64,0,185,270,45,0,10,0,7205,6305,146,368,336,80,0,307,296,45,0,0,107,7082,6167,153,402,300,85,14,0,0,5694,5045,103,263,223,66,8,0,0,5858,4964,150,315,153,16,9,21,230,7138,5860,206,576,272,178,30,5858,4964,150,370,203,145,19
01089000056,1,01089000056,2928,782,2101,3817,944,2796,3818,1091,2723,2448,696,1747,2437,651,1784,2432,614,1818,1998,737,1209,3097,611,2337,3051,668,2382,4969,4317,33,325,103,200,0,325,25,87,0,0,6556,5715,31,390,178,266,0,0,0,5024,4456,16,240,65,260,0,240,25,78,0,0,0,6306,5471,16,314,197,325,0,286,156,84,0,0,295,6100,5290,100,495,59,148,17,0,0,4560,4025,58,341,30,92,11,0,0,5129,4256,122,395,29,67,2,12,246,6628,5368,184,631,98,363,12,5129,4256,122,439,60,265,5
01089000012,1,01089000012,1986,586,1359,2592,717,1813,2587,807,1775,1750,507,1242,1739,490,1249,1735,443,1292,1389,595,726,1864,402,1345,1851,362,1483,2665,2317,85,107,143,10,4,107,143,7,0,0,3822,3365,100,151,207,10,7,0,0,3097,2717,130,118,71,11,47,118,71,11,47,0,0,3755,3316,131,161,100,11,69,122,73,11,48,0,50,2690,2390,58,118,96,27,6,0,0,1892,1698,30,83,58,17,2,0,0,3349,2889,95,132,98,14,5,15,101,4489,3787,161,229,185,117,6,3349,2889,95,155,118,63,6
01089000080,1,01089000080,1844,512,1314,2446,628,1779,2444,716,1722,1536,434,1099,1525,449,1075,1524,430,1094,1163,416,715,2019,451,1482,1948,494,1451,4033,3310,25,451,1,246,16,410,1,114,17,0,5463,4364,167,649,12,298,33,0,0,4065,3330,25,476,0,257,0,432,0,115,0,16,0,5538,4495,117,664,19,305,2,591,19,141,0,0,175,4647,3950,100,418,34,173,8,0,0,3446,2968,54,301,24,113,5,0,0,4091,3205,119,431,19,72,3,17,225,5285,4054,160,675,69,294,8,4091,3205,119,464,29,238,7
01089000062,1,01089000062,1032,220,800,1363,266,1071,1367,332,1034,846,174,672,838,177,661,832,162,670,673,198,460,1138,206,883,1108,215,892,1932,1610,25,229,20,58,0,221,16,17,4,0,2511,2088,54,279,31,81,3,0,0,1826,1674,10,83,0,59,0,79,0,19,0,4,0,2395,2157,52,124,0,69,3,94,0,21,0,0,70,2544,2166,63,208,27,101,9,0,0,1970,1699,39,154,18,68,6,0,0,1980,1693,29,91,7,28,0,11,121,2502,2108,50,162,34,146,4,1980,1693,29,115,17,127,1
01089000067,1,01089000067,1601,384,1188,2131,509,1576,2137,608,1525,1322,318,1001,1317,324,992,1314,304,1010,943,309,591,1783,272,1428,1740,302,1437,2937,2721,25,143,2,45,0,143,2,32,0,0,3721,3342,24,243,35,79,0,0,0,2770,2445,25,275,4,15,0,275,4,15,0,0,0,3609,2987,27,559,7,29,0,542,7,29,0,0,17,4082,3631,86,231,27,119,4,0,0,2997,2716,44,140,19,87,3,0,0,3369,2760,110,257,18,28,0,11,185,4400,3497,175,432,43,232,2,3369,2760,110,281,27,166,2
01089000060,1,01089000060,1832,1203,600,2494,1578,845,2466,1647,814,1616,1049,564,1601,1059,542,1608,1064,544,1271,986,261,1616,933,574,1600,922,675,1880,786,103,946,46,2,0,933,40,0,0,0,2539,918,133,1314,171,6,0,0,0,1920,871,46,935,40,17,0,929,40,13,0,0,0,2718,1184,88,1262,148,28,0,1240,136,15,0,3,48,959,302,27,629,3,7,1,0,0,781,253,19,505,3,6,1,0,0,3745,1680,298,1407,154,14,11,21,160,4967,2110,444,2048,280,148,27,3745,1680,298,1506,197,111,15
01089000089,1,01089000089,2998,1303,1609,3660,1572,1986,3628,1692,1927,2644,1111,1526,2633,1133,1497,2632,1098,1530,2231,1247,885,3199,1086,1831,3158,1098,2050,5050,3708,136,976,154,78,0,970,135,50,0,0,7126,5097,276,1383,297,93,0,0,0,5183,3992,258,814,69,64,0,814,54,25,0,0,0,6828,5155,457,1049,124,59,0,927,96,24,0,5,164,6047,4300,246,952,483,83,8,0,0,4308,3096,157,694,320,58,5,0,0,5399,3562,267,916,408,27,4,20,195,7177,4644,386,1321,664,178,16,5399,3562,267,970,470,136,15
01093000007,2,01093000007,598,75,521,780,60,711,781,87,694,530,115,413,519,110,408,521,69,452,287,53,233,736,65,658,723,107,616,1233,1173,22,27,3,8,0,9,3,8,0,0,1560,1491,22,35,7,9,0,0,0,1266,1236,3,27,3,0,0,9,3,0,0,0,0,1665,1630,2,32,5,0,0,9,2,0,0,0,23,1823,1756,26,11,1,25,0,0,0,1418,1373,14,6,1,21,0,0,0,1266,1205,29,1,6,0,0,0,25,1610,1499,55,20,10,34,0,1266,1205,29,5,9,22,0
01093000009,2,01093000009,524,75,446,688,66,618,682,86,595,430,89,338,427,93,334,427,70,357,317,62,251,640,68,560,621,96,523,1599,1592,0,0,3,5,0,0,3,2,0,0,2034,1953,61,12,3,16,0,0,0,1367,1356,0,0,3,8,0,0,3,5,0,0,0,1740,1660,55,9,3,19,0,0,3,5,0,0,13,1929,1849,45,11,7,19,3,0,0,1467,1419,25,3,6,15,3,0,0,1331,1241,41,5,2,1,1,0,40,1647,1503,75,10,6,57,1,1331,1241,41,5,4,32,1
01061000010,7,01061000010,1653,330,1314,1974,351,1608,1967,435,1528,1505,265,1238,1486,311,1175,1487,262,1224,1143,305,818,1918,343,1524,1855,364,1488,3600,2910,123,539,0,28,0,539,0,0,0,0,4682,3652,258,741,0,37,0,0,0,3825,3238,125,460,0,4,0,460,0,0,0,0,0,5118,4327,243,555,0,6,0,528,0,0,0,0,19,4543,3800,68,616,15,55,0,0,0,3571,3040,43,446,11,39,0,0,0,3446,2769,81,427,30,21,3,6,109,4329,3386,126,641,40,135,9,3446,2769,81,465,31,95,6
01087000312,6,01087000312,1213,1168,36,1310,1256,35,1303,1272,28,1143,1047,96,1136,1095,40,1136,1097,39,1064,1045,17,1389,1333,29,1366,1308,57,2170,89,4,2065,2,4,0,2050,2,1,2,0,2683,100,4,2578,4,3,0,0,0,2048,88,5,1948,2,7,0,1932,2,4,0,2,0,2537,95,5,2432,4,4,0,2412,4,1,0,0,22,3606,49,29,3539,19,20,3,0,0,2658,45,22,2596,11,11,3,0,0,2574,34,11,2476,8,2,0,4,39,3221,45,16,3154,13,36,3,2574,34,11,2526,9,26,1
01087000307,6,01087000307,761,581,178,891,675,212,891,687,203,683,501,182,678,530,148,679,519,160,583,478,105,797,594,191,779,572,204,1391,297,0,1094,0,0,0,1090,0,0,0,0,1935,418,10,1516,0,0,0,0,0,1348,311,0,1039,0,0,0,1039,0,0,0,0,0,1773,450,0,1324,0,0,0,1324,0,0,0,0,0,1587,349,8,1224,9,5,2,0,0,1224,278,6,933,8,4,2,0,0,1093,296,24,746,2,3,0,0,22,1340,347,35,951,3,18,3,1093,296,24,767,3,13,2
01087000408,6,01087000408,672,523,148,761,561,194,766,574,191,601,471,130,596,493,103,597,476,121,578,484,93,743,567,167,732,563,168,1032,189,6,824,2,9,0,823,2,5,2,0,1192,211,7,964,5,7,0,0,0,1111,243,10,820,2,6,0,819,2,3,0,35,0,1280,262,9,1003,6,35,0,963,6,5,0,0,38,1384,333,5,1037,10,7,1,0,0,1076,269,3,795,8,7,0,0,0,994,258,14,704,0,3,0,1,14,1205,304,27,868,1,15,3,994,258,14,717,0,13,1
01077000113,2,01077000113,557,201,346,643,224,408,641,250,390,526,189,336,519,203,315,520,180,340,425,193,212,603,155,420,597,171,426,1345,1091,13,229,0,0,11,229,0,0,0,0,1662,1293,29,315,18,0,11,0,0,1413,1171,29,197,0,0,15,197,0,0,15,0,0,1923,1611,57,222,16,0,13,222,16,0,13,0,0,1299,931,254,98,18,11,1,0,0,986,764,146,63,13,9,0,0,0,953,726,99,71,15,7,0,4,31,1222,888,160,118,27,32,0,953,726,99,79,20,25,0
01077000110,2,01077000110,733,372,352,965,483,461,941,520,421,588,298,289,581,323,257,582,304,278,482,275,199,816,350,430,808,388,414,1632,1223,97,299,17,0,0,295,17,0,0,0,2228,1586,222,398,24,0,0,0,0,1524,1131,63,319,19,0,1,319,19,0,1,0,0,2167,1425,258,454,29,0,1,418,19,0,1,0,49,2448,1698,165,555,13,24,2,0,0,1836,1357,102,349,13,19,2,0,0,1717,1049,203,371,9,13,0,0,72,2344,1273,361,629,27,69,3,1717,1049,203,396,17,61,0
01077000112,2,01077000112,2151,646,1479,2553,696,1799,2544,815,1722,2004,625,1379,1980,637,1340,1971,570,1400,1511,625,863,2369,520,1755,2333,594,1736,4906,4413,37,350,68,33,14,326,68,0,0,0,6087,5273,78,516,151,29,12,0,0,5300,4769,61,355,56,52,14,310,51,0,14,0,0,6522,5525,115,474,150,61,13,419,137,0,13,17,300,4748,4268,76,276,92,34,4,0,0,3906,3552,50,201,70,29,4,0,0,4427,3885,104,243,80,10,1,3,101,5266,4531,138,366,122,88,6,4427,3885,104,263,91,70,3
01077000013,2,01077000013,1244,240,997,1665,231,1408,1666,319,1346,1014,232,782,997,256,738,1000,227,771,726,208,512,1426,208,1180,1393,293,1100,2458,2285,108,20,0,45,0,20,0,0,0,0,3252,3018,173,20,0,44,0,0,0,2462,2212,151,30,0,65,0,15,0,0,0,0,0,3092,2811,185,33,0,64,0,17,0,0,0,0,80,3691,3592,9,65,2,22,2,0,0,2800,2727,7,47,2,16,2,0,0,2779,2610,21,55,4,17,1,8,63,3534,3308,28,88,20,80,4,2779,2610,21,69,13,61,2
01077000002,2,01077000002,1894,449,1426,2454,452,1972,2446,569,1871,1671,435,1231,1655,449,1206,1649,398,1251,1166,412,735,2107,437,1590,2043,489,1553,3798,3365,143,230,7,60,0,230,7,40,0,0,4789,4252,169,278,21,65,0,0,0,4028,3623,123,219,6,59,0,219,6,0,0,0,0,5092,4602,142,263,23,59,0,234,19,0,0,0,90,4646,4209,39,326,21,46,4,0,0,3660,3357,24,231,11,36,4,0,0,3727,3347,45,200,12,13,3,3,104,4627,4120,65,295,40,95,10,3727,3347,45,218,27,82,4
01077000114,2,01077000114,1175,500,652,1408,557,823,1390,618,772,1036,457,577,1036,467,569,1037,439,597,856,461,370,1331,458,785,1312,504,805,2512,1962,71,470,0,0,0,470,0,0,10,0,2940,2081,219,719,58,0,21,0,0,2686,2134,78,474,0,0,0,474,0,0,0,4,0,3333,2312,217,876,34,0,21,756,28,0,15,0,6,2930,2361,58,452,29,34,2,0,0,2452,2064,39,310,20,23,2,0,0,2687,2102,101,362,31,1,0,0,90,3176,2399,148,523,56,65,9,2687,2102,101,390,45,54,6
01069000191,7,01069000191,217,133,84,284,163,121,281,170,111,179,105,74,177,105,72,176,103,73,128,91,37,270,163,98,245,148,97,358,238,8,108,0,2,0,108,0,0,0,0,411,280,9,124,2,2,0,0,0,395,293,3,96,0,3,0,96,0,0,0,0,0,451,337,2,106,2,3,0,99,0,0,0,0,11,482,192,5,281,1,4,0,0,0,390,167,4,215,1,4,0,0,0,375,172,2,189,0,0,0,0,12,478,228,3,229,1,17,1,375,172,2,194,0,10,1
01069000152,7,01069000152,2203,806,1364,2499,948,1507,2491,1046,1440,2028,672,1346,2018,752,1265,2008,682,1322,1608,719,859,2718,782,1806,2666,844,1813,5950,3775,180,1916,42,37,1,1873,30,3,9,0,7817,4517,398,2825,92,49,5,0,0,5937,3395,160,2249,43,94,0,2227,20,58,0,9,0,7799,4058,390,3179,118,94,4,3057,72,60,0,0,166,7722,4979,235,2399,82,75,16,0,0,5871,4160,145,1475,59,63,5,0,0,5957,3433,255,1977,35,12,0,26,219,7750,4048,389,3061,94,184,4,5957,3433,255,2074,69,137,1
01069000291,7,01069000291,408,39,368,561,56,503,559,74,485,332,27,305,330,35,294,330,28,302,232,36,195,451,33,409,443,46,395,793,583,9,197,0,3,0,197,0,0,0,0,945,684,12,233,1,4,0,0,0,811,627,9,168,0,8,0,168,0,0,0,0,0,966,748,9,193,5,8,0,188,0,0,0,0,19,1101,964,19,93,1,22,0,0,0,857,764,11,65,1,15,0,0,0,768,683,4,39,3,2,0,2,35,937,811,10,67,4,37,0,768,683,4,42,4,27,0
01077000107,2,01077000107,855,389,455,1061,476,562,1045,511,532,757,354,402,759,361,398,754,335,419,598,325,264,932,322,559,909,345,564,1712,1386,46,251,1,15,0,251,1,15,10,0,2033,1526,93,350,51,15,0,0,0,1639,1360,49,198,3,21,0,198,3,21,0,10,0,1930,1510,109,276,21,21,0,250,9,21,0,7,25,2102,1659,61,350,27,18,0,0,0,1656,1350,38,239,22,13,0,0,0,1860,1416,52,281,26,5,0,2,78,2258,1668,82,388,50,83,3,1860,1416,52,302,40,56,1
01077000109,2,01077000109,790,251,529,911,253,644,913,305,606,731,229,501,730,237,493,730,208,522,580,269,295,893,229,622,889,246,642,1534,1249,2,230,30,14,3,230,15,14,0,0,1984,1526,11,375,42,27,4,0,0,1419,1241,2,170,1,0,3,170,1,0,3,0,0,1811,1516,15,277,0,0,4,276,0,0,4,0,1,1811,1598,65,108,32,14,1,0,0,1466,1320,39,83,18,11,1,0,0,1420,1224,34,87,30,5,2,2,36,1734,1474,45,126,49,44,3,1420,1224,34,92,35,35,3
01077000017,2,01077000017,277,47,229,396,58,336,396,72,324,212,40,172,206,46,160,209,38,171,141,46,95,317,43,264,309,56,253,537,515,12,1,9,3,0,1,9,0,0,0,674,651,13,1,8,1,0,0,0,700,688,3,0,7,3,0,0,7,0,0,0,0,825,811,2,2,5,1,0,1,5,0,0,0,1,821,805,1,4,6,7,6,0,0,655,642,1,2,3,3,3,0,0,637,619,3,0,0,4,0,1,10,817,790,7,4,1,15,0,637,619,3,3,1,12,0
01069000221,7,01069000221,1695,1445,240,1833,1598,221,1804,1589,214,1493,1277,211,1490,1325,164,1491,1319,170,1435,1235,192,2113,1659,418,2099,1634,458,4572,709,34,3800,19,15,0,3776,14,1,0,0,5914,829,83,4986,29,15,0,0,0,4531,727,81,3714,11,20,0,3678,11,6,0,0,0,5912,824,132,4976,17,12,0,4866,11,1,0,14,67,6397,1209,118,5033,34,51,12,0,0,4853,987,87,3752,20,34,10,0,0,4495,647,137,3559,17,14,0,13,108,6087,759,216,5031,41,97,10,4495,647,137,3649,28,68,6
01077000016,2,01077000016,767,138,625,1096,162,925,1095,218,875,593,123,470,584,135,448,585,110,475,401,98,299,872,119,727,855,158,695,1818,1740,40,9,31,9,0,9,31,4,0,0,2413,2271,94,8,34,7,0,0,0,2010,1975,23,4,3,9,0,4,3,4,0,0,0,2691,2653,23,6,3,9,0,5,3,4,0,0,7,2561,2451,45,37,4,24,0,0,0,1964,1895,28,25,4,13,0,0,0,1818,1740,4,20,0,7,0,0,47,2352,2230,27,37,4,54,1,1818,1740,4,25,2,44,0
