GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2014_Gov,Dem_2014_Gov,Rep_2014_Gov,Total_2014_Sen,Dem_2014_Sen,Rep_2014_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
25027001679,1,25027001679,2165,1152,965,2436,1475,945,2473,1528,902,1944,1028,852,1936,1250,686,1933,400,1529,2298,1214,885,1646,533,1104,1638,810,828,2854,2532,163,4,145,0,0,4,145,0,12,0,4022,3306,273,287,362,0,10,0,0,2898,2591,133,76,103,0,0,76,103,0,0,0,0,4106,3493,244,254,293,1,0,74,259,0,0,0,33,3719,3275,111,53,257,13,0,0,0,2726,2442,68,29,167,10,0,0,0,2948,2346,111,27,363,3,2,21,75,3814,2892,168,74,579,33,5,2948,2346,111,37,371,26,2
25027002097,1,25027002097,788,614,153,963,781,174,986,777,175,641,533,86,636,550,86,638,375,262,863,676,124,407,288,114,420,328,92,2889,1869,641,242,122,10,0,240,120,10,2,0,3638,1978,1031,514,235,19,0,0,0,2520,1520,691,160,126,16,0,159,126,9,0,1,0,3341,1685,1114,420,247,17,0,270,247,9,0,4,12,3613,1632,1019,608,343,48,5,0,0,3000,1483,742,460,285,38,3,0,0,3293,1538,854,358,344,6,5,39,149,3780,1665,1132,603,399,79,6,3293,1538,854,512,380,66,6
25017001942,8,25017001942,1513,1171,309,1798,1489,303,1819,1483,298,1363,1093,218,1345,1151,192,1343,751,590,1426,1063,263,845,578,261,845,669,176,2198,1925,115,39,115,0,0,39,115,0,0,0,2808,2205,325,180,301,0,92,0,0,2736,2350,194,72,121,0,0,67,105,0,0,0,0,3373,2557,416,244,419,0,115,89,258,0,0,0,53,2764,2311,147,105,169,13,4,0,0,2324,1977,104,82,136,11,2,0,0,3150,2263,194,103,416,2,0,63,109,3667,2553,271,185,530,21,5,3150,2263,194,135,456,10,5
25003001504,1,25003001504,1426,967,423,1649,1201,438,1710,1207,454,1244,904,292,1218,925,291,1225,553,668,1573,1030,414,813,561,244,820,635,185,2486,2344,116,19,0,0,0,19,0,0,0,0,3029,2789,164,48,5,0,0,0,0,2441,2191,199,46,2,2,0,46,2,0,0,0,0,3105,2731,282,98,53,0,0,81,6,0,0,0,7,3146,2832,113,152,41,11,1,0,0,2522,2322,64,96,31,9,0,0,0,2561,2257,111,72,16,4,0,17,84,3133,2677,174,175,36,43,1,2561,2257,111,107,27,31,1
25003001495,1,25003001495,1057,732,303,1246,941,301,1282,944,312,889,631,224,868,636,232,872,434,437,1177,789,309,559,398,153,577,437,140,2471,2035,169,222,22,46,0,177,16,15,0,0,3269,2521,276,465,31,44,4,0,0,2524,1967,258,231,49,45,0,94,40,20,0,0,0,3355,2422,363,524,88,47,0,209,79,22,0,9,249,3280,2705,249,250,74,17,3,0,0,2548,2207,150,136,50,14,1,0,0,2461,1845,275,172,45,8,0,16,100,3171,2214,426,442,61,62,2,2461,1845,275,240,51,52,2
25025001595,9,25025001595,882,568,298,1019,734,271,1084,709,350,707,458,233,688,506,182,701,295,403,1098,694,350,527,294,228,524,384,140,1700,1251,240,162,39,5,0,144,39,0,0,0,2600,1572,612,273,57,5,0,0,0,1780,1413,187,159,22,7,0,137,22,0,0,0,0,2801,1846,520,252,31,7,0,197,31,0,0,168,38,2716,1689,693,146,150,21,5,0,0,2039,1363,441,92,111,14,3,0,0,2467,1308,758,110,133,8,1,38,111,3287,1610,1088,309,172,62,1,2467,1308,758,183,137,52,1
25025001209,8,25025001209,585,527,51,681,639,41,707,662,38,490,465,14,475,455,18,484,313,169,671,628,20,368,338,28,360,345,15,1170,54,234,885,0,0,0,885,0,0,0,0,1719,54,496,1378,16,0,0,0,0,1163,85,242,829,2,0,0,829,2,0,0,0,0,1691,141,478,1242,17,0,0,1063,3,0,0,6,0,1587,29,418,1185,39,45,13,0,0,1133,23,269,864,22,28,7,0,0,1245,41,376,744,23,3,2,19,37,1639,58,528,1166,39,39,5,1245,41,376,907,32,29,3
25011000854,1,25011000854,964,719,215,1057,839,213,1065,841,195,878,697,155,877,744,133,877,462,415,1006,718,175,583,436,143,614,509,105,1424,1305,82,13,20,9,0,13,20,0,0,0,1757,1588,106,12,45,23,0,0,0,1494,1321,51,74,10,34,0,74,10,0,0,0,0,1814,1624,53,73,31,50,0,73,8,0,0,0,57,1848,1702,75,34,22,25,0,0,0,1534,1439,50,22,11,19,0,0,0,1545,1380,72,24,7,4,0,13,45,1834,1596,113,48,27,53,3,1545,1380,72,36,15,43,1
25021001904,2,25021001904,1742,812,883,2000,1048,939,2044,1155,828,1530,666,818,1517,862,655,1525,280,1242,1847,846,823,1373,400,968,1359,592,767,2150,2017,14,25,58,31,0,25,58,23,0,0,2867,2554,15,60,241,31,0,0,0,2283,2170,17,33,40,21,0,33,40,21,0,0,0,3054,2782,17,33,156,21,0,33,136,21,0,0,64,2934,2810,22,20,64,3,2,0,0,2127,2043,15,16,40,3,2,0,0,2531,2325,56,22,72,0,1,9,46,3195,2884,91,50,122,16,3,2531,2325,56,33,82,12,1
25021001548,3,25021001548,1629,905,703,2037,1294,731,2078,1266,773,1381,681,663,1368,925,442,1359,365,990,1592,909,632,1018,386,628,994,561,433,2602,1895,55,61,591,0,0,61,576,0,0,0,3422,2131,142,77,950,0,0,0,0,2101,1504,24,145,425,0,0,145,410,0,0,0,0,3094,1775,47,257,946,0,0,250,900,0,0,74,47,3215,2327,137,217,510,17,1,0,0,2597,1944,94,163,380,13,1,0,0,2958,1992,152,149,564,0,0,15,86,3492,2278,198,264,723,26,8,2958,1992,152,212,584,20,5
25025000805,8,25025000805,729,636,84,840,775,63,876,784,79,618,567,41,580,531,46,620,389,231,819,760,35,448,407,37,399,369,30,1564,132,394,976,42,3,0,966,42,3,16,0,2538,156,572,1712,132,9,0,0,0,1557,160,268,1043,31,31,0,1033,31,31,0,16,0,2509,185,416,1803,113,36,0,1577,94,31,0,66,138,2376,90,477,1192,76,25,35,0,0,1685,64,309,813,59,14,25,0,0,1799,119,352,578,53,2,0,229,466,2393,149,526,1435,83,27,8,1799,119,352,1097,63,20,5
25025001305,8,25025001305,586,507,68,633,588,39,660,595,51,526,479,31,505,463,41,521,309,211,679,611,39,319,269,46,288,263,25,1069,304,277,461,23,6,0,459,23,0,1,0,1709,337,567,834,28,6,0,0,0,957,235,249,432,29,8,0,431,29,0,0,1,0,1538,245,479,869,38,8,0,686,37,0,0,20,72,1585,259,366,765,24,19,21,0,0,1259,245,264,582,23,14,18,0,0,1341,269,289,419,33,2,0,162,167,1708,290,402,840,54,21,2,1341,269,289,613,41,18,2
25025001001,8,25025001001,571,493,71,641,585,53,672,608,58,483,441,35,460,430,30,477,270,206,676,616,37,333,277,54,313,278,35,1129,220,521,325,41,0,0,305,40,0,19,0,1629,239,618,556,347,14,12,0,0,1086,249,412,380,25,0,1,358,24,0,1,16,0,1422,265,473,539,198,2,17,459,174,0,0,2,46,1536,420,465,504,187,36,1,0,0,1260,417,357,329,178,30,1,0,0,1337,342,406,315,222,2,0,17,33,1562,346,505,532,242,23,4,1337,342,406,406,228,21,3
25025000704,9,25025000704,1108,709,374,1274,875,389,1318,933,359,944,589,325,927,694,232,923,321,600,1247,826,333,678,283,393,654,399,255,1850,1633,117,77,26,0,0,77,26,0,0,0,2287,1814,228,208,87,0,0,0,0,1840,1685,79,44,36,0,0,44,20,0,0,0,0,2418,1943,318,262,51,0,4,103,33,0,0,1,18,2212,1792,192,147,93,15,2,0,0,1925,1631,117,92,81,12,2,0,0,1873,1557,144,52,70,2,0,6,42,2108,1689,211,146,87,31,2,1873,1557,144,106,79,31,2
25021001256,3,25021001256,1107,865,222,1241,1043,192,1264,1054,181,996,798,164,985,850,134,986,495,490,1201,967,189,777,528,247,771,609,162,2230,1165,92,851,105,47,8,793,100,0,8,0,3241,1500,164,1351,219,75,31,0,0,2405,1187,120,962,125,44,9,908,122,0,9,9,0,3404,1435,233,1446,315,73,34,1386,243,0,9,1,96,2763,1525,148,981,128,20,7,0,0,2145,1277,97,694,85,15,6,0,0,2210,1132,181,664,70,9,0,25,129,2659,1295,223,1006,138,53,8,2210,1132,181,792,95,47,8
25021001448,8,25021001448,1772,1035,701,1995,1297,684,2044,1301,697,1580,935,604,1582,1109,472,1564,452,1105,1901,1116,651,1243,609,620,1255,792,463,2672,2434,61,107,56,20,0,107,56,0,0,0,3532,3207,83,113,111,19,0,0,0,2587,2232,65,230,10,54,0,230,10,0,0,0,0,3478,3014,69,246,49,53,0,246,49,0,0,48,53,3355,2857,141,170,148,13,3,0,0,2706,2357,80,114,117,11,3,0,0,2837,2290,103,158,153,3,0,28,102,3440,2704,168,286,197,37,2,2837,2290,103,211,160,28,1
25013001753,1,25013001753,446,361,78,509,425,80,533,433,93,340,287,42,331,272,58,337,209,128,638,545,68,280,227,50,293,243,50,1749,475,1056,187,13,0,0,187,13,0,8,0,2278,541,1448,381,34,9,8,0,0,1852,445,1231,129,17,0,0,129,17,0,0,29,0,2278,513,1527,365,59,10,13,177,17,0,0,0,43,2445,398,1579,580,18,66,6,0,0,1742,361,1028,421,13,42,4,0,0,1831,330,1104,345,5,5,0,14,28,2385,345,1515,589,17,51,2,1831,330,1104,444,9,37,2
25013000940,1,25013000940,920,632,263,1063,774,278,1083,786,268,735,525,176,739,570,168,736,301,432,1162,841,256,606,369,227,632,479,153,1695,846,764,65,8,10,0,65,8,0,0,0,2477,939,1433,73,31,19,0,0,0,2185,1297,792,88,4,0,0,88,4,0,0,0,0,2957,1457,1388,97,23,14,0,88,23,0,0,0,0,2869,1313,1441,161,37,42,7,0,0,1977,1105,793,99,24,24,3,0,0,1933,946,853,52,7,5,0,11,59,2627,1078,1394,145,28,49,7,1933,946,853,112,21,43,4
25013001751,1,25013001751,985,621,341,1159,787,360,1191,792,368,815,555,230,808,603,204,818,274,539,1098,717,313,635,341,284,682,496,186,2299,1108,812,283,58,30,0,283,58,0,24,0,2641,1243,1003,344,87,52,0,0,0,1911,1124,499,169,87,37,0,169,87,0,0,0,0,2287,1257,742,199,85,37,0,166,85,0,0,0,37,2484,1512,627,361,32,30,3,0,0,1923,1293,401,230,23,19,3,0,0,2153,994,870,205,23,3,2,6,50,2687,1094,1231,434,53,58,15,2153,994,870,321,42,46,15
25013001797,1,25013001797,544,377,150,671,486,178,698,490,192,395,292,83,383,314,69,391,176,214,705,501,152,308,195,107,326,250,76,1838,777,582,466,16,0,0,428,16,0,0,0,2675,975,1043,722,31,9,0,0,0,2010,935,627,433,16,0,0,403,16,0,0,0,0,3072,1134,1210,808,30,11,0,570,19,0,0,0,140,2464,1210,766,499,59,34,7,0,0,1754,1009,433,300,44,23,5,0,0,1947,750,791,281,35,4,2,17,67,2639,883,1208,625,53,73,17,1947,750,791,405,46,47,12
25021001547,3,25021001547,1527,896,607,1748,1122,609,1788,1138,613,1363,751,561,1332,959,368,1330,431,892,1637,980,587,1014,468,541,1016,632,384,2349,1732,78,206,303,0,0,206,301,0,30,0,3237,2208,165,294,578,0,14,0,0,2416,1501,88,524,247,40,0,524,244,0,0,25,0,3214,1874,113,731,461,40,14,715,432,0,0,11,69,3288,2323,150,322,453,23,5,0,0,2686,1963,108,235,346,19,5,0,0,2933,1882,158,193,547,3,2,50,98,3515,2169,199,363,736,40,8,2933,1882,158,266,577,28,6
25021002030,4,25021002030,1265,705,527,1514,924,579,1531,955,548,1070,561,470,1058,718,339,1053,325,720,1349,733,499,810,332,469,823,472,351,2444,2113,56,103,168,0,0,83,168,0,0,0,3602,2473,61,173,836,0,0,0,0,2067,1813,73,40,142,0,0,18,142,0,0,0,0,3593,2457,81,60,941,11,0,37,916,0,0,60,45,3058,2552,63,132,219,15,4,0,0,2563,2198,50,95,152,11,1,0,0,2689,1906,132,129,288,3,2,88,141,3187,2184,169,207,399,36,3,2689,1906,132,171,296,30,3
25021000804,2,25021000804,2355,1175,1117,2782,1561,1192,2789,1660,1062,2051,967,1015,2040,1225,814,2043,394,1641,2446,1236,989,1616,520,1085,1607,725,882,2912,2797,10,0,100,0,0,0,86,0,0,0,4054,3735,21,8,284,0,0,0,0,3056,2875,79,4,94,0,0,4,91,0,0,0,0,4038,3711,86,11,225,0,0,6,205,0,0,5,26,3976,3623,70,78,189,14,3,0,0,2749,2547,40,49,106,7,2,0,0,3237,2904,47,47,145,1,1,18,74,4164,3647,83,86,278,14,4,3237,2904,47,60,173,11,4
25025000591,9,25025000591,480,343,132,603,473,129,631,451,172,368,260,97,358,283,75,370,162,208,595,439,129,355,225,127,344,259,85,1307,598,532,157,12,0,0,138,12,0,0,0,2241,653,1271,773,17,2,0,0,0,1418,649,579,159,26,0,0,103,26,0,0,0,0,2473,694,1486,860,27,3,0,111,27,0,0,15,138,2163,887,976,240,73,31,11,0,0,1727,816,676,176,54,22,9,0,0,1757,519,983,108,63,2,3,16,63,2283,562,1368,245,79,98,5,1757,519,983,172,70,57,5
25005001400,2,25005001400,1421,719,663,1760,1010,744,1806,1003,760,1154,586,513,1149,716,433,1136,295,838,1544,705,689,879,319,554,884,446,438,2476,2223,139,65,37,1,0,49,37,0,0,0,3482,2794,399,191,112,8,20,0,0,2272,2111,137,16,8,0,0,0,8,0,0,0,0,3247,2648,405,92,36,0,14,8,9,0,0,0,179,3340,3042,90,83,102,34,0,0,0,2532,2342,55,45,63,23,0,0,0,2829,2422,119,83,101,2,0,15,87,3454,2891,185,147,145,59,1,2829,2422,119,102,109,45,0
25017000073,7,25017000073,1126,899,209,1261,1083,174,1273,1080,168,1028,846,156,1011,881,129,1007,555,450,1188,938,173,759,527,225,762,595,167,1434,1211,60,95,72,0,0,72,72,0,0,0,2325,1579,71,105,572,0,0,0,0,1429,1119,91,97,118,2,0,68,102,0,0,0,0,2069,1457,116,110,382,5,0,81,337,0,0,0,82,2043,1642,80,98,223,11,1,0,0,1719,1414,57,70,171,8,1,0,0,1834,1300,89,62,299,3,0,10,71,2229,1552,121,102,410,16,3,1834,1300,89,89,326,13,2
25017001149,6,25017001149,1090,677,386,1268,883,373,1279,878,374,927,588,304,906,640,266,899,292,607,1250,772,391,711,329,378,730,423,307,2221,1649,293,98,168,12,0,98,168,1,0,0,3120,1936,550,143,241,13,0,0,0,2230,1693,314,95,126,2,0,95,126,0,0,0,0,3106,2022,544,145,217,2,0,143,157,0,0,126,115,2689,2034,158,140,268,17,1,0,0,2150,1686,109,98,195,11,0,0,0,2251,1334,247,89,156,2,0,167,256,2823,1539,372,199,230,38,1,2251,1334,247,135,174,24,0
25009001835,9,25009001835,1233,794,418,1374,993,373,1381,977,375,1126,759,329,1123,867,256,1114,330,783,1302,842,375,887,398,484,885,610,275,2112,1940,59,81,28,4,0,81,28,0,0,0,2950,2607,93,193,56,7,0,0,0,1887,1660,75,101,41,5,0,101,41,0,0,0,0,2582,2249,125,125,79,12,0,125,61,0,0,0,25,2291,2076,88,68,58,3,3,0,0,1785,1652,52,50,29,2,3,0,0,1974,1653,148,62,29,3,0,36,43,2506,2024,235,142,63,15,4,1974,1653,148,99,38,11,3
25009001833,9,25009001833,1317,746,548,1509,984,512,1532,982,523,1180,666,471,1183,833,349,1174,237,931,1349,784,506,931,369,554,918,581,337,1952,1855,71,0,19,3,0,0,19,0,0,0,2211,2116,71,0,19,7,0,0,0,2179,2049,116,0,7,5,0,0,7,0,0,0,0,2489,2351,123,0,7,15,0,0,7,0,0,0,5,2331,2136,72,48,70,5,0,0,0,1943,1809,51,35,48,4,0,0,0,2412,2045,170,67,67,0,0,13,50,2860,2348,263,120,99,24,2,2412,2045,170,100,79,15,1
25017001057,6,25017001057,600,426,167,694,524,165,747,525,214,481,365,99,473,356,117,472,210,262,755,573,154,335,202,129,350,266,84,1824,564,349,45,746,114,3,45,746,114,2,0,2861,679,519,84,1448,156,9,0,0,1678,468,360,119,617,110,7,119,617,110,7,0,0,2865,711,482,350,1204,141,25,304,1204,134,7,5,19,3081,764,597,191,1506,35,24,0,0,2168,642,345,123,1027,17,12,0,0,2241,433,392,136,1167,1,2,29,81,3112,521,623,259,1637,36,11,2241,433,392,178,1185,23,6
25017001041,6,25017001041,782,553,218,940,727,211,990,718,253,615,450,141,600,479,121,600,238,362,984,718,218,495,306,177,487,369,118,2070,1344,418,69,221,7,0,61,220,3,8,0,3146,1573,917,202,479,7,14,0,0,2185,1437,498,97,143,6,0,92,126,5,0,8,0,3135,1719,871,267,305,16,14,163,268,8,0,0,101,3117,1503,966,355,296,32,13,0,0,2322,1288,597,229,196,20,10,0,0,2384,1037,692,191,297,0,2,66,99,3082,1183,1006,421,439,52,2,2384,1037,692,285,311,35,2
25017001895,7,25017001895,2010,1082,882,2270,1389,861,2317,1430,843,1824,933,831,1790,1186,604,1777,440,1326,2119,1116,827,1524,565,952,1524,860,664,3017,2963,1,51,2,0,0,51,0,0,0,0,3709,3581,1,68,39,0,0,0,0,2651,2651,0,1,0,0,0,1,0,0,0,0,0,3406,3405,0,1,0,0,0,1,0,0,0,0,0,3409,3309,33,14,39,7,5,0,0,2642,2575,20,10,31,5,1,0,0,2858,2634,62,35,58,1,0,15,53,3564,3238,105,60,102,15,3,2858,2634,62,45,73,9,2
25023000483,3,25023000483,1127,869,243,1323,1106,213,1356,1093,245,963,746,190,935,779,156,931,504,426,1266,979,232,675,471,195,670,523,147,2380,1069,269,967,20,63,15,913,20,29,0,0,3578,929,441,1824,38,95,43,0,0,2057,803,137,1051,12,29,25,913,12,21,25,1,0,3403,713,245,1705,18,36,70,1268,12,22,0,575,571,3389,1265,493,1252,66,33,10,0,0,2408,1033,308,817,39,22,9,0,0,3033,881,453,964,41,5,0,202,487,4007,1016,629,2041,97,66,8,3033,881,453,1477,55,51,5
25017000929,6,25017000929,1909,1137,719,2158,1436,708,2189,1506,619,1719,1019,630,1710,1204,504,1700,444,1252,1974,1195,598,1310,524,775,1339,691,648,2278,2142,45,41,45,1,0,41,45,0,0,0,3179,2891,83,69,136,3,0,0,0,2354,2230,33,42,36,13,0,42,36,0,0,0,0,3261,3007,91,70,81,15,0,46,80,0,0,0,38,3253,3073,47,26,89,9,0,0,0,2381,2279,22,17,50,5,0,0,0,2523,2258,46,35,104,0,0,19,61,3317,2927,79,53,169,16,2,2523,2258,46,40,115,12,2
25017001289,6,25017001289,1899,1298,562,2107,1586,516,2144,1661,434,1731,1200,468,1716,1337,379,1710,593,1112,2010,1403,446,1303,696,599,1325,876,449,2549,2319,74,52,97,9,0,48,97,9,0,0,3551,3030,165,108,244,10,10,0,0,2757,2461,93,44,156,9,0,40,156,9,0,0,0,3756,3137,132,96,407,9,9,68,286,9,0,0,126,3333,2975,102,83,148,22,5,0,0,2465,2238,63,58,93,12,2,0,0,2713,2273,110,50,173,3,0,15,89,3488,2851,151,94,303,41,7,2713,2273,110,71,196,25,3
25023001487,4,25023001487,2012,922,1041,2339,1206,1112,2390,1238,1083,1783,750,984,1764,1038,726,1748,350,1382,2047,948,954,1455,517,920,1464,729,735,2648,2576,0,0,77,0,0,0,77,0,0,0,3517,3348,24,27,120,0,0,0,0,2681,2599,0,0,80,0,0,0,80,0,0,0,0,3555,3408,0,25,123,0,0,25,82,0,0,0,43,3559,3431,32,39,32,15,0,0,0,2548,2476,13,29,14,9,0,0,0,2904,2718,37,13,23,1,3,12,97,3799,3542,50,36,63,36,4,2904,2718,37,28,44,22,3
25005001853,4,25005001853,1058,629,402,1305,845,451,1360,835,502,850,518,302,839,580,259,836,317,515,1181,694,393,672,395,264,662,475,187,2455,2123,153,153,21,12,0,134,9,0,0,0,3443,2612,300,285,33,13,0,0,0,2815,2389,222,170,16,15,0,147,4,0,0,0,0,3663,2757,357,409,31,110,0,189,16,0,0,232,114,3478,2885,211,248,39,39,10,0,0,2768,2374,140,148,30,28,7,0,0,3086,2121,242,275,24,4,0,130,290,3838,2479,356,761,44,58,1,3086,2121,242,513,35,38,1
25027001012,6,25027001012,1456,738,680,1737,1011,696,1773,1064,672,1242,594,588,1238,763,474,1216,236,979,1508,743,644,980,360,615,985,491,494,1930,1433,306,104,71,7,0,104,71,0,6,0,2713,1828,516,209,138,13,6,0,0,1923,1585,225,69,34,7,0,69,34,0,0,0,0,2472,1872,341,104,67,6,0,104,40,0,0,83,33,2656,2128,167,162,126,4,2,0,0,2093,1718,115,112,87,3,2,0,0,2530,1900,208,141,85,1,0,54,141,3073,2206,319,263,124,25,4,2530,1900,208,189,97,22,2
25027000101,2,25027000101,1827,902,881,2074,1184,868,2125,1171,910,1609,789,750,1606,983,623,1603,305,1294,1965,968,839,1304,484,810,1303,669,634,2824,2633,65,100,3,41,0,84,3,5,0,0,3538,3197,118,185,39,67,0,0,0,2654,2540,56,39,3,15,0,39,3,0,0,0,0,3463,3235,130,81,34,15,0,51,25,0,0,0,24,3251,3014,77,56,93,11,0,0,0,2599,2436,49,37,68,8,0,0,0,2691,2368,72,47,93,0,0,10,101,3257,2798,125,119,123,45,5,2691,2368,72,65,104,33,4
25027000099,2,25027000099,1842,892,897,2122,1166,929,2159,1172,916,1613,777,767,1593,982,611,1603,302,1296,1941,934,841,1302,476,814,1291,654,637,2538,2457,50,0,38,0,0,0,38,0,0,0,3107,2988,53,13,55,0,0,0,0,2633,2557,62,0,10,7,0,0,10,0,0,0,0,3143,3035,84,12,8,20,0,0,8,0,0,0,15,3180,3062,43,29,38,5,0,0,0,2589,2509,25,21,25,5,0,0,0,2795,2555,67,24,54,0,0,7,88,3440,3080,110,74,100,35,3,2795,2555,67,49,69,24,2
25027002139,1,25027002139,1751,1078,639,2033,1400,610,2067,1393,633,1533,960,519,1517,1099,417,1529,455,1070,1880,1155,603,1230,624,595,1223,763,460,2632,2133,57,188,190,17,44,180,190,15,5,0,3240,2478,166,338,233,67,72,0,0,2596,2086,78,164,224,17,30,155,224,15,30,2,0,3313,2572,184,290,268,66,47,208,268,15,47,0,19,3351,2737,187,241,192,17,2,0,0,2654,2246,133,147,131,12,2,0,0,3076,2173,290,288,183,14,2,19,107,3855,2570,425,539,275,68,7,3076,2173,290,350,209,53,4
25027001688,1,25027001688,1295,778,491,1513,1025,479,1523,1044,449,1111,660,399,1119,772,347,1109,292,817,1412,875,454,926,359,564,918,503,415,2238,1630,92,229,280,4,0,229,280,0,0,0,3648,2057,115,495,827,15,0,0,0,1744,1249,76,77,344,0,0,77,344,0,0,0,0,3838,1476,326,522,1661,10,0,99,1558,0,0,141,240,3432,2173,109,189,909,15,0,0,0,2463,1591,74,150,611,9,0,0,0,2756,1220,80,119,1226,3,0,15,93,3768,1458,136,201,1889,28,2,2756,1220,80,134,1257,20,2
25009000975,7,25009000975,864,648,205,995,779,212,1021,746,261,705,567,121,697,576,118,703,374,324,1076,869,166,563,397,159,555,446,109,1941,369,1483,79,8,0,0,79,8,0,0,0,3553,438,2980,382,14,54,0,0,0,1809,359,1376,31,46,0,0,31,46,0,0,0,0,3256,448,2623,232,124,62,0,102,75,0,0,7,0,3286,797,2326,366,67,47,19,0,0,2308,674,1525,241,48,28,10,0,0,2749,464,2162,70,23,3,1,6,20,3780,572,3027,519,44,115,10,2749,464,2162,403,36,90,9
25015001420,1,25015001420,1188,857,309,1336,1035,299,1345,1049,270,1077,802,245,1074,863,211,1069,506,563,1243,868,295,901,564,326,935,723,212,1389,1221,102,0,55,15,0,0,28,0,0,0,1745,1483,191,1,55,13,0,0,0,1115,1002,74,0,30,13,0,0,20,0,0,0,0,1435,1305,90,0,26,13,0,0,19,0,0,0,19,2044,1819,107,28,75,20,1,0,0,1621,1478,68,18,46,15,1,0,0,1541,1318,96,13,41,0,0,5,68,1869,1574,123,58,74,30,0,1541,1318,96,36,55,27,0
25001000116,4,25001000116,2087,1008,1041,2362,1314,1037,2389,1318,1040,1884,908,927,1869,1075,792,1849,391,1453,2217,1033,1006,1515,640,864,1564,814,750,2597,2480,47,11,62,0,0,1,58,0,0,0,3301,3067,77,44,71,17,0,0,0,2861,2760,34,4,63,0,0,0,59,0,0,0,0,3625,3059,48,40,70,5,0,6,66,0,0,32,414,3535,3280,50,70,56,15,6,0,0,2852,2674,37,45,38,13,6,0,0,3044,2550,79,81,38,9,3,63,221,3731,3063,123,171,78,48,12,3044,2550,79,122,49,41,8
25011000907,1,25011000907,193,115,70,226,151,73,231,155,70,167,112,49,172,109,61,172,60,110,205,105,67,135,73,57,139,90,49,285,270,6,0,3,0,0,0,3,0,8,0,350,321,16,1,15,0,8,0,0,305,283,3,0,2,0,0,0,0,0,0,16,0,356,324,13,0,19,0,16,0,4,0,0,0,17,337,323,5,1,6,2,1,0,0,284,274,3,0,5,2,1,0,0,306,271,8,1,3,2,0,0,21,353,309,10,5,7,16,2,306,271,8,4,5,14,2
25017001206,7,25017001206,1046,684,341,1165,866,294,1193,859,315,950,615,297,944,710,233,937,334,599,1121,714,327,705,399,304,709,499,210,1500,1274,56,70,100,0,0,53,93,0,0,0,1855,1554,58,89,157,0,0,0,0,1828,1166,90,61,509,0,0,40,488,0,0,0,0,2256,1425,99,81,649,0,0,52,572,0,0,0,109,1897,1700,45,58,87,5,1,0,0,1525,1384,33,40,61,4,1,0,0,1536,1290,61,33,83,0,0,9,60,1854,1527,71,67,137,16,2,1536,1290,61,48,96,14,2
