GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
2403321-010,1,2403321-010,1437,1045,332,1437,1105,280,1352,750,580,1290,1008,279,1309,1006,242,1665,1248,314,1611,1165,317,2305,1245,320,534,210,0,0,495,195,0,0,0,4531,1731,1877,687,262,0,0,0,0,2145,1255,350,345,170,15,0,345,105,0,0,10,0,4144,1678,1668,543,307,54,0,457,127,0,0,22,192,3451,1479,1045,548,405,63,9,0,0,2721,1330,690,403,310,45,7,0,0,3056,1062,1076,397,333,13,3,19,153,3847,1189,1536,621,469,128,9,3056,1062,1076,487,380,101,9,3849,1191,1536,621,470,120,9
2402701-009,7,2402701-009,1317,849,426,1446,1046,358,1227,543,672,1226,861,365,1240,883,294,1386,906,392,1363,848,469,1925,1075,145,430,260,20,0,410,260,0,0,0,2707,1424,316,582,415,22,0,0,0,1813,1132,109,293,263,10,0,268,263,0,0,0,0,2642,1433,288,386,534,12,0,293,440,0,0,0,188,2571,1460,176,435,525,23,0,0,0,1747,1011,102,282,357,12,0,0,0,1974,957,132,294,485,6,0,8,92,2700,1217,201,522,742,41,2,1974,957,132,352,511,34,1,2701,1218,201,523,744,41,1
2402706-003,7,2402706-003,1175,711,413,1147,783,308,1113,432,670,1106,744,362,1120,759,286,1277,771,384,1276,779,454,1385,700,115,140,425,0,0,140,380,0,0,0,2271,858,117,382,914,0,0,0,0,1646,857,1,267,521,0,0,267,321,0,0,0,0,2891,1040,3,707,1142,0,0,707,718,0,0,0,424,1928,1419,75,206,222,8,1,0,0,1414,1102,46,113,145,7,0,0,0,1492,949,91,154,209,0,0,22,67,2067,1189,169,303,354,33,0,1492,949,91,173,231,26,0,2068,1189,169,304,355,33,0
2400112-000,5,2400112-000,1310,488,779,1488,559,881,1215,298,893,1175,466,708,1205,552,599,1459,498,853,1363,551,740,2775,2624,70,31,56,0,0,28,25,0,0,0,3366,3132,82,39,125,0,0,0,0,2616,2483,56,28,49,4,0,28,33,4,0,0,0,3115,2910,57,27,121,1,0,27,84,1,0,0,37,3405,3154,48,141,55,10,4,0,0,2829,2623,38,123,38,9,4,0,0,2423,2166,23,81,45,6,0,12,90,2981,2636,33,131,82,72,2,2423,2166,23,106,58,56,2,2989,2642,33,132,82,73,2
2400101-000,5,2400101-000,436,67,361,501,76,417,386,34,346,373,65,308,375,73,289,500,63,420,466,84,367,612,602,15,0,0,0,0,0,0,0,0,0,702,687,14,2,0,0,0,0,0,724,713,10,0,0,4,0,0,0,0,0,0,0,877,846,11,2,2,3,0,2,2,0,0,0,17,936,899,10,21,3,4,0,0,0,746,734,3,5,3,2,0,0,0,678,649,7,2,1,0,0,0,19,820,775,9,12,4,15,2,678,649,7,5,4,12,0,820,775,9,12,4,15,2
2403313-005,1,2403313-005,1840,1671,145,2725,2577,121,1637,1179,443,1637,1539,90,1659,1573,57,1713,1585,88,1694,1586,79,3596,318,117,3049,87,33,0,2977,87,4,21,0,4970,344,284,4179,208,52,0,0,0,3640,417,95,3054,65,3,0,2914,65,0,0,17,0,4914,480,226,4089,186,13,0,3849,76,0,0,7,274,3933,439,130,3267,144,47,8,0,0,3046,423,83,2450,110,34,2,0,0,3442,539,152,2563,76,9,1,8,94,4159,554,215,3330,114,50,5,3442,539,152,2691,97,40,4,4165,554,215,3306,112,46,5
2403306-007,1,2403306-007,1985,1823,127,2536,2404,91,1790,1386,390,1791,1710,78,1809,1708,54,2016,1893,82,1975,1841,63,2706,337,106,2168,88,8,0,2105,88,0,0,0,3350,396,179,2679,125,22,0,0,0,2804,234,159,2320,90,0,0,2260,90,0,0,0,0,3416,286,247,2775,136,10,0,2681,126,0,0,17,59,2976,304,221,2375,102,32,8,0,0,2299,275,148,1801,89,26,6,0,0,4596,305,274,3760,73,16,3,26,139,5488,332,391,4680,136,115,20,4596,305,274,3929,100,88,18,5498,332,391,4641,135,103,20
2403307-002,8,2403307-002,1117,653,423,1168,799,330,1070,385,668,994,645,349,1016,654,316,1257,734,434,1224,720,457,1690,1105,65,475,45,0,0,475,45,0,0,0,2380,1304,306,665,105,0,0,0,0,1695,885,75,700,25,0,0,700,25,0,0,15,0,2585,1056,351,1153,41,0,0,1103,25,0,0,0,50,1981,1330,148,420,84,24,1,0,0,1540,1095,106,279,56,18,0,0,0,1634,890,184,394,67,8,0,20,71,2003,1038,241,583,113,51,3,1634,890,184,444,88,41,3,2004,1038,241,584,113,51,3
2403318-004,1,2403318-004,1036,976,44,1166,1092,50,877,736,129,883,856,27,895,861,15,1227,1176,27,1182,1135,24,2087,59,90,1877,3,51,0,1871,3,45,13,0,2923,63,330,2461,21,63,3,0,0,2420,98,113,2204,3,0,0,2202,3,0,0,6,0,3662,97,310,3240,11,11,3,3226,3,0,0,17,11,3092,92,193,2839,10,31,4,0,0,2252,81,125,2064,9,21,2,0,0,2466,49,257,2064,24,5,0,8,59,3260,55,397,2795,45,52,4,2466,49,257,2143,39,44,1,3275,56,397,2763,42,49,4
2403306-003,1,2403306-003,2246,2105,106,2586,2454,81,1963,1561,380,1965,1907,52,1991,1912,44,2568,2490,48,2481,2327,66,3793,135,145,3502,15,26,0,3446,15,0,0,0,5031,136,407,4592,25,30,0,0,0,3963,165,150,3632,15,14,0,3618,15,0,0,0,0,5445,274,575,4615,14,21,0,4567,14,0,0,0,16,5726,131,359,5220,63,79,2,0,0,4367,124,251,3972,45,68,2,0,0,4782,86,413,4079,70,8,0,13,113,5951,91,587,5208,104,96,8,4782,86,413,4235,79,73,7,5976,91,588,5188,102,90,8
2403306-019,1,2403306-019,1392,1305,67,1500,1421,44,1202,945,236,1206,1169,34,1222,1167,28,1642,1604,25,1589,1525,28,2318,68,25,2096,19,35,0,2079,19,35,72,0,3081,73,231,2704,81,152,1,0,0,2476,64,5,2242,19,74,0,2232,19,74,0,70,0,3223,69,69,2968,147,209,1,2823,43,74,0,0,146,3623,61,90,3465,15,57,2,0,0,2645,56,62,2524,9,35,2,0,0,2790,47,138,2504,6,11,2,13,69,3622,61,197,3350,28,62,3,2790,47,138,2592,22,42,3,3634,61,197,3317,27,62,3
2403313-008,1,2403313-008,911,853,43,869,809,39,695,587,102,702,680,22,714,690,22,1262,1209,34,1232,1144,44,1213,0,83,1113,13,0,0,1111,13,0,0,0,2428,229,717,1472,21,201,0,0,0,967,60,64,821,27,0,0,800,27,0,0,0,0,1989,103,363,1271,270,52,0,1228,270,0,0,0,25,2683,32,272,2385,16,30,4,0,0,1903,24,171,1711,11,20,3,0,0,2132,58,588,1309,73,5,4,16,79,3122,82,927,1834,270,55,8,2132,58,588,1358,121,43,7,3130,82,931,1843,272,22,8
2403704-003,2,2403704-003,1663,506,1114,1895,611,1237,1471,224,1234,1429,509,920,1455,533,874,1860,524,1241,1792,588,1148,2233,1939,40,246,10,0,0,246,0,0,0,0,3033,2533,203,287,11,0,0,0,0,2170,1943,45,108,79,0,0,108,75,0,0,0,0,2617,2359,47,136,79,0,0,135,73,0,0,0,6,3645,3093,50,466,17,18,0,0,0,2636,2211,31,370,14,10,0,0,0,2762,2227,51,336,10,11,0,4,123,3553,2870,82,457,54,72,8,2762,2227,51,382,32,48,5,3560,2872,82,475,53,73,8
2401505-006,8,2401505-006,401,151,235,549,234,302,335,81,250,337,151,186,337,151,174,433,146,239,420,148,258,686,622,35,27,0,1,0,27,0,0,0,0,905,817,49,45,0,1,0,0,0,937,878,41,5,0,10,0,5,0,0,0,0,0,1150,1086,52,12,0,10,0,6,0,0,0,0,10,729,671,20,29,10,3,1,0,0,557,518,10,19,8,2,1,0,0,767,638,34,37,24,2,1,3,28,982,800,58,53,42,19,1,767,638,34,41,29,18,1,984,802,58,53,43,19,1
2403307-011,1,2403307-011,2322,2143,153,3650,3465,146,2084,1554,516,2087,2005,74,2105,2010,57,2043,1933,62,2001,1878,84,3975,110,87,3643,109,30,0,3603,97,30,0,0,5032,126,88,4685,273,31,0,0,0,3693,302,72,3233,48,30,0,3208,48,30,0,0,0,4591,343,73,4122,169,31,0,3951,97,31,0,0,100,4099,124,88,3850,78,36,3,0,0,3409,119,63,3193,58,33,1,0,0,4289,108,96,3900,75,6,0,10,94,5220,123,157,4884,122,82,2,4289,108,96,4021,90,56,1,5228,123,158,4874,121,76,2
2403313-012,1,2403313-012,2082,1945,108,2553,2425,97,1915,1558,344,1920,1868,52,1932,1855,42,2108,1999,59,2076,1958,55,2752,108,40,2568,29,19,0,2550,29,0,14,0,3572,109,41,3362,60,52,0,0,0,2398,140,113,2120,16,9,0,2111,16,0,0,9,0,3294,149,149,3065,52,77,0,2891,52,0,0,24,29,3974,61,106,3764,120,36,7,0,0,3011,58,73,2822,94,25,3,0,0,3343,75,134,2906,94,3,0,27,104,4144,81,195,3808,136,49,5,3343,75,134,3077,106,35,4,4150,81,195,3801,136,49,3
2403317-014,1,2403317-014,1237,1114,98,1518,1348,134,996,810,178,995,921,72,1007,926,59,1483,1369,76,1435,1306,74,3256,618,414,2094,113,9,0,2090,82,0,4,0,6201,757,1657,3120,723,37,0,0,0,3282,611,532,2050,88,4,0,2019,68,0,0,0,0,6000,753,1607,3187,584,22,0,3000,550,9,0,0,84,5392,888,1176,2853,558,42,11,0,0,4358,826,832,2262,496,32,10,0,0,5086,545,1381,2237,711,11,4,47,150,6472,597,2064,2998,851,288,13,5086,545,1381,2412,764,199,13,6481,598,2065,2967,851,120,13
2403306-011,1,2403306-011,1614,1493,96,1632,1544,63,1497,1160,322,1501,1458,43,1511,1447,34,1794,1691,55,1750,1653,54,2331,43,98,2163,25,7,0,2142,17,0,0,0,2966,43,287,2710,34,6,0,0,0,2381,30,96,2230,19,6,0,2218,19,0,0,0,0,3069,35,200,2869,22,6,0,2798,22,0,0,0,14,2861,139,122,2604,20,42,0,0,0,2229,133,90,2004,20,33,0,0,0,2361,65,184,2036,13,8,0,8,47,2924,68,294,2556,34,57,2,2361,65,184,2095,19,40,1,2935,68,294,2536,33,48,2
2403312-018,1,2403312-018,223,201,20,309,286,20,208,154,49,204,191,13,210,197,13,211,196,11,205,187,16,588,13,35,378,52,0,0,378,25,0,108,0,737,13,49,626,173,0,0,0,0,320,35,10,270,10,0,0,270,10,0,0,0,0,348,36,8,302,10,0,0,294,10,0,0,0,0,644,31,37,565,16,10,1,0,0,488,27,24,427,12,7,0,0,0,536,45,118,331,23,0,2,2,15,661,49,180,401,33,13,2,536,45,118,342,29,10,2,662,49,181,401,33,13,2
2403307-003,2,2403307-003,1468,855,554,1588,1107,431,1402,503,887,1311,853,458,1336,843,417,1582,906,554,1541,909,572,1875,1170,125,473,65,24,0,465,45,0,19,0,2482,1398,275,665,209,35,0,0,0,1850,1070,110,573,65,29,0,540,35,0,0,14,0,2461,1254,249,809,206,67,0,661,120,0,0,8,169,2676,1777,209,580,118,47,6,0,0,2094,1459,128,421,79,27,4,0,0,2165,1160,231,572,81,3,1,11,106,2737,1366,360,878,143,64,10,2165,1160,231,627,114,51,8,2738,1367,360,876,141,63,10
2403320-018,1,2403320-018,635,597,27,984,914,43,471,395,70,473,459,12,474,456,12,716,687,16,689,665,10,1033,0,53,917,41,20,0,917,41,10,4,0,2714,56,490,2079,127,61,0,0,0,1168,0,46,1054,60,8,0,1054,60,0,0,0,0,2705,47,337,2202,136,7,0,2177,136,0,0,0,7,2683,13,321,2369,15,34,6,0,0,1810,12,211,1593,5,20,4,0,0,2523,54,397,1868,120,3,0,15,66,3765,73,620,2795,293,54,4,2523,54,397,1932,146,35,4,3769,73,620,2792,293,43,4
2403303-002,2,2403303-002,1892,1681,173,2323,2136,147,1747,1252,472,1734,1627,99,1754,1631,81,1911,1727,124,1892,1715,110,2911,239,167,2431,29,34,0,2407,29,0,19,0,3556,242,311,2962,57,57,7,0,0,2898,182,233,2389,34,33,0,2371,34,4,0,30,0,3797,186,640,2945,69,95,6,2816,61,5,0,10,79,3764,492,121,3139,52,23,7,0,0,2849,430,81,2322,35,19,5,0,0,3032,307,199,2389,32,9,5,14,77,3771,352,289,3112,50,83,10,3032,307,199,2496,43,69,7,3785,352,289,3071,49,66,10
2403310-008,8,2403310-008,1097,864,203,1219,1010,180,975,620,343,946,779,167,957,774,144,1281,1041,184,1229,967,207,2365,554,160,1514,125,3,0,1494,125,3,2,0,4083,729,319,2882,228,17,0,0,0,2320,570,163,1500,87,0,0,1456,87,0,0,4,0,5013,751,895,3294,141,4,0,3165,115,0,0,0,87,3415,757,486,2091,121,59,11,0,0,2589,672,308,1529,98,43,10,0,0,2681,542,582,1388,72,5,1,8,83,3611,622,874,2033,124,88,2,2681,542,582,1483,94,59,2,3615,624,874,2005,122,68,2
2403317-012,1,2403317-012,1556,1387,132,1542,1380,136,1273,972,282,1278,1184,94,1286,1177,75,2029,1848,106,1950,1768,103,2230,205,690,1285,38,0,0,1285,34,0,20,0,8423,373,4392,3472,175,28,0,0,0,2680,214,835,1560,48,0,0,1560,38,0,0,20,0,8531,312,4963,3115,132,31,0,3065,100,0,0,46,45,7713,458,3535,3584,288,171,24,0,0,5990,431,2521,2886,251,126,20,0,0,6318,343,3093,2504,257,3,1,18,99,8495,409,4534,3354,346,505,13,6318,343,3093,2690,289,373,8,8505,412,4537,3317,348,278,10
2403302-097,1,2403302-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,2,0,0,0,0,14,1,11,3,0,0,0,0,0,4,0,1,3,0,0,0,3,0,0,0,0,0,15,1,11,3,0,0,0,3,0,0,0,0,0,19,1,12,5,0,0,0,0,0,14,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402702-023,7,2402702-023,902,649,217,1092,847,219,816,464,339,796,620,176,812,620,149,969,697,183,934,651,237,1580,765,100,375,345,0,0,375,345,0,0,0,2782,819,161,492,1248,62,0,0,0,1465,630,70,385,380,0,0,385,380,0,0,0,0,2577,660,137,514,1188,107,0,514,1146,107,0,0,13,3251,1093,180,660,1301,28,2,0,0,2500,936,130,475,946,18,2,0,0,2400,690,168,455,965,13,0,12,97,3280,804,281,728,1416,34,3,2400,690,168,496,1004,28,2,3285,804,281,740,1432,34,3
2401914-002,2,2401914-002,44,20,24,51,24,27,41,9,32,41,20,21,42,21,16,48,17,31,50,25,24,50,39,2,9,0,0,0,9,0,0,0,0,62,47,5,13,0,0,0,0,0,40,36,0,2,0,0,0,2,0,0,0,0,0,44,42,0,4,0,0,0,4,0,0,0,0,0,83,57,1,25,0,2,0,0,0,64,41,1,22,0,1,0,0,0,70,39,0,21,0,0,0,1,9,99,59,1,28,5,6,0,70,39,0,22,3,6,0,99,59,1,28,5,6,0
2403708-003,2,2403708-003,1699,829,786,2180,1193,900,1506,597,873,1485,828,657,1502,823,605,1803,799,808,1768,770,877,4797,2788,537,1365,100,4,0,1361,50,0,10,0,6663,3859,890,1961,153,179,12,0,0,4979,3163,276,1482,34,73,0,1410,30,0,0,15,0,6911,4514,411,2035,67,249,27,1780,46,0,0,32,126,4424,2880,282,959,303,49,18,0,0,3117,2116,171,620,200,30,10,0,0,3691,2112,310,823,220,10,9,17,190,4998,2675,482,1369,416,135,28,3691,2112,310,941,273,89,20,5005,2677,482,1375,418,125,28
2401914-003,2,2401914-003,436,110,320,579,154,420,374,23,351,361,94,267,366,116,237,460,116,327,448,131,302,805,715,1,84,4,2,0,82,4,2,0,0,1040,902,2,122,12,3,0,0,0,951,862,1,65,0,20,0,65,0,2,0,0,0,1184,1064,1,88,8,20,0,66,8,2,0,3,38,1077,975,25,60,11,8,1,0,0,853,781,16,46,7,4,0,0,0,898,750,63,51,12,0,0,0,22,1075,862,107,74,16,14,0,898,750,63,56,14,12,0,1083,869,107,77,16,14,0
2403104-026,6,2403104-026,1591,1161,378,1626,1226,361,1452,797,633,1430,1107,320,1443,1115,272,1825,1378,333,1791,1343,363,2150,930,620,205,390,0,4,145,350,0,0,0,3566,1267,1395,371,525,106,1,0,0,2870,1205,1095,244,325,0,4,159,295,0,4,0,0,3944,1379,1678,507,456,0,1,250,308,0,1,38,290,3571,1494,1035,338,704,43,10,0,0,2846,1291,756,250,542,34,5,0,0,2827,1306,746,195,419,3,1,24,133,3653,1583,1032,388,603,81,6,2827,1306,746,253,469,57,4,3654,1583,1033,388,604,77,6
2403109-020,6,2403109-020,1368,999,330,1672,1267,363,1219,713,488,1204,935,267,1210,919,250,1481,1109,289,1439,1054,327,2547,693,505,630,628,80,0,621,561,0,13,0,4675,873,1909,1049,793,115,18,0,0,2363,582,319,653,740,0,73,644,673,0,73,0,0,4322,685,1604,1325,957,123,73,859,859,0,73,0,242,3805,863,1401,855,733,52,6,0,0,2814,717,972,586,562,34,4,0,0,2789,687,939,481,540,8,7,20,107,3490,806,1231,739,703,74,11,2789,687,939,535,601,59,9,3496,806,1234,753,707,45,11
2403105-014,6,2403105-014,1282,1063,186,1250,944,269,1111,821,275,1091,962,129,1099,938,125,1600,1376,167,1547,1336,145,2144,281,739,718,403,11,0,703,400,0,3,0,7953,296,4940,1803,982,22,28,0,0,2075,221,627,817,396,0,0,816,395,0,0,6,0,7884,263,5069,1741,884,10,2,1665,876,0,0,0,10,5714,480,2758,1717,891,100,15,0,0,4111,423,1876,1235,651,69,11,0,0,4311,171,2481,883,663,23,0,16,74,6327,215,3842,1398,915,307,4,4311,171,2481,979,704,210,3,6331,218,3843,1422,923,203,4
2403112-005,5,2403112-005,1979,1095,799,2478,1520,860,1778,711,1037,1716,1058,656,1724,1044,572,2088,1094,809,2074,1143,848,3399,2179,519,476,211,20,0,463,211,10,13,0,5054,2746,937,895,498,29,0,0,0,3259,2060,438,555,179,4,0,551,179,0,0,28,0,4805,2464,974,878,494,31,1,791,380,0,0,29,169,5199,3049,835,858,474,69,16,0,0,3657,2314,527,481,326,40,14,0,0,3812,1894,825,573,352,5,0,25,138,5284,2365,1269,1075,525,159,5,3812,1894,825,675,368,109,2,5290,2367,1270,1074,530,142,5
2400511-005,4,2400511-005,1562,561,946,2106,889,1151,1448,275,1161,1408,597,807,1418,595,706,1507,523,879,1476,491,949,2762,2043,26,324,353,0,0,321,338,0,15,0,3920,2726,53,511,595,0,43,0,0,2563,1871,20,296,358,0,0,296,357,0,0,15,0,3521,2472,45,447,532,0,39,406,452,0,0,24,122,3314,2521,83,233,484,23,4,0,0,2386,1880,50,140,311,10,2,0,0,2725,1897,59,226,414,10,0,11,108,3664,2458,116,357,618,72,8,2725,1897,59,250,438,43,7,3667,2461,116,358,621,71,8
2400514-014,4,2400514-014,378,221,144,418,264,142,327,129,192,326,199,127,327,200,104,443,276,147,436,261,153,658,477,12,107,38,0,0,104,16,0,26,0,808,538,13,142,121,0,51,0,0,641,498,9,80,27,0,0,78,13,0,0,24,0,796,587,9,119,85,0,47,110,13,0,0,5,74,876,543,33,255,48,6,2,0,0,723,485,19,187,31,4,2,0,0,745,369,19,308,25,0,0,3,21,931,414,28,440,42,4,0,745,369,19,320,32,4,0,936,414,28,448,42,4,0
2400508-006,4,2400508-006,2291,1734,486,2761,2214,481,2020,1239,747,2010,1626,381,2013,1609,317,2518,1899,472,2442,1808,535,5652,2847,496,1766,493,45,0,1735,413,28,20,0,9273,3311,1982,2742,1336,49,113,0,0,6080,2874,901,1614,646,46,0,1603,493,34,0,20,0,9087,3385,1681,2978,1458,50,161,2419,1261,35,0,7,299,8617,4227,690,2533,1154,110,11,0,0,6918,3810,508,1709,884,76,5,0,0,7000,2464,999,2426,790,20,5,49,247,9166,2834,1519,3618,1169,211,19,7000,2464,999,2622,875,155,14,9191,2837,1520,3594,1172,176,18
2451027-030,3,2451027-030,650,610,30,846,811,25,563,433,119,564,540,22,564,543,4,702,680,10,691,658,12,2085,22,134,1859,25,4,0,1855,25,0,50,0,2555,20,137,2363,92,4,49,0,0,1930,37,0,1822,30,0,0,1822,30,0,0,45,0,2300,36,5,2215,99,0,45,2164,49,0,0,0,45,2173,65,43,2059,27,18,3,0,0,1703,58,33,1606,22,13,3,0,0,1530,42,50,1386,7,0,0,5,40,1896,44,70,1781,11,35,1,1530,42,50,1437,11,26,1,1909,44,70,1780,11,35,1
2451028-001,3,2451028-001,615,562,44,771,729,33,535,390,137,535,501,34,535,501,21,669,640,18,659,619,23,1533,79,0,1448,0,36,0,1415,0,4,0,0,2448,83,97,2249,0,38,0,0,0,1532,14,105,1421,0,4,0,1417,0,4,0,0,0,2457,22,137,2287,0,3,0,2245,0,3,0,8,42,2089,115,116,1853,24,20,6,0,0,1669,105,80,1474,19,16,6,0,0,1587,95,190,1242,24,1,0,4,31,1992,109,310,1560,35,32,1,1587,95,190,1286,33,25,1,2006,108,310,1557,34,29,1
2451009-003,3,2451009-003,755,681,43,770,733,27,677,544,120,678,643,33,679,632,18,877,813,23,864,736,32,1586,356,56,1128,39,4,0,1125,39,0,0,0,2137,442,123,1599,40,6,0,0,0,1485,312,15,1126,31,8,0,1118,31,0,0,0,0,2003,372,34,1579,32,9,0,1545,32,0,0,9,9,1861,268,49,1521,36,15,0,0,0,1410,248,32,1104,30,14,0,0,0,1307,331,53,859,24,1,0,4,35,1582,360,68,1134,34,18,8,1307,331,53,905,29,15,3,1608,360,68,1123,33,17,8
2451014-003,3,2451014-003,374,350,15,359,344,5,296,239,48,296,284,11,300,284,7,517,482,11,501,463,19,1069,19,0,1047,0,0,0,1047,0,0,3,0,1565,20,0,1541,0,8,3,0,0,1313,55,0,1258,0,0,0,1258,0,0,0,0,0,1789,54,0,1717,18,0,0,1717,8,0,0,0,10,1643,26,27,1606,4,17,3,0,0,1008,24,18,975,3,8,2,0,0,906,44,18,806,7,2,0,4,25,1328,52,21,1245,9,21,0,906,44,18,837,8,16,0,1355,52,21,1265,9,21,0
2401903-002,2,2401903-002,258,132,118,260,121,126,223,82,141,213,115,98,222,136,83,309,165,125,290,166,115,444,277,26,138,1,2,0,138,0,1,0,0,578,315,62,230,1,2,0,0,0,437,278,36,119,1,4,0,119,0,1,0,0,0,548,316,96,171,1,1,0,129,0,1,0,0,6,467,235,12,212,3,6,0,0,0,360,182,6,166,3,4,0,0,0,361,179,11,156,3,0,1,0,11,445,220,13,205,4,1,2,361,179,11,163,4,0,2,455,221,13,217,4,1,2
2403109-033,6,2403109-033,1339,1004,289,2092,1680,348,1282,800,461,1269,1013,253,1270,1005,217,1102,793,224,1037,736,244,3229,1768,185,696,558,14,0,678,521,0,10,0,4445,2052,278,1261,956,36,22,0,0,2370,1055,30,769,455,39,0,660,380,0,0,15,0,3570,1446,179,1294,659,68,0,976,507,0,0,0,462,2273,1066,220,347,654,19,10,0,0,1861,962,158,240,510,12,10,0,0,4133,1874,485,848,694,6,2,34,190,4721,2029,585,1189,915,85,19,4133,1874,485,986,771,64,13,4723,2029,585,1198,919,85,19
2403113-056,6,2403113-056,1977,1550,381,2706,2224,424,1701,1049,630,1682,1374,308,1693,1382,262,2049,1639,321,2007,1623,327,3424,1078,596,1232,531,0,0,1222,514,0,1,0,6953,1327,2704,1981,897,57,1,0,0,3188,1142,703,955,387,4,0,942,363,0,0,1,0,6694,1389,3006,1544,718,111,1,1421,592,3,0,208,76,6104,1791,1477,2062,785,58,4,0,0,4604,1524,976,1503,590,37,3,0,0,4977,1180,1658,1380,507,9,4,42,197,6690,1395,2527,2023,687,153,14,4977,1180,1658,1543,554,114,11,6698,1396,2530,2085,708,99,13
2403106-013,5,2403106-013,1429,1019,374,1552,1184,343,1310,627,672,1288,967,319,1312,991,272,1586,1189,312,1547,1166,334,1776,1221,88,81,390,0,0,66,375,0,0,0,2639,1661,174,110,694,0,0,0,0,1709,1246,120,56,281,0,0,56,260,0,0,0,0,2500,1667,157,71,581,0,0,71,437,0,0,27,142,2585,1644,176,159,611,9,3,0,0,1921,1213,127,101,482,4,1,0,0,1978,1098,165,120,501,7,4,25,58,2578,1385,232,222,680,28,14,1978,1098,165,145,531,25,6,2580,1385,232,224,694,28,14
2400510-002,4,2400510-002,1213,500,670,1474,739,695,992,214,770,973,428,544,977,468,452,1438,623,704,1415,529,847,1556,1439,83,7,20,2,0,7,20,2,4,0,2046,1856,133,53,42,44,0,0,0,1529,1396,95,4,16,4,0,4,16,4,0,7,0,1979,1780,143,44,38,55,0,14,18,6,0,11,7,2012,1866,40,20,79,8,0,0,0,1502,1406,23,14,52,5,0,0,0,1616,1442,30,14,63,4,0,5,58,2077,1834,55,35,115,31,2,1616,1442,30,25,83,27,2,2079,1834,55,38,121,30,2
2400514-002,4,2400514-002,2165,1124,976,2848,1667,1122,1833,649,1168,1820,1036,783,1821,1033,663,2356,1170,1048,2321,1183,1055,3845,2126,95,1038,544,17,4,1021,521,7,4,0,5297,2533,187,1575,958,43,29,0,0,4066,2371,137,1021,523,4,0,998,519,0,0,4,0,5681,2812,318,1643,958,6,17,1556,918,0,0,1,73,5301,3162,174,1128,808,34,7,0,0,4063,2593,107,778,558,29,4,0,0,4589,2194,229,1176,798,6,0,15,171,5724,2566,307,1678,1108,89,7,4589,2194,229,1257,852,67,5,5735,2569,307,1690,1119,87,7
